s,name,cname
1803672b,Notting Hill Gate tube station,United Kingdom
1804559b,West Street subway station,United Kingdom
1804600b,Shields Road subway station,United Kingdom
1807508m,Glasgow Science Centre,United Kingdom
180788b,National Gallery,United Kingdom
18112026h,DoubleTree by Hilton Hotel London - Chelsea,United Kingdom
1811339b,London Central Mosque,United Kingdom
1812832b,Housesteads Roman Fort,United Kingdom
1814818b,Lloyd's building,United Kingdom
1819945m,Royal Museum of Scotland,United Kingdom
1821720m,Levant Mine and Beam Engine,United Kingdom
1822454b,Leytonstone tube station,United Kingdom
1828818b,Brent Cross tube station,United Kingdom
1850537b,Severn Bridge,United Kingdom
18534517h,Hilton London Syon Park,United Kingdom
18536b,The Shard,United Kingdom
18536h,The Shard,United Kingdom
1855296b,Liverpool Town Hall,United Kingdom
1857089b,West Hampstead tube station,United Kingdom
1857872b,Oakwood tube station,United Kingdom
1857909b,Shepherd's Bush Market tube station,United Kingdom
1857925b,Westbourne Park tube station,United Kingdom
18607b,Central Park tram stop,United Kingdom
18708772m,Museum of the Gorge,United Kingdom
18748780m,Victoria and Albert Museum Spiral,United Kingdom
18750574m,The Gurkha Museum,United Kingdom
1881041b,M6 motorway,United Kingdom
1885195b,Maida Vale tube station,United Kingdom
188617b,Kew Gardens,United Kingdom
18962174m,Almonry Museum and Heritage Centre,United Kingdom
18974884m,Bewdley Museum,United Kingdom
1907806b,Huddersfield Narrow Canal Pylon,United Kingdom
191161b,30 St Mary Axe,United Kingdom
191774b,St James’ Park,United Kingdom
19191139m,Museum Collections Centre,United Kingdom
192088b,Eton College,United Kingdom
1930127b,Gateshead Millennium Bridge,United Kingdom
19307691h,Hilton Garden Inn London Heathrow Airport,United Kingdom
193375b,Tate Modern,United Kingdom
193639b,Royal Albert Hall,United Kingdom
193651b,Hampden Park,United Kingdom
1947073b,Islington Tunnel,United Kingdom
19513101h,Hilton Manchester Deansgate,United Kingdom
195436b,Tate Britain,United Kingdom
19568980m,Portsmouth City Museum,United Kingdom
1963497m,Biggar Gasworks Museum,United Kingdom
1966112b,Crookston Castle,United Kingdom
1967480m,National Museum of Costume,United Kingdom
1971670b,West India Quay,United Kingdom
1972193b,West Silvertown DLR station,United Kingdom
1972207b,Albert Bridge,United Kingdom
1974732b,Redbridge tube station,United Kingdom
1974740b,West Harrow tube station,United Kingdom
1974743b,Northwick Park tube station,United Kingdom
1974760b,South Wimbledon tube station,United Kingdom
1974778b,Wimbledon Park tube station,United Kingdom
1975627b,"St Alfege Church, Greenwich",United Kingdom
198536b,SIS Building,United Kingdom
19870819m,Ashford Steam Centre,United Kingdom
19872b,M25 motorway,United Kingdom
19873553m,National Waterways Museum Gloucester,United Kingdom
19891b,Metropolitan line,United Kingdom
19892b,Bakerloo line,United Kingdom
1990172m,Sherlock Holmes Museum,United Kingdom
2000556b,Northwood Hills tube station,United Kingdom
2001686b,The Rolling Bridge,United Kingdom
2002811b,St Andrew's Cathedral,United Kingdom
20075b,London Underground,United Kingdom
20128172b,Wast Hills Tunnel,United Kingdom
201612b,Pride Park Stadium,United Kingdom
2017744b,Leeds Town Hall,United Kingdom
2028165b,Totteridge and Whetstone tube station,United Kingdom
202902b,The Crystal Palace,United Kingdom
203030b,Victoria line,United Kingdom
203035b,Winchester Palace,United Kingdom
204496b,Millennium Stadium,United Kingdom
204635b,Widnes-Runcorn Transporter Bridge,United Kingdom
2047417b,Newcastle railway station,United Kingdom
205355b,Central line,United Kingdom
2053796m,Mull Museum,United Kingdom
205666b,Hampton Court Palace,United Kingdom
2060243m,Delgatie Castle,United Kingdom
2060301m,South Georgia Museum,United Kingdom
20637060m,Blitz and Pieces,United Kingdom
20704233m,Kington Museum,United Kingdom
20711451m,Avro Heritage Museum,United Kingdom
20711962b,30 South Colonnade,United Kingdom
20744023m,Dad's Army Museum,United Kingdom
207689b,Piccadilly line,United Kingdom
207699b,Waterloo & City line,United Kingdom
20816698b,Eilean Donan Castle,United Kingdom
208181b,Blenheim Palace,United Kingdom
208709b,Ibrox Stadium,United Kingdom
2091681b,Conwy Suspension Bridge,United Kingdom
2092795b,Pierhead Building,United Kingdom
209725b,Twickenham Stadium,United Kingdom
21006881m,British National Fencing Museum,United Kingdom
210321b,Circle line,United Kingdom
21035626m,Ruthwell Museum,United Kingdom
21035627m,Stranraer Museum,United Kingdom
21062363m,Clowns Gallery-Museum,United Kingdom
21062397m,"The Viktor Wynd Museum of Curiosities, Fine Art & Natural History",United Kingdom
21079113b,West India Quay Footbridge,United Kingdom
21088671b,P&O Tower,United Kingdom
21088678b,20 Fenchurch Street,United Kingdom
21088694b,Bridge of Aspiration,United Kingdom
210957b,Antonine Wall,United Kingdom
211265b,District line,United Kingdom
211270b,Hammersmith & City line,United Kingdom
2120040b,Rayners Lane tube station,United Kingdom
2120048b,White City tube station,United Kingdom
2121603b,Sudbury Hill tube station,United Kingdom
212834b,20 Fenchurch Street,United Kingdom
21293195b,Adur Bridge,United Kingdom
21309069b,Palestra,United Kingdom
213322m,Victoria and Albert Museum,United Kingdom
21401860b,Redbridge Town Hall,United Kingdom
21401861b,Southwark Bridge,United Kingdom
214788b,London Paddington station,United Kingdom
214793b,Northern line,United Kingdom
21504226h,Hilton Birmingham Metropole,United Kingdom
2151220b,Richmond Railway Bridge,United Kingdom
21521452m,No. 1 Royal Crescent,United Kingdom
21548874b,Borough Market Viaduct,United Kingdom
21548912b,Farnborough Wind Tunnel No. 1,United Kingdom
21548915b,Farnborough Wind Tunnel No. 2,United Kingdom
21548918b,Farnborough Wind Tunnel No. 3,United Kingdom
21548936b,Helix Bridge,United Kingdom
21549099b,Poplar Station High-Level Walkway,United Kingdom
21549166b,South Dock Pontoon Bridge,United Kingdom
2157892m,Corgarff Castle,United Kingdom
21585359m,Jack the Ripper Museum,United Kingdom
21585368m,Museum of Wimbledon,United Kingdom
2161169b,Roding Valley,United Kingdom
216360b,Docklands Light Railway,United Kingdom
2167448b,Golders Green tube station,United Kingdom
2191338b,Birmingham Town Hall,United Kingdom
219867b,London King's Cross railway station,United Kingdom
220081b,Beach Lighthouse,United Kingdom
22073967h,Hilton Bournemouth,United Kingdom
22080062m,Soldiers of Oxfordshire Museum,United Kingdom
2221794b,Conwy Railway Bridge,United Kingdom
2254610b,Middlesbrough Transporter Bridge,United Kingdom
2265733m,National Football Museum,United Kingdom
2270193b,Crystal Palace transmitting station,United Kingdom
2270274b,Lady Bay Bridge,United Kingdom
2270423b,Lisnagarvey transmitting station,United Kingdom
2278527m,Shetland Museum,United Kingdom
228060b,400 kV Thames Crossing,United Kingdom
2284719b,Strata SE1,United Kingdom
2287126m,Highland Folk Museum,United Kingdom
2289728b,Royal Crescent,United Kingdom
22915232b,Pan Peninsula East Tower,United Kingdom
2299624b,Edinburgh Trams,United Kingdom
23018830m,The Beverley Treasure House,United Kingdom
2304475b,South Ealing tube station,United Kingdom
2305375b,Bell Rock Lighthouse,United Kingdom
2310409b,Derby Cathedral,United Kingdom
2319549b,Radio City Tower,United Kingdom
2319878b,Barbican Estate,United Kingdom
23204100m,Craven Museum & Gallery,United Kingdom
23302045m,HorsePower: The Museum of the King's Royal Hussars,United Kingdom
23303989m,The Tramshed,United Kingdom
23305617b,Arthington Viaduct,United Kingdom
2330645b,Cairngorm Mountain Railway,United Kingdom
23307698m,Storiel,United Kingdom
23308823m,The Museum of the Horse,United Kingdom
23308b,British Library,United Kingdom
2339039b,Centre Point,United Kingdom
23406626m,Bethlem Museum of the Mind,United Kingdom
23415589m,Wrexham County Borough Museum and Archives,United Kingdom
23417356m,V&A Wedgwood Collection,United Kingdom
2363343b,Wakefield Cathedral,United Kingdom
23646439h,"100 Queen's Gate Hotel London, Curio Collection by Hilton",United Kingdom
23685988h,DoubleTree by Hilton Hotel Bristol North,United Kingdom
2380110b,St Machar's Cathedral,United Kingdom
2383929m,The Orkney Museum,United Kingdom
2389056b,Euston Tower,United Kingdom
23891179m,Museum of Life Sciences,United Kingdom
2396008b,Southampton Central railway station,United Kingdom
2399661b,Inverness Cathedral,United Kingdom
24039227m,Godalming Museum,United Kingdom
24049463m,Campbeltown Heritage Centre,United Kingdom
24054070h,Hilton Cambridge City Centre,United Kingdom
2408607m,Kirbuster Farm Museum,United Kingdom
2414046b,Sage Gateshead,United Kingdom
2414262m,Skye Museum of Island Life,United Kingdom
24205311b,Maggie's Dundee,United Kingdom
24228347m,Robert Owen Museum,United Kingdom
24241038h,Cambridge Hotel,United Kingdom
242772b,Reebok Stadium,United Kingdom
2441793b,Preston railway station,United Kingdom
245085b,Ewood Park,United Kingdom
2454607b,Bradford Cathedral,United Kingdom
2465864b,Tyne Bridge,United Kingdom
24659597m,St Michael's Mount castle,United Kingdom
24660387m,Sissinghurst Castle,United Kingdom
24662609b,Bournemouth Pier,United Kingdom
2469494b,Blisworth Tunnel,United Kingdom
2472573b,Grand Pier,United Kingdom
2494434b,Unilever House,United Kingdom
2494538b,Union Bridge,United Kingdom
24993692m,Groam House Museum,United Kingdom
24993743m,Ditchling Museum of Art + Craft,United Kingdom
24993825m,Lowestoft Maritime Museum,United Kingdom
2500370b,Urbis,United Kingdom
250115b,Monnow Bridge,United Kingdom
250522m,Heralds' Museum,United Kingdom
2514051m,Kinnaird Head Lighthouse,United Kingdom
2538959b,Leicester Square tube station,United Kingdom
2540426b,Roman Baths,United Kingdom
2540426m,Roman Baths,United Kingdom
2546530b,Partick station,United Kingdom
2558810b,St Columb's Cathedral,United Kingdom
2577548b,Wills Memorial Building,United Kingdom
2578415b,Manchester Town Hall,United Kingdom
26242212h,Hilton Garden Inn Sunderland,United Kingdom
262500b,Gloucester Cathedral,United Kingdom
262548b,Arsenal tube station,United Kingdom
2627072b,Lindisfarne Castle,United Kingdom
26274475m,Former Model Lodging House For The Great Western Railway,United Kingdom
26277733m,The Chichester City Museum,United Kingdom
26282025m,Dunwich Museum,United Kingdom
26304912b,Severn Bridge,United Kingdom
26306764h,The Mytton and Mermaid Hotel,United Kingdom
26309408m,Tom Brown’s School Museum,United Kingdom
26314526b,Adam Viaduct,United Kingdom
26314580m,City Museum,United Kingdom
26317191b,Worcester Bridge,United Kingdom
2631977b,Wales Millennium Centre,United Kingdom
26333279m,Church Cottage,United Kingdom
26338893m,"Cockpit House, Prescot",United Kingdom
26381179b,Big Bridge,United Kingdom
26381180b,Payne's Bridge,United Kingdom
2638495b,Albert Memorial Clock,United Kingdom
26387783b,Winchester Guildhall,United Kingdom
2639691b,"Albion House, Liverpool",United Kingdom
26398842h,The Old Hall Hotel,United Kingdom
26399615b,"St Johns' College, Bridge Over Bin Brook Between Trinity And St John's Backs",United Kingdom
26413057b,Garret Hostel Bridge Between Clare Bridge And Trinity Bridge On The Cam,United Kingdom
26437012m,Trenance Cottages Museum,United Kingdom
26444049b,Myton Bridge,United Kingdom
26448b,Piccadilly Circus tube station,United Kingdom
26452545m,Cotehele Mill,United Kingdom
26463120h,13 Market End,United Kingdom
26483035h,"14 and 15, Warwick Road",United Kingdom
26495086m,Richard Jefferies Museum,United Kingdom
26497242m,County Museum And Library (Royal Institution Of Cornwall),United Kingdom
26499817b,Archway Bridge,United Kingdom
26502127m,West Park Museum,United Kingdom
26524524m,Willis Museum,United Kingdom
26532598m,Crampton Tower,United Kingdom
26537718h,Dove Nest,United Kingdom
26546731h,Mosborough Hall,United Kingdom
26557846m,Stratford Park,United Kingdom
26559355b,Shaldon Bridge,United Kingdom
26582281m,Captain Cook's Schoolroom,United Kingdom
26585484b,Islington Town Hall,United Kingdom
26590650m,Museum of Classic Sci-Fi,United Kingdom
26592027b,St Olave's Bridge,United Kingdom
26600785b,The Victoria Hotel,United Kingdom
26608603b,Derwent Dam,United Kingdom
26609450h,Crosby Lodge,United Kingdom
26617946h,Kenwith Castle,United Kingdom
26642627m,Mrs Smith's Cottage,United Kingdom
26647600m,Alexander Keiller Museum,United Kingdom
26648351m,Morgan Library,United Kingdom
26656079b,Crown Point Bridge,United Kingdom
26656572m,Repositioned Roman remains in The Roman Gardens,United Kingdom
26660485b,Tyne pedestrian and cyclist tunnel,United Kingdom
26664186m,Sailors' Reading Room,United Kingdom
26664293m,Southwold Museum,United Kingdom
26668353b,Town Bridge,United Kingdom
26669047b,Bournemouth Town Hall,United Kingdom
26671117m,The Old Fire Station,United Kingdom
26672462b,Llanthony Swing Bridge,United Kingdom
26676095b,Silver Street Bridge,United Kingdom
26684094h,"12 and 13, Warwick Road",United Kingdom
26685058h,15 Market End,United Kingdom
26689465m,Heath Robinson Museum,United Kingdom
2670615b,Standedge Tunnels,United Kingdom
26847027b,Museum of Scotland,United Kingdom
26847027m,Museum of Scotland,United Kingdom
26960663h,Hampton by Hilton Bournemouth,United Kingdom
2704810b,Lanyon Place railway station,United Kingdom
27083954b,Greenwich Station (Incorporating Number 187),United Kingdom
27087112b,Fullwell Cross Library,United Kingdom
2716995b,Belfast Castle,United Kingdom
27333706m,British Museum Department of Coins and Medals,United Kingdom
2745160b,Brighton Pier,United Kingdom
2746031b,Scottish Parliament Building,United Kingdom
2747135b,Milton Keynes Central railway station,United Kingdom
2747894m,Scott Polar Research Institute,United Kingdom
2748565h,Claridge's,United Kingdom
2748806m,Crathes Castle,United Kingdom
275128b,Caernarfon Castle,United Kingdom
2752623b,Start Point Lighthouse,United Kingdom
275b,Forth Bridge,United Kingdom
277604b,High Speed 1,United Kingdom
278314b,Cannon Street Railway Bridge,United Kingdom
2790754b,Skelton,United Kingdom
27943299m,Allhallows Museum,United Kingdom
27958290m,British Ironworks Centre & Shropshire Sculpture Park,United Kingdom
27964070m,Passmore Edwards Museum,United Kingdom
28070855m,Lace Guild Museum,United Kingdom
2813508b,1 Cabot Square,United Kingdom
2813525b,1 West India Quay,United Kingdom
2817763b,5 Canada Square,United Kingdom
2820837m,Abbot Hall Art Gallery,United Kingdom
28214174h,Hampton by Hilton Newcastle,United Kingdom
28232884m,Henry VII Experience at Micklegate Bar,United Kingdom
2839111b,Almeida Theatre,United Kingdom
28402342m,Museum of British Surfing,United Kingdom
28403830m,Calderdale Industrial Museum,United Kingdom
284195b,Blackfriars station,United Kingdom
2844408b,Chester Roman Amphitheatre,United Kingdom
28451507m,The Tetley,United Kingdom
2860025b,Causey Arch,United Kingdom
28609672h,DoubleTree by Hilton Hotel Coventry,United Kingdom
2865427m,Corrigall Farm Museum,United Kingdom
286666b,Southgate tube station,United Kingdom
28777988h,DoubleTree by Hilton Hotel Aberdeen Treetops,United Kingdom
28835991m,Brent Museum and Archives,United Kingdom
29014975m,Cromer Museum,United Kingdom
29014b,Millennium Dome,United Kingdom
29015036m,Museum of Islay Life,United Kingdom
29016276m,Potters Bar Museum,United Kingdom
29053691h,Hilton Coylumbridge,United Kingdom
29159176m,Ashburton Museum,United Kingdom
2915930b,Millbank Tower,United Kingdom
29160297m,Savings Banks Museum,United Kingdom
29160864m,Victoria Jubilee Museum,United Kingdom
2918086m,Museum of the Home,United Kingdom
2920650b,CityPoint,United Kingdom
2925208b,Brig o' Balgownie,United Kingdom
2925727m,British Golf Museum,United Kingdom
29265b,Canterbury Cathedral,United Kingdom
29364035m,Elstree and Borehamwood Museum,United Kingdom
29364071m,Llandudno Museum,United Kingdom
29378866b,Paddington (Bishop's Road) tube station,United Kingdom
2942263b,Wrexham Cathedral,United Kingdom
2942410b,Newry Cathedral,United Kingdom
29470875m,Museum of Norwich at the Bridewell,United Kingdom
29487216b,Long Bridge,United Kingdom
29487285b,Felindre Bridge,United Kingdom
29490343m,Former County Gaol,United Kingdom
29493911b,Claerwen Dam,United Kingdom
29496002b,Cilgwrgan Bridge,United Kingdom
29499549b,Former Penllwyn Tramroad Viaduct at Nine Mile Point,United Kingdom
29508003b,SE portal of Conwy Railway Tunnel,United Kingdom
29510516m,Museum of the Scottish Shale Oil Industry,United Kingdom
29563029m,Stromness Museum,United Kingdom
29563155m,Macclesfield Silk Museum,United Kingdom
2968039b,Ackergill Tower,United Kingdom
2968772b,Canterbury Castle,United Kingdom
2978995b,Clevedon Pier,United Kingdom
2980424b,SEC Armadillo,United Kingdom
2980588b,Mathematical Bridge,United Kingdom
2985848m,Cressing Temple,United Kingdom
29870903m,London Transport Museum Depot,United Kingdom
29948012h,DoubleTree by Hilton Hotel Edinburgh Airport,United Kingdom
29950216m,Andrew Logan Museum of Sculpture,United Kingdom
2997681b,Corporation Street Bridge,United Kingdom
30021879h,DoubleTree by Hilton London Heathrow Airport,United Kingdom
30038729m,East Surrey Museum,United Kingdom
30097763h,"The Westminster London, Curio Collection by Hilton",United Kingdom
301995b,Goldhawk Road tube station,United Kingdom
30301927h,Hampton by Hilton Bristol City Centre,United Kingdom
30346525h,Hilton Edinburgh Grosvenor,United Kingdom
30402016h,Hilton Belfast,United Kingdom
3047596b,Edinburgh Festival Theatre,United Kingdom
30504052h,DoubleTree by Hilton Hotel London - Marble Arch,United Kingdom
30504754h,Hilton Nottingham,United Kingdom
3054289b,English Bridge,United Kingdom
3057819b,Bingley Five Rise Locks,United Kingdom
30589073m,The Royal Mint Museum,United Kingdom
30601012m,Elgin Museum,United Kingdom
30621560b,Byker Viaduct,United Kingdom
30621566b,Byker Bridge,United Kingdom
3069905b,Ontario Tower,United Kingdom
3070493b,Pan Peninsula,United Kingdom
30801106b,Marlowe Theatre (2nd),United Kingdom
3081510b,West Pier,United Kingdom
309388b,Natural History Museum,United Kingdom
3094799m,Gallery of Modern Art,United Kingdom
3109593b,Willis Building,United Kingdom
311444b,Al-Rahma Mosque,United Kingdom
31656b,Madejski Stadium,United Kingdom
31670b,Kiyan Prince Foundation Stadium,United Kingdom
31678b,The Hawthorns,United Kingdom
3175922b,Parliament Buildings,United Kingdom
3177820b,Eastbourne Pier,United Kingdom
318043b,Craven Cottage,United Kingdom
3182264m,John Paul Jones Cottage Museum,United Kingdom
31939728m,Thameside Centre,United Kingdom
31969b,Stadium of Light,United Kingdom
3214282b,Laban Centre,United Kingdom
3269428b,Buchanan Street subway station,United Kingdom
3269432b,Hillhead subway station,United Kingdom
327451b,Dudley Ward Way,United Kingdom
3285332b,Manchester Arndale,United Kingdom
3285343b,Manchester Central Library,United Kingdom
3303706m,McManus Gallery,United Kingdom
330731b,Boleyn Ground,United Kingdom
3309562b,Senedd building,United Kingdom
3313296m,Dennis Severs' House,United Kingdom
33229354h,Hilton London Croydon,United Kingdom
3329390m,Whipple Museum of the History of Science,United Kingdom
3329769m,Westminster Abbey Museum,United Kingdom
334399b,Bath Abbey,United Kingdom
3351920b,Belfast City Hall,United Kingdom
3360320b,Paddington (Praed Street) tube station,United Kingdom
338619b,Newport Cathedral,United Kingdom
339434b,Mumbles Lighthouse,United Kingdom
3396884b,"Bow Bridge, Cumbria",United Kingdom
3397374b,Newport railway station,United Kingdom
3397409b,Bridge of Sighs,United Kingdom
3403027m,Norton Priory,United Kingdom
3403972m,HM Prison Crumlin Road,United Kingdom
3404000m,Centre for Alternative Technology,United Kingdom
3407626b,Bridge of Sighs,United Kingdom
3441301b,Tay Road Bridge,United Kingdom
34433b,University of Oxford,United Kingdom
344481b,Acton Town tube station,United Kingdom
3493426b,Glasgow Central Mosque,United Kingdom
3511316m,Glasgow Museum of Transport,United Kingdom
3511923b,Peckham Library,United Kingdom
3520122m,The Postal Museum,United Kingdom
3521692b,The Lowry,United Kingdom
3533344b,Glasgow Tower,United Kingdom
3539290b,Trinity Bridge,United Kingdom
3542165b,Clyde Tunnel,United Kingdom
3547979m,Ulster Museum,United Kingdom
3561816b,London Planetarium,United Kingdom
359256b,Admiralty Arch,United Kingdom
3640335b,Birmingham Central Library,United Kingdom
3644573b,Bridge of Dee,United Kingdom
370249b,Westerglen transmitting station,United Kingdom
3715786b,Dubris Pharos,United Kingdom
371906b,Kew Bridge,United Kingdom
3739774b,Dungeness Lighthouse,United Kingdom
3739779b,Europa Point Lighthouse,United Kingdom
3739790b,Longships Lighthouse,United Kingdom
3739799b,Peninnis Lighthouse,United Kingdom
375044b,Stockton and Darlington Railway,United Kingdom
3753005b,North Bridge,United Kingdom
3756310b,99 Bishopsgate,United Kingdom
37857517h,Hampton by Hilton Birmingham Jewellery Quarter,United Kingdom
37858337h,Hampton by Hilton Glasgow Central,United Kingdom
37858682h,DoubleTree by Hilton Hotel Leeds City Centre,United Kingdom
3786424b,Buckingham Baptist Chapel,United Kingdom
380823b,Molineux Stadium,United Kingdom
385854b,Skye Bridge,United Kingdom
386424b,Liverpool Overhead Railway,United Kingdom
3868648m,"Musical Museum, Brentford",United Kingdom
38876b,Barbican tube station,United Kingdom
38879b,Covent Garden tube station,United Kingdom
38909b,Southwark tube station,United Kingdom
389902b,Norwich railway station,United Kingdom
390150b,Salisbury Cathedral,United Kingdom
390169b,Lincoln Cathedral,United Kingdom
39045477m,The Etches Collection,United Kingdom
39047629m,Aston Martin Heritage Trust Museum,United Kingdom
39047643m,Thame Museum,United Kingdom
39047961m,Swinford Museum,United Kingdom
3918339b,Queen Elizabeth II Centre,United Kingdom
3918721m,Francis Skaryna Belarusian Library and Museum,United Kingdom
39671b,Stonehenge,United Kingdom
3968286b,Star Castle,United Kingdom
3969982b,Derry railway station,United Kingdom
39996794m,An Iodhlann,United Kingdom
4046880b,Hartlepool railway station,United Kingdom
4064609m,Amora London,United Kingdom
40889239m,Museum of Barnstaple and North Devon,United Kingdom
4091854b,Great Pagoda,United Kingdom
41661713m,Glasgow Museums Resource Centre,United Kingdom
41661985m,Museum of Carpet,United Kingdom
42049b,Balmoral Castle,United Kingdom
42049m,Balmoral Castle,United Kingdom
4205980b,York city walls,United Kingdom
42112067m,Court Barn Museum,United Kingdom
42182b,Buckingham Palace,United Kingdom
42341625h,DoubleTree by Hilton Hotel London - Hyde Park,United Kingdom
4249914m,Kennet & Avon Canal Museum,United Kingdom
4250383b,Dryburgh Bridge,United Kingdom
42646b,Windsor Castle,United Kingdom
426804b,Oval tube station,United Kingdom
42795476m,Royston & District Museum & Art Gallery,United Kingdom
429379b,Hereford Cathedral,United Kingdom
42955740m,BD1 Gallery,United Kingdom
4306389m,The People's Story Museum,United Kingdom
4306509m,Scottish Football Museum,United Kingdom
432321b,Cardiff Arms Park,United Kingdom
43279b,Wembley Stadium,United Kingdom
43289508b,Torridge Bridge,United Kingdom
43500467m,British Museum (Natural History). Department of Botany.,United Kingdom
43549083m,North Hertfordshire Museum,United Kingdom
43674688m,V&A Dundee,United Kingdom
4375431m,Bath Postal Museum,United Kingdom
44057b,Millennium Bridge,United Kingdom
44186380m,National Civil War Centre,United Kingdom
448856b,Clachan Bridge,United Kingdom
4526278m,Scotch Whisky Heritage Centre,United Kingdom
45316350h,DoubleTree by Hilton Hotel Edinburgh City Centre,United Kingdom
45318536m,Bayle Museum,United Kingdom
4546413b,102 Petty France,United Kingdom
4547317b,111 Piccadilly,United Kingdom
4552044b,16 Cook Street,United Kingdom
4553520b,"17 & 19 Newhall Street, Birmingham",United Kingdom
456960b,Westminster Bridge,United Kingdom
4581944b,Holborn Viaduct,United Kingdom
4583646b,Raby Castle,United Kingdom
4596006b,1 Princes Dock,United Kingdom
4596016h,1 Snow Hill Plaza,United Kingdom
46347524m,Verulamium Museum,United Kingdom
4645063b,88 Wood Street,United Kingdom
465746m,American Museum and Gardens,United Kingdom
4664027m,Abbey House Museum,United Kingdom
4664048m,Abbey Pumping Station,United Kingdom
4664097m,Abbeydale Industrial Hamlet,United Kingdom
4664201m,"Abbot House, Dunfermline",United Kingdom
4666883m,Aberdeen Art Gallery,United Kingdom
4666952m,Aberdeen Maritime Museum,United Kingdom
4667819b,Abingdon Bridge,United Kingdom
4681183b,Addington Palace,United Kingdom
47002203m,Penrith and Eden Museum,United Kingdom
47004817m,Royal Architectural Museum,United Kingdom
4709803b,Albert Bridge,United Kingdom
4712546b,Albion Riverside,United Kingdom
47163192m,Museum of Scottish Lighthouses,United Kingdom
4722153m,Alford Valley Railway,United Kingdom
47250692b,"Ruined Cathedral Church of St Michael, Coventry",United Kingdom
4728790b,All Hallows-on-the-Wall,United Kingdom
4728804b,All Hallows Staining,United Kingdom
4729514b,All Saints Church,United Kingdom
4733885b,Almond Aqueduct,United Kingdom
4736731b,Altitude 25,United Kingdom
4736850b,Altolusso,United Kingdom
4741361m,Amberley Museum & Heritage Centre,United Kingdom
47523086m,"Buckley Library, Museum and Gallery",United Kingdom
47529128m,Wheal Martyn,United Kingdom
475971b,Putney Bridge,United Kingdom
4764115m,Angus Folk Museum,United Kingdom
476529b,Winchester Cathedral,United Kingdom
4767915b,Annan railway station,United Kingdom
4769474b,Anniesland Court,United Kingdom
477733b,Ruislip Manor tube station,United Kingdom
4779287m,Apedale Heritage Centre,United Kingdom
4781335b,Appleford Railway Bridge,United Kingdom
4792583m,Armagh County Museum,United Kingdom
4796396m,Arsenal Football Club Museum,United Kingdom
4798339m,Arthur Cottage,United Kingdom
48032180m,Hunterian Museum,United Kingdom
4805698b,Ashness Bridge,United Kingdom
48159b,City of Manchester Stadium,United Kingdom
4818182b,Attenborough Building,United Kingdom
4823355b,Austins,United Kingdom
4829178b,Avon Aqueduct,United Kingdom
4829273m,Avoncroft Museum of Historic Buildings,United Kingdom
4829350b,Avonmouth Bridge,United Kingdom
4836762m,BT Museum,United Kingdom
4836768b,BT Tower,United Kingdom
4838843m,"Bachelors' Club, Tarbolton",United Kingdom
4841991h,Baglioni Hotel,United Kingdom
4851829b,Ballochmyle Viaduct,United Kingdom
4852693b,Baltic Centre for Contemporary Art,United Kingdom
4861279b,Barmouth Bridge,United Kingdom
4861931b,Barnsley Town Hall,United Kingdom
4862078m,Barometer World,United Kingdom
4863855b,Barrow-in-Furness Town Hall,United Kingdom
4865679b,Barton Road Swing Bridge,United Kingdom
4867508m,Basing House,United Kingdom
4868887m,Bath Aqua Theatre of Glass,United Kingdom
487356b,Richmond Bridge,United Kingdom
4877428b,Beauchief Abbey,United Kingdom
4878608m,Beck Isle Museum,United Kingdom
4878698b,Beckfoot Bridge,United Kingdom
4879029m,Jarrow Hall,United Kingdom
4880175b,"Beetham Tower, Liverpool",United Kingdom
4882257b,Belfast City Hospital,United Kingdom
4884648m,Belper North Mill,United Kingdom
4892650b,Bermuda Railway,United Kingdom
4899738b,Bewdley Bridge,United Kingdom
4913590b,Bilsdale transmitting station,United Kingdom
4913611m,Bilston Craft Gallery,United Kingdom
4916599m,Birmingham Assay Office,United Kingdom
4918405b,Bispham Parish Church,United Kingdom
4921367m,The Crime Museum,United Kingdom
4921494b,Black Potts Railway Bridge,United Kingdom
4922065b,Marlow Bridge,United Kingdom
4923818b,Blaenplwyf transmitting station,United Kingdom
4924227m,Blairs College,United Kingdom
4925575b,Blaydon Bridge,United Kingdom
4928925b,Blue Bridge,United Kingdom
494388b,DW Stadium,United Kingdom
4950232b,Bourne End Railway Bridge,United Kingdom
4950623b,Bow Church,United Kingdom
4950957m,Bowes Railway,United Kingdom
4954625b,Bradford City Hall,United Kingdom
4956083m,Bramah Tea and Coffee Museum,United Kingdom
4958297b,Braunstone Gate Bridge,United Kingdom
4961884m,Bressingham Steam and Gardens,United Kingdom
4966498b,Bridgegate,United Kingdom
4967130b,Brig o' Doon,United Kingdom
4968867m,Bristol City Museum and Art Gallery,United Kingdom
4969830m,British Commercial Vehicle Museum,United Kingdom
4969927m,British Empire and Commonwealth Museum,United Kingdom
4969933m,British Engineerium,United Kingdom
4970236m,British Lawnmower Museum,United Kingdom
4972169m,Broadfield House Glass Museum,United Kingdom
4978376b,Bruce Tunnel,United Kingdom
4979489b,Brunswick Centre,United Kingdom
49807274h,Hilton London Bankside,United Kingdom
4980955b,Brynglas Tunnels,United Kingdom
5002473b,Bute Building,United Kingdom
500732b,Bridgewater Place,United Kingdom
500922b,Britannia Stadium,United Kingdom
501003b,Waterloo Bridge,United Kingdom
5016901b,Caerleon Bridge,United Kingdom
