s,cname,name,c_id
7373577m,United Kingdom,Royal Academy of Music Museum,http://example.com/country/id/145
7373646m,United Kingdom,Royal Albert Memorial Museum & Art Gallery,http://example.com/country/id/145
7374235m,United Kingdom,Royal Green Jackets Museum,http://example.com/country/id/145
7374338h,United Kingdom,Royal Insurance Building,http://example.com/country/id/145
7374508m,United Kingdom,Beaney House of Art and Knowledge,http://example.com/country/id/145
7374745m,United Kingdom,Royal Pump Rooms,http://example.com/country/id/145
7374940b,United Kingdom,Royal Tweed Bridge,http://example.com/country/id/145
7374966b,United Kingdom,Royal Victoria Dock Bridge,http://example.com/country/id/145
737735b,United Kingdom,Maidenhead Railway Bridge,http://example.com/country/id/145
7379419b,United Kingdom,Rumster Forest transmitting station,http://example.com/country/id/145
7379738b,United Kingdom,Runcorn Town Hall,http://example.com/country/id/145
7383388m,United Kingdom,Ruthin Craft Centre,http://example.com/country/id/145
7384881b,United Kingdom,Ryde Pier,http://example.com/country/id/145
7385072m,United Kingdom,Ryhope Engines Museum,http://example.com/country/id/145
7385185m,United Kingdom,Rylstone Manor,http://example.com/country/id/145
739364b,United Kingdom,Westminster Cathedral,http://example.com/country/id/145
7400895b,United Kingdom,Saint Alkmund's Way Footbridge,http://example.com/country/id/145
7406198b,United Kingdom,Salts Mill,http://example.com/country/id/145
7409805m,United Kingdom,Sammy Miller Motorcycle Museum,http://example.com/country/id/145
74136m,United Kingdom,Blaenavon Ironworks,http://example.com/country/id/145
7416509b,United Kingdom,Sandown Pier,http://example.com/country/id/145
7418706b,United Kingdom,Sankey Viaduct,http://example.com/country/id/145
7426474m,United Kingdom,Aberdeen Science Centre,http://example.com/country/id/145
7429870b,United Kingdom,Scammonden Bridge,http://example.com/country/id/145
7430285m,United Kingdom,Scarborough Fair Collection,http://example.com/country/id/145
7435656m,United Kingdom,Scotland Street School Museum,http://example.com/country/id/145
7435815b,United Kingdom,Scotswood Bridge,http://example.com/country/id/145
7435817b,United Kingdom,Scotswood Railway Bridge,http://example.com/country/id/145
7437860m,United Kingdom,Scottish Mining Museum,http://example.com/country/id/145
744426b,United Kingdom,Newbury Park tube station,http://example.com/country/id/145
7457480m,United Kingdom,Seven Stories,http://example.com/country/id/145
7460166m,United Kingdom,Shackerstone railway station,http://example.com/country/id/145
746207b,United Kingdom,Durham Cathedral,http://example.com/country/id/145
746876b,United Kingdom,Leeds Castle,http://example.com/country/id/145
746880b,United Kingdom,Goodge Street tube station,http://example.com/country/id/145
747856b,United Kingdom,Llandaff Cathedral,http://example.com/country/id/145
7486929b,United Kingdom,Hammersmith tube station,http://example.com/country/id/145
748774b,United Kingdom,Copper Box Arena,http://example.com/country/id/145
7489914m,United Kingdom,Sharmanka Kinetic Gallery,http://example.com/country/id/145
7492611b,United Kingdom,Sheffield City Hall,http://example.com/country/id/145
7492762b,United Kingdom,Sheffield Town Hall,http://example.com/country/id/145
7492818m,United Kingdom,Shefton Museum,http://example.com/country/id/145
7494489m,United Kingdom,Shepherd Wheel,http://example.com/country/id/145
7494566b,United Kingdom,Sheppey Crossing,http://example.com/country/id/145
7498007b,United Kingdom,Shiplake Railway Bridge,http://example.com/country/id/145
7503956h,United Kingdom,Shrigley Hall,http://example.com/country/id/145
7512699m,United Kingdom,Signal Tower Museum,http://example.com/country/id/145
7516091b,United Kingdom,Silver Jubilee Bridge,http://example.com/country/id/145
7520490h,United Kingdom,Simonsbath House,http://example.com/country/id/145
752064b,United Kingdom,Crinan Canal,http://example.com/country/id/145
7538876b,United Kingdom,Slateford Aqueduct,http://example.com/country/id/145
7543679m,United Kingdom,Smallhythe Place,http://example.com/country/id/145
7559824m,United Kingdom,Somerset Brick and Tile Museum,http://example.com/country/id/145
7559864m,United Kingdom,Somerset Cricket Museum,http://example.com/country/id/145
7561972b,United Kingdom,Sonning Bridge,http://example.com/country/id/145
756268b,United Kingdom,Stirling Castle,http://example.com/country/id/145
7565258b,United Kingdom,Souter Lighthouse,http://example.com/country/id/145
756830b,United Kingdom,Conwy Castle,http://example.com/country/id/145
7570973b,United Kingdom,Southport Pier,http://example.com/country/id/145
7571482b,United Kingdom,Southwold Pier,http://example.com/country/id/145
75721557h,United Kingdom,DoubleTree by Hilton Edinburgh - Queensferry Crossing,http://example.com/country/id/145
7572711m,United Kingdom,Spaceport,http://example.com/country/id/145
7575371h,United Kingdom,Speech House,http://example.com/country/id/145
7587883b,United Kingdom,St. Enoch Centre,http://example.com/country/id/145
7588299b,United Kingdom,St. Helen's,http://example.com/country/id/145
7592313b,United Kingdom,St Alphege London Wall,http://example.com/country/id/145
7592355b,United Kingdom,St Andrew's Church,http://example.com/country/id/145
7592442m,United Kingdom,St Andrews Museum,http://example.com/country/id/145
7592783b,United Kingdom,"St Chad's Church, Far Headingley",http://example.com/country/id/145
7593134b,United Kingdom,"St George's Church, Everton",http://example.com/country/id/145
7593173b,United Kingdom,"St George's Hall, Bradford",http://example.com/country/id/145
7593235b,United Kingdom,St George Wharf,http://example.com/country/id/145
7593238b,United Kingdom,St George in the East,http://example.com/country/id/145
7593267b,United Kingdom,St Giles' Church,http://example.com/country/id/145
7594157b,United Kingdom,"St Mark's Church, Preston",http://example.com/country/id/145
7594217b,United Kingdom,St Martin in the Bull Ring,http://example.com/country/id/145
7594235b,United Kingdom,"St Mary's Church, Studley Royal",http://example.com/country/id/145
7594875b,United Kingdom,St Michael at the North Gate,http://example.com/country/id/145
7594905m,United Kingdom,St Mungo Museum of Religious Life and Art,http://example.com/country/id/145
7594921b,United Kingdom,"St Nicholas' Church, Durham",http://example.com/country/id/145
7596483b,United Kingdom,Stadium House,http://example.com/country/id/145
7596624m,United Kingdom,Stafford Gallery,http://example.com/country/id/145
7597034b,United Kingdom,Staines Railway Bridge,http://example.com/country/id/145
7597362b,United Kingdom,Stambermill Viaduct,http://example.com/country/id/145
7599594b,United Kingdom,Stanley Ferry Aqueduct,http://example.com/country/id/145
7616003m,United Kingdom,Stewartry Museum,http://example.com/country/id/145
7617582m,United Kingdom,Stirling Smith Museum and Art Gallery,http://example.com/country/id/145
7618174b,United Kingdom,Stockport Town Hall,http://example.com/country/id/145
7619200m,United Kingdom,Stonehaven Tolbooth,http://example.com/country/id/145
7621949b,United Kingdom,Stratford Centre,http://example.com/country/id/145
7625372m,United Kingdom,Strumpshaw Hall Steam Museum,http://example.com/country/id/145
763293b,United Kingdom,Heathrow Terminals 2 & 3 tube station,http://example.com/country/id/145
7637622m,United Kingdom,"Summerlee, Museum of Scottish Industrial Life",http://example.com/country/id/145
764016b,United Kingdom,Northfields tube station,http://example.com/country/id/145
764804m,United Kingdom,Kenwood House,http://example.com/country/id/145
7650235b,United Kingdom,Sutton Coldfield transmitting station,http://example.com/country/id/145
7653552b,United Kingdom,Swanage Pier,http://example.com/country/id/145
7653656b,United Kingdom,Swansea Barrage,http://example.com/country/id/145
7653706m,United Kingdom,Swansea Museum,http://example.com/country/id/145
7679039m,United Kingdom,Talbot Rice Gallery,http://example.com/country/id/145
7680729b,United Kingdom,Tamar Bridge,http://example.com/country/id/145
7681908b,United Kingdom,Tamworth Castle,http://example.com/country/id/145
76891128m,United Kingdom,Newark Town Hall Museum and Art Gallery,http://example.com/country/id/145
7694526b,United Kingdom,Tees Barrage,http://example.com/country/id/145
7694534b,United Kingdom,Tees Newport Bridge,http://example.com/country/id/145
7694549b,United Kingdom,Tees Viaduct,http://example.com/country/id/145
7694568b,United Kingdom,Teesquay Millennium Footbridge,http://example.com/country/id/145
7698324b,United Kingdom,Temperate House,http://example.com/country/id/145
7698542b,United Kingdom,Temple Footbridge,http://example.com/country/id/145
7699729b,United Kingdom,Tenfoot Bridge,http://example.com/country/id/145
77118b,United Kingdom,Don Valley Stadium,http://example.com/country/id/145
7717677m,United Kingdom,The Big Idea,http://example.com/country/id/145
7723415m,United Kingdom,The Clink,http://example.com/country/id/145
7725501b,United Kingdom,Shakespeare's Globe,http://example.com/country/id/145
7726714m,United Kingdom,The Collection,http://example.com/country/id/145
7730896h,United Kingdom,The Drayton Court,http://example.com/country/id/145
7736171h,United Kingdom,The George Hotel,http://example.com/country/id/145
7738137b,United Kingdom,The Green Building,http://example.com/country/id/145
77416106h,United Kingdom,DoubleTree by Hilton Glasgow Westerwood Spa & Golf Resort,http://example.com/country/id/145
7754455m,United Kingdom,The Novium,http://example.com/country/id/145
7754900h,United Kingdom,"The Old Rectory, St Columb Major",http://example.com/country/id/145
7758973m,United Kingdom,The Queen's Royal Lancers and Nottinghamshire Yeomanry Museum,http://example.com/country/id/145
776344b,United Kingdom,Galton Bridge,http://example.com/country/id/145
7763893m,United Kingdom,The Shoe Museum,http://example.com/country/id/145
7766718m,United Kingdom,The Story Museum,http://example.com/country/id/145
7769509m,United Kingdom,Tolbooth Museum,http://example.com/country/id/145
77780176m,United Kingdom,Baird Institute,http://example.com/country/id/145
77781599m,United Kingdom,"John Hastie Museum, 8 Threestanes Road, Strathaven",http://example.com/country/id/145
7781123b,United Kingdom,Thelwall Viaduct,http://example.com/country/id/145
7796706m,United Kingdom,Thorpe Park,http://example.com/country/id/145
7799419m,United Kingdom,Thursford Collection,http://example.com/country/id/145
7808473b,United Kingdom,Tinsley Viaduct,http://example.com/country/id/145
7817860b,United Kingdom,Tom Tower,http://example.com/country/id/145
7828347b,United Kingdom,Totley Tunnel,http://example.com/country/id/145
7828737m,United Kingdom,Touchstones Rochdale,http://example.com/country/id/145
782929b,United Kingdom,Aldgate tube station,http://example.com/country/id/145
7832197b,United Kingdom,Tradeston Bridge,http://example.com/country/id/145
7832418h,United Kingdom,"The Trafalgar St. James London, Curio Collection by Hilton",http://example.com/country/id/145
7837780b,United Kingdom,Treffry Viaduct,http://example.com/country/id/145
7838243m,United Kingdom,Trenchard Museum,http://example.com/country/id/145
7838369b,United Kingdom,Trent Bridge,http://example.com/country/id/145
7842851m,United Kingdom,Trinity House National Lighthouse Museum,http://example.com/country/id/145
784876b,United Kingdom,Mile End tube station,http://example.com/country/id/145
7855954m,United Kingdom,Turner Museum of Glass,http://example.com/country/id/145
7857467b,United Kingdom,Tweed Bridge,http://example.com/country/id/145
7858373m,United Kingdom,Twinings Museum,http://example.com/country/id/145
7860496b,United Kingdom,Tyne Tunnel,http://example.com/country/id/145
7860886m,United Kingdom,Type Museum,http://example.com/country/id/145
7861738m,United Kingdom,Tyseley Locomotive Works,http://example.com/country/id/145
786259b,United Kingdom,Marble Arch tube station,http://example.com/country/id/145
7862784m,United Kingdom,Tŷ Siamas,http://example.com/country/id/145
787477b,United Kingdom,Paignton Pier,http://example.com/country/id/145
78779425m,United Kingdom,Museum of Comedy,http://example.com/country/id/145
7879958m,United Kingdom,Ulster Folk and Transport Museum,http://example.com/country/id/145
7879962b,United Kingdom,Ulster Hall,http://example.com/country/id/145
788652b,United Kingdom,Baitul Futuh,http://example.com/country/id/145
79182b,United Kingdom,Eilean Donan,http://example.com/country/id/145
7921032m,United Kingdom,Verdant Works,http://example.com/country/id/145
7926572b,United Kingdom,Victoria Avenue Bridge,http://example.com/country/id/145
7926608b,United Kingdom,Victoria Bridge,http://example.com/country/id/145
7926957b,United Kingdom,Victoria Pier,http://example.com/country/id/145
7927085b,United Kingdom,Victoria Theatre,http://example.com/country/id/145
7927102b,United Kingdom,Victoria Tunnel,http://example.com/country/id/145
79272043m,United Kingdom,Welsh Industrial and Maritime Museum,http://example.com/country/id/145
794591m,United Kingdom,Hook Norton Brewery,http://example.com/country/id/145
7963099b,United Kingdom,Wallingford Bridge,http://example.com/country/id/145
7963788m,United Kingdom,Walsall Leather Museum,http://example.com/country/id/145
7966632m,United Kingdom,Walthamstow Pump House Museum,http://example.com/country/id/145
7968289b,United Kingdom,Wapping Tunnel,http://example.com/country/id/145
797085b,United Kingdom,BT Tower,http://example.com/country/id/145
7971486m,United Kingdom,Washford Radio Museum,http://example.com/country/id/145
7974082b,United Kingdom,Waterfront Hall,http://example.com/country/id/145
7974296b,United Kingdom,Waterloo Tunnel,http://example.com/country/id/145
7978380m,United Kingdom,Weavers' Triangle,http://example.com/country/id/145
79806690m,United Kingdom,The Open Museum,http://example.com/country/id/145
7981191m,United Kingdom,Wellcome Collection,http://example.com/country/id/145
7986970m,United Kingdom,West Wales Museum of Childhood,http://example.com/country/id/145
7988809b,United Kingdom,Westgate,http://example.com/country/id/145
7988816b,United Kingdom,Westgate,http://example.com/country/id/145
7994187m,United Kingdom,Whitby Wizard,http://example.com/country/id/145
7995059m,United Kingdom,"White Mill, Sandwich",http://example.com/country/id/145
7996783m,United Kingdom,Whitrope Siding,http://example.com/country/id/145
7998335b,United Kingdom,Wicker Arches,http://example.com/country/id/145
800406b,United Kingdom,Ashford International railway station,http://example.com/country/id/145
800451b,United Kingdom,Barking station,http://example.com/country/id/145
800700b,United Kingdom,Eastbourne railway station,http://example.com/country/id/145
800705b,United Kingdom,Ealing Broadway station,http://example.com/country/id/145
800754b,United Kingdom,Farringdon station,http://example.com/country/id/145
800823b,United Kingdom,Glasgow Queen Street railway station,http://example.com/country/id/145
800825b,United Kingdom,Glasgow Central station,http://example.com/country/id/145
800841b,United Kingdom,Greenford station,http://example.com/country/id/145
800858b,United Kingdom,Gunnersbury station,http://example.com/country/id/145
800892b,United Kingdom,Harlesden station,http://example.com/country/id/145
800896b,United Kingdom,Harrow & Wealdstone station,http://example.com/country/id/145
800907b,United Kingdom,Heathrow Terminal 5 station,http://example.com/country/id/145
800922b,United Kingdom,Highbury & Islington station,http://example.com/country/id/145
800999b,United Kingdom,Kensal Green station,http://example.com/country/id/145
801000b,United Kingdom,Kew Gardens station,http://example.com/country/id/145
801002b,United Kingdom,Kensington (Olympia) station,http://example.com/country/id/145
801113b,United Kingdom,Liverpool Lime Street,http://example.com/country/id/145
801124b,United Kingdom,Liverpool Street station,http://example.com/country/id/145
801125b,United Kingdom,London Bridge station,http://example.com/country/id/145
801128b,United Kingdom,Charing Cross railway station,http://example.com/country/id/145
801210b,United Kingdom,Moorgate station,http://example.com/country/id/145
801299b,United Kingdom,Old Street station,http://example.com/country/id/145
801347b,United Kingdom,Queen's Park station,http://example.com/country/id/145
801433b,United Kingdom,Seven Sisters station,http://example.com/country/id/145
801441b,United Kingdom,Shoreditch High Street,http://example.com/country/id/145
801454b,United Kingdom,South Kenton station,http://example.com/country/id/145
801474b,United Kingdom,Stonebridge Park station,http://example.com/country/id/145
801529b,United Kingdom,Tottenham Hale station,http://example.com/country/id/145
801582b,United Kingdom,Walthamstow Central station,http://example.com/country/id/145
801594b,United Kingdom,Wembley Central station,http://example.com/country/id/145
801595b,United Kingdom,West Brompton station,http://example.com/country/id/145
801601b,United Kingdom,West Ham station,http://example.com/country/id/145
801639b,United Kingdom,Woolwich Arsenal,http://example.com/country/id/145
8024573b,United Kingdom,Windsor Bridge,http://example.com/country/id/145
8024640b,United Kingdom,Windsor House,http://example.com/country/id/145
8024641b,United Kingdom,Windsor House,http://example.com/country/id/145
8024685b,United Kingdom,Windsor Railway Bridge,http://example.com/country/id/145
8026440b,United Kingdom,Winterbrook Bridge,http://example.com/country/id/145
8032425m,United Kingdom,Woodbridge Tide Mill,http://example.com/country/id/145
8032740m,United Kingdom,Woodhorn Museum,http://example.com/country/id/145
8037225b,United Kingdom,Worthing Pier,http://example.com/country/id/145
8038444m,United Kingdom,Writers' Museum,http://example.com/country/id/145
8052041m,United Kingdom,Yelverton Paperweight Centre,http://example.com/country/id/145
8055440m,United Kingdom,York Dungeon,http://example.com/country/id/145
8055731m,United Kingdom,Yorkshire Museum of Farming,http://example.com/country/id/145
80637b,United Kingdom,York Castle,http://example.com/country/id/145
806704b,United Kingdom,Bank and Monument stations,http://example.com/country/id/145
808290b,United Kingdom,Barkingside tube station,http://example.com/country/id/145
808457b,United Kingdom,Barnes Railway Bridge,http://example.com/country/id/145
808729b,United Kingdom,Barons Court tube station,http://example.com/country/id/145
809555b,United Kingdom,Barton Swing Aqueduct,http://example.com/country/id/145
810351b,United Kingdom,Basketball Arena,http://example.com/country/id/145
810945b,United Kingdom,Battersea Bridge,http://example.com/country/id/145
810953b,United Kingdom,Battersea Power Station,http://example.com/country/id/145
81170b,United Kingdom,Oriel College,http://example.com/country/id/145
812631b,United Kingdom,Bayswater tube station,http://example.com/country/id/145
81279b,United Kingdom,Guildhall,http://example.com/country/id/145
813772b,United Kingdom,Becontree tube station,http://example.com/country/id/145
81473b,United Kingdom,Methodist Central Hall,http://example.com/country/id/145
815571b,United Kingdom,Wembley Arena,http://example.com/country/id/145
816241b,United Kingdom,London Velopark,http://example.com/country/id/145
82108m,United Kingdom,Sarehole Mill,http://example.com/country/id/145
822041b,United Kingdom,Bermondsey tube station,http://example.com/country/id/145
82269851b,United Kingdom,Queen Elizabeth Bridge,http://example.com/country/id/145
822886b,United Kingdom,Riverside Stadium,http://example.com/country/id/145
826120b,United Kingdom,King's Cross St Pancras tube station,http://example.com/country/id/145
826480b,United Kingdom,ExCeL London,http://example.com/country/id/145
83125b,United Kingdom,Tower Bridge,http://example.com/country/id/145
831794b,United Kingdom,East London Line,http://example.com/country/id/145
83315626m,United Kingdom,Scottish Submarine Centre,http://example.com/country/id/145
83842b,United Kingdom,North Acton tube station,http://example.com/country/id/145
83874b,United Kingdom,Sheldonian Theatre,http://example.com/country/id/145
848315b,United Kingdom,Box Tunnel,http://example.com/country/id/145
85023825m,United Kingdom,National Cycle Collection,http://example.com/country/id/145
85625398m,United Kingdom,Chirk Castle Museum,http://example.com/country/id/145
85625889m,United Kingdom,Powys Castle Museum,http://example.com/country/id/145
856319b,United Kingdom,CIS Tower,http://example.com/country/id/145
8564816b,United Kingdom,Queensferry Crossing,http://example.com/country/id/145
85673648m,United Kingdom,Aberconwy House Museum,http://example.com/country/id/145
85673650m,United Kingdom,"Aberystwyth University, School of Art Museum & Gallery",http://example.com/country/id/145
85673654m,United Kingdom,Barmouth Sailors' Institute,http://example.com/country/id/145
85673659m,United Kingdom,Bersham Colliery Museum,http://example.com/country/id/145
85673661m,United Kingdom,Bersham Ironworks and Heritage Centre,http://example.com/country/id/145
85673666m,United Kingdom,Blaenavon Community Heritage & Cordell Museum,http://example.com/country/id/145
85673671m,United Kingdom,Borth Station Museum,http://example.com/country/id/145
85673676m,United Kingdom,Brecknock Museum and Art Gallery,http://example.com/country/id/145
85673677m,United Kingdom,Cae Dai Trust Museum,http://example.com/country/id/145
85673679m,United Kingdom,Caernarfon Maritime Museum,http://example.com/country/id/145
85673681m,United Kingdom,Caldicot Castle Museum,http://example.com/country/id/145
85673684m,United Kingdom,Cardiff Castle Museum,http://example.com/country/id/145
85673691m,United Kingdom,Carew Cheriton Control Tower,http://example.com/country/id/145
85673699m,United Kingdom,Carmarthen Town Museum,http://example.com/country/id/145
85673703m,United Kingdom,Corris Railway Museum,http://example.com/country/id/145
85673705m,United Kingdom,Cowbridge & District Museum,http://example.com/country/id/145
85673709m,United Kingdom,Cyfarthfa Castle Museum & Art Gallery,http://example.com/country/id/145
85673712m,United Kingdom,Cynon Valley Museum & Gallery,http://example.com/country/id/145
85673716m,United Kingdom,Dolmynach Victorian House Museum,http://example.com/country/id/145
85673718m,United Kingdom,Ebbw Vale Works Archival Trust,http://example.com/country/id/145
85673721m,United Kingdom,Egypt Centre - Swansea University,http://example.com/country/id/145
85673727m,United Kingdom,Erddig Museum,http://example.com/country/id/145
85673732m,United Kingdom,Glamorgan Wartime Heritage Centre,http://example.com/country/id/145
85673739m,United Kingdom,Haulfre Stables,http://example.com/country/id/145
85673742m,United Kingdom,Howell Harris Museum,http://example.com/country/id/145
85673746m,United Kingdom,Joseph Parry's Cottage Museum,http://example.com/country/id/145
85673755m,United Kingdom,Last Invasion Gallery,http://example.com/country/id/145
85673764m,United Kingdom,Llanerchaeron Museum,http://example.com/country/id/145
85673768m,United Kingdom,Llanidloes Museum,http://example.com/country/id/145
85673770m,United Kingdom,Llanrwst Almshouses and Museum Trust,http://example.com/country/id/145
85673781m,United Kingdom,Llŷn Maritime Museum,http://example.com/country/id/145
85673783m,United Kingdom,Llynnon Mill Museum,http://example.com/country/id/145
85673790m,United Kingdom,Llywernog Silver-Lead Mine Museum,http://example.com/country/id/145
85673793m,United Kingdom,Mold Museum & Gallery,http://example.com/country/id/145
85673796m,United Kingdom,Museum of Welsh Cricket,http://example.com/country/id/145
85673806m,United Kingdom,Penmaenmawr Museum,http://example.com/country/id/145
85673811m,United Kingdom,Porthcawl Museum,http://example.com/country/id/145
85673813m,United Kingdom,Porthmadog Maritime Museum,http://example.com/country/id/145
85673818m,United Kingdom,Quarry Hospital,http://example.com/country/id/145
85673820m,United Kingdom,Rhyl Museum,http://example.com/country/id/145
85673824m,United Kingdom,Risca Industrial History Museum,http://example.com/country/id/145
85673827m,United Kingdom,Ruthin Gaol Museum,http://example.com/country/id/145
85673829m,United Kingdom,Sir Henry Jones Museum,http://example.com/country/id/145
85673832m,United Kingdom,St Winefride's Well Museum,http://example.com/country/id/145
85673835m,United Kingdom,"Swtan Museum, Anglesey",http://example.com/country/id/145
85673836m,United Kingdom,Tata Steel Port Talbot Museum,http://example.com/country/id/145
85673838m,United Kingdom,Tin Shed Museum,http://example.com/country/id/145
85673840m,United Kingdom,"Toll House, Conwy Suspension Bridge",http://example.com/country/id/145
85673842m,United Kingdom,Tredegar House Museum,http://example.com/country/id/145
85673846m,United Kingdom,Tredegar Local History Museum,http://example.com/country/id/145
85673849m,United Kingdom,Tudor Merchant's House Museum,http://example.com/country/id/145
85673851m,United Kingdom,Tŷ Gwyn Bronze Bell Museum,http://example.com/country/id/145
85673852m,United Kingdom,Tŷ Crwn,http://example.com/country/id/145
85673856m,United Kingdom,Tŷ Mawr Wybrnant Museum,http://example.com/country/id/145
85673859m,United Kingdom,University of South Wales Art Collection Museum,http://example.com/country/id/145
85673861m,United Kingdom,"University of Wales, Trinity St David Museum",http://example.com/country/id/145
85673862m,United Kingdom,Usk Rural Life Museum,http://example.com/country/id/145
85673863m,United Kingdom,Barry War Museum,http://example.com/country/id/145
85673865m,United Kingdom,W H Smith Museum,http://example.com/country/id/145
85673870m,United Kingdom,Welsh Museum of Health and Medicine,http://example.com/country/id/145
85673873m,United Kingdom,Welsh Quilt Centre,http://example.com/country/id/145
85673876m,United Kingdom,Winding House,http://example.com/country/id/145
85673878m,United Kingdom,Yr Ysgwrn,http://example.com/country/id/145
85741612m,United Kingdom,Andover Museum and Museum of the Iron Age,http://example.com/country/id/145
85787990m,United Kingdom,National Videogame Museum,http://example.com/country/id/145
85914307m,United Kingdom,Harwich Lifeboat Museum,http://example.com/country/id/145
85915068m,United Kingdom,Home Front Museum,http://example.com/country/id/145
85941964m,United Kingdom,Nazeing Glass Museum,http://example.com/country/id/145
8691b,United Kingdom,Heathrow Airport,http://example.com/country/id/145
8694b,United Kingdom,Manchester Airport,http://example.com/country/id/145
86999575b,United Kingdom,Friars Bridge,http://example.com/country/id/145
8703b,United Kingdom,Gatwick Airport,http://example.com/country/id/145
87047260b,United Kingdom,River Lea Railway Bridge,http://example.com/country/id/145
870859b,United Kingdom,Bloomfield Road,http://example.com/country/id/145
8709b,United Kingdom,London Stansted Airport,http://example.com/country/id/145
8712b,United Kingdom,London Luton Airport,http://example.com/country/id/145
8719b,United Kingdom,Birmingham Airport,http://example.com/country/id/145
8727b,United Kingdom,Liverpool John Lennon Airport,http://example.com/country/id/145
87331683b,United Kingdom,Montford Bridge,http://example.com/country/id/145
880838b,United Kingdom,Blackfriars Railway Bridge,http://example.com/country/id/145
880843b,United Kingdom,Blackfriars Bridge,http://example.com/country/id/145
880905b,United Kingdom,Blackpool Tower,http://example.com/country/id/145
880956b,United Kingdom,Blackwall DLR station,http://example.com/country/id/145
88959604b,United Kingdom,Jackfield Free Bridge,http://example.com/country/id/145
894569b,United Kingdom,Boston Manor tube station,http://example.com/country/id/145
895151b,United Kingdom,Boundary Park,http://example.com/country/id/145
895162b,United Kingdom,Bounds Green tube station,http://example.com/country/id/145
895388b,United Kingdom,Bow Road tube station,http://example.com/country/id/145
89594809b,United Kingdom,Ashkirk,http://example.com/country/id/145
897169m,United Kingdom,Braemar Castle,http://example.com/country/id/145
8982b,United Kingdom,London City Airport,http://example.com/country/id/145
899545b,United Kingdom,Culzean Castle,http://example.com/country/id/145
909073b,United Kingdom,Caledonian Canal,http://example.com/country/id/145
913515b,United Kingdom,Burnt Oak tube station,http://example.com/country/id/145
913654b,United Kingdom,Bridge of Oich,http://example.com/country/id/145
914264b,United Kingdom,London Array,http://example.com/country/id/145
917262b,United Kingdom,Herbert Art Gallery and Museum,http://example.com/country/id/145
917917b,United Kingdom,Bristol Cathedral,http://example.com/country/id/145
918066b,United Kingdom,Britannia Bridge,http://example.com/country/id/145
92176916h,United Kingdom,Hilton London Heathrow Airport Terminal 5,http://example.com/country/id/145
922589b,United Kingdom,Broadgate Tower,http://example.com/country/id/145
922967b,United Kingdom,Southwark Cathedral,http://example.com/country/id/145
92627877b,United Kingdom,Marine Way Bridge,http://example.com/country/id/145
926679b,United Kingdom,Bromley-by-Bow tube station,http://example.com/country/id/145
9294886b,United Kingdom,Hull Paragon Interchange,http://example.com/country/id/145
933000b,United Kingdom,Forth Road Bridge,http://example.com/country/id/145
935104b,United Kingdom,Greenwich foot tunnel,http://example.com/country/id/145
935570b,United Kingdom,Manchester Ship Canal,http://example.com/country/id/145
939044b,United Kingdom,Shell Centre,http://example.com/country/id/145
940078b,United Kingdom,Wearmouth Bridge,http://example.com/country/id/145
940770b,United Kingdom,Union Canal,http://example.com/country/id/145
941276b,United Kingdom,Warwick Castle,http://example.com/country/id/145
942713b,United Kingdom,Scottish National Gallery,http://example.com/country/id/145
944664b,United Kingdom,West Kensington tube station,http://example.com/country/id/145
945882b,United Kingdom,Wood Green tube station,http://example.com/country/id/145
94667489m,United Kingdom,Royal Scots Dragoon Guards Regimental Museum,http://example.com/country/id/145
946831b,United Kingdom,South Harrow tube station,http://example.com/country/id/145
946924b,United Kingdom,Great Portland Street,http://example.com/country/id/145
948363b,United Kingdom,Thames Barrier,http://example.com/country/id/145
949382b,United Kingdom,Kilburn Park tube station,http://example.com/country/id/145
950970b,United Kingdom,Dover Castle,http://example.com/country/id/145
950974b,United Kingdom,Sapperton Canal Tunnel,http://example.com/country/id/145
956849b,United Kingdom,Wembley Park tube station,http://example.com/country/id/145
961148b,United Kingdom,Leadenhall Market,http://example.com/country/id/145
961290b,United Kingdom,Jubilee line,http://example.com/country/id/145
962261b,United Kingdom,Swiss Cottage tube station,http://example.com/country/id/145
968420b,United Kingdom,Goodison Park,http://example.com/country/id/145
969279b,United Kingdom,Valley Parade,http://example.com/country/id/145
976035b,United Kingdom,South Kensington tube station,http://example.com/country/id/145
978377b,United Kingdom,Hounslow West tube station,http://example.com/country/id/145
97933154b,United Kingdom,Bletchley Flyover,http://example.com/country/id/145
980795m,United Kingdom,World Museum,http://example.com/country/id/145
98092582m,United Kingdom,Framework Knitters Museum,http://example.com/country/id/145
98176133m,United Kingdom,The David Parr House,http://example.com/country/id/145
98203378m,United Kingdom,The Museum of Practical Geology,http://example.com/country/id/145
985210b,United Kingdom,London Victoria station,http://example.com/country/id/145
98936730b,United Kingdom,Yaroslavl footbridge,http://example.com/country/id/145
98971538m,United Kingdom,Gliding Heritage Centre,http://example.com/country/id/145
99200b,United Kingdom,The Iron Bridge,http://example.com/country/id/145
992960m,United Kingdom,Saffron Walden Museum,http://example.com/country/id/145
99327b,United Kingdom,Falkirk Wheel,http://example.com/country/id/145
99341b,United Kingdom,Anderton Boat Lift,http://example.com/country/id/145
99363004m,United Kingdom,American Air Museum,http://example.com/country/id/145
99870283b,United Kingdom,Maiden Castle bridge,http://example.com/country/id/145
