s,country_id,name
546221h,http://example.com/country/id/30,Trump International Hotel and Tower
54652699h,http://example.com/country/id/833,DoubleTree Resort by Hilton Penang
5472026h,http://example.com/country/id/30,Fort Shelby Hotel
5472556h,http://example.com/country/id/45,Forte de São Sebastião
5475490h,http://example.com/country/id/30,"Four Seasons Hotel building, San Francisco"
5475499h,http://example.com/country/id/30,Four Seasons Hotel Chicago
54873914h,http://example.com/country/id/30,Clarke Hotel
550379h,http://example.com/country/id/878,Conrad Dubai
55075422h,http://example.com/country/id/30,Hippee Building
55185046h,http://example.com/country/id/55,Sint-Antonius van Paduakerk
55209416h,http://example.com/country/id/30,Harper House
55346142h,http://example.com/country/id/29,Convent of the Capuchinos
55347999h,http://example.com/country/id/29,Hilton Barcelona
5545989h,http://example.com/country/id/30,George Washington House
55605106h,http://example.com/country/id/30,Beaumont Hotel
55865629h,http://example.com/country/id/145,Hampton by Hilton Liverpool City Centre
5594050h,http://example.com/country/id/29,Hotel Gran Meliá Don Pepe
5594662h,http://example.com/country/id/30,Grand Hyatt San Francisco
5594866h,http://example.com/country/id/30,"Grand Palace Hotel, New Orleans"
5595660h,http://example.com/country/id/145,Brampton Grange
5602124h,http://example.com/country/id/30,Greektown Casino Hotel
56027180h,http://example.com/country/id/183,former station for biology Plön
56071855h,http://example.com/country/id/145,DoubleTree by Hilton Hotel & Spa Liverpool
56084920h,http://example.com/country/id/145,Clayton Crown Hotel
56085005h,http://example.com/country/id/145,Clayton Hotel Chiswick
56085020h,http://example.com/country/id/145,Clayton Hotel Leeds
56085053h,http://example.com/country/id/145,Clayton Hotel Birmingham
56085075h,http://example.com/country/id/145,Clayton Hotel Belfast
56150916h,http://example.com/country/id/145,Clayton Hotel Cardiff
56194854h,http://example.com/country/id/159,Hilton Garden Inn Orenburg
56214797h,http://example.com/country/id/159,Hilton Garden Inn Novorossiysk
5637110h,http://example.com/country/id/30,Hacienda
56446735h,http://example.com/country/id/148,Hilton Beijing Capital Airport
5646336h,http://example.com/country/id/145,Hampton by Hilton Liverpool/John Lennon Airport
56478942h,http://example.com/country/id/817,Hilton Kuwait Resort
56522910h,http://example.com/country/id/142,"Grand Hotel des Sablettes Plage, Curio Collection by Hilton"
56598554h,http://example.com/country/id/189,Canopy by Hilton Reykjavik City Centre
56705491h,http://example.com/country/id/29,"former Hotel Castilla, Toledo"
56711100h,http://example.com/country/id/155,Edifício A Tarde
56827407h,http://example.com/country/id/833,Hilton Garden Inn Puchong
5683588h,http://example.com/country/id/794,Malek al-Tojar House (Yazd)
569978h,http://example.com/country/id/30,Caesars Palace
5705250h,http://example.com/country/id/794,Guged Caravanserai
5710559h,http://example.com/country/id/33,Paasitorni
57297679h,http://example.com/country/id/29,"Gran Vía 74, Madrid"
57385878h,http://example.com/country/id/145,Hampton by Hilton London Luton Airport
57613527h,http://example.com/country/id/38,Palazzo Montemartini
5764519h,http://example.com/country/id/668,Hilton Chennai
5764570h,http://example.com/country/id/145,Hilton Glasgow
5764576h,http://example.com/country/id/881,Hilton Hanoi Opera
5764637h,http://example.com/country/id/145,Hilton Liverpool City Centre
5764648h,http://example.com/country/id/145,Hilton London Metropole
5764652h,http://example.com/country/id/32,DoubleTree by Hilton Hotel Luxembourg
5764716h,http://example.com/country/id/79,Safir Sharm Waterfalls Resort
5764722h,http://example.com/country/id/334,Hilton Singapore
57739907h,http://example.com/country/id/148,Conrad Xiamen
5785660h,http://example.com/country/id/29,Convento Dominico de Nuestra Señora de la Consolación
58069409h,http://example.com/country/id/159,Hampton by Hilton Samara
58086658h,http://example.com/country/id/159,Hilton Garden Inn Ufa Riverside
58229015h,http://example.com/country/id/29,DoubleTree by Hilton Hotel Girona
587108h,http://example.com/country/id/17,Yokohama Landmark Tower
5872085h,http://example.com/country/id/29,Flour factory San José
5878173h,http://example.com/country/id/794,Malekzadeh House (Yazd)
5883194h,http://example.com/country/id/794,Qorban Alizadeh House
5884157h,http://example.com/country/id/794,Khoshnevis Mansion
5885917h,http://example.com/country/id/794,Kasra Vafadari House
5891776h,http://example.com/country/id/794,Moshir Garden
5892374h,http://example.com/country/id/794,Moshir Caravanserai
5894717h,http://example.com/country/id/794,Dr. Hojjat House
5901285h,http://example.com/country/id/794,Alafchian House
5903404h,http://example.com/country/id/29,Hotel Málaga Palacio
5903511h,http://example.com/country/id/29,"Hotel de las Letras, Madrid"
5907540h,http://example.com/country/id/794,Aminabad Caravanserai
5908224h,http://example.com/country/id/794,Shah Abbasi Caravanserai of Bisotun
5911169h,http://example.com/country/id/30,Hotel Alder
5911415h,http://example.com/country/id/236,Hilton Podgorica Crna Gora
5912133h,http://example.com/country/id/43,"Hagia Sofia Mansions Istanbul, Curio Collection by Hilton"
59131992h,http://example.com/country/id/184,DoubleTree by Hilton Hotel Minsk
59138963h,http://example.com/country/id/159,Hilton Garden Inn Moscow New Riga
5918301h,http://example.com/country/id/794,Banitaba House
5920727h,http://example.com/country/id/794,Manuchehri House (Kashan)
59209270h,http://example.com/country/id/43,Hilton Istanbul Maslak
59492165h,http://example.com/country/id/869,Hilton Hua Hin Resort & Spa
59519828h,http://example.com/country/id/213,house at V jirchářích 13
5952911h,http://example.com/country/id/30,Hyatt Regency San Francisco
5963275h,http://example.com/country/id/794,Ehsan House (Kashan)
59872505h,http://example.com/country/id/408,"George Hotel, Sydney"
59872532h,http://example.com/country/id/408,Trickett's Hotel
60055194h,http://example.com/country/id/408,"Wales House, Sydney"
60323642h,http://example.com/country/id/30,Hoff Building
60389409h,http://example.com/country/id/142,Ancienne église Saint-Nicolas
6044861h,http://example.com/country/id/30,"InterContinental Chicago Magnificent Mile, an IHG Hotel"
60452089h,http://example.com/country/id/258,Hilton Cape Town City Centre
6058109h,http://example.com/country/id/29,Antiguo Hotel Miramar
60641676h,http://example.com/country/id/40,"Grand Tirolia Hotel Kitzbuhel, Curio Collection by Hilton"
60642328h,http://example.com/country/id/224,Canopy by Hilton Zagreb - City Centre
60732352h,http://example.com/country/id/878,Hilton Garden Inn Dubai Al Jadaf Culture Village
60746742h,http://example.com/country/id/30,The Durant
60748351h,http://example.com/country/id/30,Harvey Hotel
60767158h,http://example.com/country/id/30,Oakland Hotel
60847568h,http://example.com/country/id/213,King's Casino Rozvadov
60912347h,http://example.com/country/id/183,Hampton by Hilton Freiburg
6108856h,http://example.com/country/id/17,JR Central Towers
61090457h,http://example.com/country/id/1033,Transcorp Hilton Abuja
6109260h,http://example.com/country/id/30,JW Marriott San Francisco Union Square
6109264h,http://example.com/country/id/30,JW Marriott Las Vegas
61100884h,http://example.com/country/id/145,DoubleTree by Hilton Hotel London - West End
61114082h,http://example.com/country/id/38,"La Bagnaia Golf & Spa Resort Siena, Curio Collection by Hilton"
61165878h,http://example.com/country/id/145,"Hilton at St George's Park, Burton Upon Trent"
61357012h,http://example.com/country/id/794,Semnani House
61465403h,http://example.com/country/id/159,DoubleTree by Hilton Hotel Tyumen
61567322h,http://example.com/country/id/145,Hilton Newcastle Gateshead
61573625h,http://example.com/country/id/408,Hilton Surfers Paradise Hotel & Residences
616726h,http://example.com/country/id/30,Hooters Casino Hotel
61717587h,http://example.com/country/id/145,Hilton London Gatwick Airport
6172690h,http://example.com/country/id/851,Jeddah Hilton Hotel
61741817h,http://example.com/country/id/30,The International
61868406h,http://example.com/country/id/145,DoubleTree by Hilton Hotel Woking
61885625h,http://example.com/country/id/79,Hilton Marsa Alam Nubian Resort
61888685h,http://example.com/country/id/712,Hilton Fiji Beach Resort and Spa
61897167h,http://example.com/country/id/869,Conrad Bangkok
62068054h,http://example.com/country/id/79,Conrad Cairo
62479268h,http://example.com/country/id/183,Hampton by Hilton Munich City West
63164854h,http://example.com/country/id/145,Hilton Garden Inn Luton North
63190257h,http://example.com/country/id/408,Hilton Brisbane
63296024h,http://example.com/country/id/833,Hilton Garden Inn Kuala Lumpur Jalan Tuanku Abdul Rahman South
634258h,http://example.com/country/id/30,Veer Towers
63435869h,http://example.com/country/id/30,Fort Worth Club Building
63608863h,http://example.com/country/id/145,DoubleTree by Hilton Hotel London - Victoria
637389h,http://example.com/country/id/30,Luxor Resort & Casino
63790123h,http://example.com/country/id/1036,Hilton Garden Inn Kampala
63832005h,http://example.com/country/id/36,Hampton by Hilton Warsaw Mokotow
63859908h,http://example.com/country/id/222,Hilton Garden Inn Tirana
63869688h,http://example.com/country/id/43,DoubleTree by Hilton Kocaeli
63883252h,http://example.com/country/id/142,Hilton Moorea Lagoon Resort & Spa
63885416h,http://example.com/country/id/145,Hilton Garden Inn Birmingham Brindleyplace
63975276h,http://example.com/country/id/145,Hampton by Hilton Belfast City Centre
6411467h,http://example.com/country/id/30,King Edward Hotel
64152343h,http://example.com/country/id/145,DoubleTree by Hilton Cambridge Belfry
64363310h,http://example.com/country/id/145,DoubleTree by Hilton Hotel Bristol City Centre
6439146h,http://example.com/country/id/854,Krrish Square
6448583h,http://example.com/country/id/794,Vakil Caravanserai
646339h,http://example.com/country/id/33,Hotel Torni
64701276h,http://example.com/country/id/1042,Hilton Seychelles Labriz Resort & Spa
64769038h,http://example.com/country/id/213,Washingtonova 23
64785112h,http://example.com/country/id/29,"Hotel Villa Magna, Madrid"
64822290h,http://example.com/country/id/189,Hilton Reykjavik Nordica
64827562h,http://example.com/country/id/334,Hilton Garden Inn Singapore Serangoon
64845950h,http://example.com/country/id/55,Hampton by Hilton Amsterdam / Arena Boulevard
64845961h,http://example.com/country/id/45,Conrad Algarve
64859000h,http://example.com/country/id/854,Hilton Colombo
64868965h,http://example.com/country/id/145,Hilton Garden Inn Bristol City Centre
64933804h,http://example.com/country/id/878,Hilton Garden Inn Ras Al Khaimah
6493973h,http://example.com/country/id/30,Lassen Hotel
64992591h,http://example.com/country/id/145,Hampton by Hilton Exeter Airport
65037569h,http://example.com/country/id/41,Parnitha Sanatorium
65042009h,http://example.com/country/id/30,Broadway Hotel
65042333h,http://example.com/country/id/30,The Salvation Army Building
65043882h,http://example.com/country/id/30,Rickman House
65218555h,http://example.com/country/id/28,"Danubius Hotel Hungaria City Center, Budapest"
6538417h,http://example.com/country/id/794,Zargar Yazdi House
654279h,http://example.com/country/id/30,Aria Resort and Casino
654906h,http://example.com/country/id/30,Binion's Horseshoe
656743h,http://example.com/country/id/851,Kingdom Centre
65769542h,http://example.com/country/id/142,DoubleTree by Hilton Carcassonne
65770076h,http://example.com/country/id/145,Hilton Garden Inn Glasgow City Centre
66423173h,http://example.com/country/id/878,Waldorf Astoria Ras Al Khaimah
66424250h,http://example.com/country/id/43,Hilton Garden Inn Istanbul Golden Horn Turkey
66437370h,http://example.com/country/id/878,DoubleTree by Hilton Dubai - Business Bay
66439260h,http://example.com/country/id/668,DoubleTree by Hilton Hotel Gurgaon - New Delhi NCR
66586875h,http://example.com/country/id/851,Hilton Makkah Convention Hotel
66658603h,http://example.com/country/id/869,Hilton Pattaya
66660297h,http://example.com/country/id/878,Hilton Garden Inn Dubai Al Mina
66771676h,http://example.com/country/id/668,Hilton Shillim Estate Retreat & Spa
66813051h,http://example.com/country/id/45,"Palácio Hotel de Bussaco, Palacete Hotel do Buçaco"
66813690h,http://example.com/country/id/45,Castle of Estremoz
66814366h,http://example.com/country/id/45,"Hotel Ritz, incluindo o património integrado"
66924306h,http://example.com/country/id/145,Jurys Inn Leeds
66969081h,http://example.com/country/id/145,Hampton by Hilton Leeds City Centre
66969175h,http://example.com/country/id/145,Ibis Leeds Centre
66969326h,http://example.com/country/id/145,Hilton Leeds City
67013894h,http://example.com/country/id/38,DoubleTree by Hilton Hotel Olbia - Sardinia
67206508h,http://example.com/country/id/38,Hilton Garden Inn Rome Airport
6747847h,http://example.com/country/id/334,Mandarin Orchard Singapore
6747856h,http://example.com/country/id/30,Loews Regency San Francisco
6751307h,http://example.com/country/id/408,Manor Apartment Hotel
67765140h,http://example.com/country/id/869,Conrad Koh Samui
67863357h,http://example.com/country/id/145,Hilton Glasgow Grosvenor
67868674h,http://example.com/country/id/55,DoubleTree by Hilton Royal Parc Soestduinen
67874379h,http://example.com/country/id/145,Hampton by Hilton Dundee City Centre
67920401h,http://example.com/country/id/233,Hilton Malta
68121379h,http://example.com/country/id/213,Parkhotel Praha
68167138h,http://example.com/country/id/213,Hotel Pyramida
6824905h,http://example.com/country/id/664,Metropolis
6869131h,http://example.com/country/id/30,Minor Sod House
6914041h,http://example.com/country/id/30,Morrison Hotel
691491h,http://example.com/country/id/30,Paris Las Vegas
69383898h,http://example.com/country/id/408,Hilton Sydney
69531148h,http://example.com/country/id/55,Hampton by Hilton Amsterdam Airport Schiphol
69647678h,http://example.com/country/id/145,Hilton Aberdeen TECA
696927h,http://example.com/country/id/30,Oheka Castle
70206906h,http://example.com/country/id/833,Hilton Garden Inn Kuala Lumpur Jalan Tuanku Abdul Rahman North
7040843h,http://example.com/country/id/17,Nisiyama Onsen Keiunkan
7126178h,http://example.com/country/id/30,Palace Hotel Residential Tower
713960h,http://example.com/country/id/30,MGM Grand Las Vegas
71409297h,http://example.com/country/id/145,Hilton London Watford
71817207h,http://example.com/country/id/36,Hampton by Hilton Warsaw Airport
71828738h,http://example.com/country/id/145,"Hilton Puckrup Hall, Tewkesbury"
7203612h,http://example.com/country/id/30,Plaza Hotel & Casino
72067004h,http://example.com/country/id/159,DoubleTree by Hilton Moscow - Vnukovo Airport
7216435h,http://example.com/country/id/801,Hilton Tel Aviv
72172868h,http://example.com/country/id/29,DoubleTree by Hilton Madrid - Prado
72177013h,http://example.com/country/id/155,Palacete B. Carrera
72278577h,http://example.com/country/id/668,Hilton Jaipur
7247936h,http://example.com/country/id/30,Professional Building
72812966h,http://example.com/country/id/115,Hilton Addis Ababa
7281354h,http://example.com/country/id/878,Hilton Dubai Creek
72988389h,http://example.com/country/id/924,DoubleTree by Hilton Hotel Zanzibar - Stone Town
7304924h,http://example.com/country/id/30,"Red Rock Casino, Resort & Spa"
731089h,http://example.com/country/id/30,Willard InterContinental Washington
73274620h,http://example.com/country/id/183,Pellihof
7336896h,http://example.com/country/id/30,Ritz-Carlton Chicago
73499085h,http://example.com/country/id/183,Hampton by Hilton Berlin City Centre Alexanderplatz
73621829h,http://example.com/country/id/79,Hilton Luxor Resort & Spa
73640935h,http://example.com/country/id/45,Santa Casa da Misericórdia de Óbidos
7374338h,http://example.com/country/id/145,Royal Insurance Building
737602h,http://example.com/country/id/846,Aspire Tower
73879785h,http://example.com/country/id/836,Hilton Mandalay
73898961h,http://example.com/country/id/224,Hilton Garden Inn Zagreb - Radnicka
739914h,http://example.com/country/id/30,Rio All-Suite Hotel and Casino
7419570h,http://example.com/country/id/30,Santa Fe Station
743147h,http://example.com/country/id/142,Hotel Negresco
74527699h,http://example.com/country/id/878,Hilton Capital Grand Abu Dhabi
74665770h,http://example.com/country/id/252,DoubleTree by Hilton Hotel Jakarta - Diponegoro
74812978h,http://example.com/country/id/810,DoubleTree by Hilton Hotel Aqaba
75018491h,http://example.com/country/id/36,Hilton Garden Inn Krakow
7503956h,http://example.com/country/id/145,Shrigley Hall
7520490h,http://example.com/country/id/145,Simonsbath House
752939h,http://example.com/country/id/30,RMS Queen Mary
7553765h,http://example.com/country/id/30,Sofitel Chicago Water Tower
7553767h,http://example.com/country/id/148,DoubleTree by Hilton Hotel Shanghai - Pudong
7553769h,http://example.com/country/id/869,Pullman Bangkok Hotel G
75721557h,http://example.com/country/id/145,DoubleTree by Hilton Edinburgh - Queensferry Crossing
7575371h,http://example.com/country/id/145,Speech House
7591596h,http://example.com/country/id/30,St. Regis Museum Tower
75971164h,http://example.com/country/id/851,Hilton Garden Inn Riyadh Olaya
76021053h,http://example.com/country/id/17,ANA Crowne Plaza Akita
76355045h,http://example.com/country/id/222,Arena Center
7641354h,http://example.com/country/id/30,Sunset Station
7643550h,http://example.com/country/id/30,Superior Oil Company Building
76620470h,http://example.com/country/id/878,Hampton by Hilton Dubai Al Barsha
76721707h,http://example.com/country/id/833,Hilton Kuching
76724214h,http://example.com/country/id/36,DoubleTree by Hilton Krakow Hotel & Convention Center
76726211h,http://example.com/country/id/159,DoubleTree by Hilton Hotel Moscow - Marina
76795105h,http://example.com/country/id/79,Hilton Sharks Bay Resort
7720948h,http://example.com/country/id/30,The Cairo
7730896h,http://example.com/country/id/145,The Drayton Court
7736171h,http://example.com/country/id/145,The George Hotel
77416106h,http://example.com/country/id/145,DoubleTree by Hilton Glasgow Westerwood Spa & Golf Resort
77418726h,http://example.com/country/id/953,Hilton Garden Inn Lusaka Society Business Park
7745429h,http://example.com/country/id/30,The Landmark Hotel and Casino
7754900h,http://example.com/country/id/145,"The Old Rectory, St Columb Major"
7756547h,http://example.com/country/id/30,The Peninsula Chicago
7774298h,http://example.com/country/id/30,The Western
779373h,http://example.com/country/id/30,The Linq
78036841h,http://example.com/country/id/30,Hilton Guam Resort & Spa
78054939h,http://example.com/country/id/846,"AlRayyan Hotel Doha, Curio Collection by Hilton"
7832418h,http://example.com/country/id/145,"The Trafalgar St. James London, Curio Collection by Hilton"
78897920h,http://example.com/country/id/408,"West Hotel Sydney, Curio Collection by Hilton"
79309518h,http://example.com/country/id/664,MLC Building
7969454h,http://example.com/country/id/833,Merdeka 118
7988922h,http://example.com/country/id/30,Westin Las Vegas
7988923h,http://example.com/country/id/30,Westin San Francisco Market Street
7988926h,http://example.com/country/id/30,Westin St. Francis
79942014h,http://example.com/country/id/31,Hotel Amigo
804686h,http://example.com/country/id/30,Balboa Inn
804702h,http://example.com/country/id/30,Balch Hotel
805467h,http://example.com/country/id/30,Bally's Las Vegas Hotel & Casino
81100400h,http://example.com/country/id/29,Casa Pere Villoch
81100403h,http://example.com/country/id/29,Edifici Companyia Transatlàntica
81495406h,http://example.com/country/id/869,DoubleTree by Hilton Bangkok Ploenchit
84029894h,http://example.com/country/id/183,Hampton by Hilton Nuremberg City Centre
845846h,http://example.com/country/id/30,"The STRAT Hotel, Casino & SkyPod"
851102h,http://example.com/country/id/224,Hotel Kvarner
85749503h,http://example.com/country/id/30,Bump Block-Bellevue House-Hawthorne Hotel
85758819h,http://example.com/country/id/30,El Monte Hotel
85802924h,http://example.com/country/id/30,St. Nicholas Hotel
85845504h,http://example.com/country/id/30,Berwyn Apartments
86595792h,http://example.com/country/id/33,Valkealinna
86754328h,http://example.com/country/id/30,Inez Hotel
869378h,http://example.com/country/id/30,California Hotel and Casino
89425684h,http://example.com/country/id/183,Rawema-Haus
896259h,http://example.com/country/id/183,Monrepos
900983h,http://example.com/country/id/30,The Mirage
90404749h,http://example.com/country/id/258,Hilton Durban
9054487h,http://example.com/country/id/45,Palácio do Freixo
90545243h,http://example.com/country/id/29,Hilton Garden Inn Sevilla
90682834h,http://example.com/country/id/258,Hilton Sandton
91607548h,http://example.com/country/id/851,Hilton Suites Makkah
916673h,http://example.com/country/id/30,The Signature at MGM Grand
92176916h,http://example.com/country/id/145,Hilton London Heathrow Airport Terminal 5
9294078h,http://example.com/country/id/36,Hilton Gdańsk
9294080h,http://example.com/country/id/213,Hotel Jalta
9294281h,http://example.com/country/id/794,Ameri House
93121772h,http://example.com/country/id/142,Hôtel Napoléon
9358597h,http://example.com/country/id/30,El Rancho Hotel and Casino
952861h,http://example.com/country/id/16,World Trade Centre Montreal
96377064h,http://example.com/country/id/43,Hilton Bursa Convention Center and Spa
96743206h,http://example.com/country/id/30,Great Falls Tavern
96757505h,http://example.com/country/id/29,Pazo of the Maceda Counts
96787014h,http://example.com/country/id/817,Hilton Garden Inn Kuwait
979477h,http://example.com/country/id/218,Athenee Palace Hilton Bucharest
98407274h,http://example.com/country/id/33,Albertinkatu 34 - Lönnrotinkatu 26
98407275h,http://example.com/country/id/33,Albertinkatu 34
98407311h,http://example.com/country/id/33,Annankatu 1
98412731h,http://example.com/country/id/33,Hotelli Helsinki
98412733h,http://example.com/country/id/33,Hotelli Marskin talo
98413370h,http://example.com/country/id/33,Kanavakatu 8
98432053h,http://example.com/country/id/33,Pohjoinen Rautatiekatu 23
98433308h,http://example.com/country/id/33,Valion juustovaraston rakennus
98433345h,http://example.com/country/id/33,Valtion biokemiallisen tutkimuslaitoksen laboratoriorakennus
98433742h,http://example.com/country/id/33,Katajanokan vankilan rakennus
98433825h,http://example.com/country/id/33,Suomi-yhtiön talo
98550889h,http://example.com/country/id/38,Villa Gaia
98582250h,http://example.com/country/id/33,Hotel Villa
9871323h,http://example.com/country/id/45,Convento das Eremitas de Santo Agostinho
98784123h,http://example.com/country/id/34,"Stadshotellet, Karlstad"
99454646h,http://example.com/country/id/668,Conrad Bengaluru
995338h,http://example.com/country/id/30,Bryson Apartment Hotel
99583717h,http://example.com/country/id/31,Hôtel van Ertborn
99703247h,http://example.com/country/id/142,Grand Hôtel
