country_name,name,c_id,s
Estonia,Bank of Estonia Museum,http://example.com/country/id/191,12361396m
Estonia,Building of the Estonian Drama Theatre,http://example.com/country/id/191,http://example.com/building/id/55984335b
Estonia,Chocolala Chocolate Museum,http://example.com/country/id/191,56274389m
Estonia,Computer Museum,http://example.com/country/id/191,97285948m
Estonia,Contemporary Art Museum of Estonia,http://example.com/country/id/191,18624744m
Estonia,Eduard Vilde museum,http://example.com/country/id/191,16408857m
Estonia,Estonian Agricultural Museum,http://example.com/country/id/191,13512503m
Estonia,Estonian Broadcasting Museum,http://example.com/country/id/191,12361433m
Estonia,Estonian Dairy Museum,http://example.com/country/id/191,16413157m
Estonia,Estonian Firefighting Museum,http://example.com/country/id/191,15528754m
Estonia,Estonian Health Care Museum,http://example.com/country/id/191,16410854m
Estonia,Estonian History Museum,http://example.com/country/id/191,2064821m
Estonia,Estonian Maritime Museum,http://example.com/country/id/191,223373m
Estonia,Estonian Mining Museum,http://example.com/country/id/191,16410828m
Estonia,Estonian Museum Railway at Lavassaare,http://example.com/country/id/191,16410038m
Estonia,Estonian Museum of Applied Art and Design,http://example.com/country/id/191,12361461m
Estonia,Estonian Museum of Architecture,http://example.com/country/id/191,16409050m
Estonia,Estonian Old Technics Museum,http://example.com/country/id/191,16410973m
Estonia,Estonian Open Air Museum,http://example.com/country/id/191,2038855m
Estonia,Estonian Road Museum,http://example.com/country/id/191,12361303m
Estonia,Estonian Sports and Olympic Museum,http://example.com/country/id/191,3744273m
Estonia,Estonian Theatre and Music Museum,http://example.com/country/id/191,16413289m
Estonia,Farm Museum of C. R. Jakobson,http://example.com/country/id/191,16408581m
Estonia,Fotografiska,http://example.com/country/id/191,73396972m
Estonia,Hanila Museum,http://example.com/country/id/191,5648217m
Estonia,Harju County Museum,http://example.com/country/id/191,12363474m
Estonia,Hiiumaa Military Museum,http://example.com/country/id/191,16413319m
Estonia,Hiiumaa Museum,http://example.com/country/id/191,16413030m
Estonia,Hilton Tallinn Park,http://example.com/country/id/191,31277862h
Estonia,Ice Age Centre,http://example.com/country/id/191,2790284m
Estonia,Iisaku Museum,http://example.com/country/id/191,16410302m
Estonia,Inglisild,http://example.com/country/id/191,http://example.com/building/id/12364556b
Estonia,Järva County Museum,http://example.com/country/id/191,16413330m
Estonia,Järvakandi Glass Museum,http://example.com/country/id/191,16411146m
Estonia,KGB Cells Museum,http://example.com/country/id/191,16412962m
Estonia,Kaarsild,http://example.com/country/id/191,http://example.com/building/id/12365937b
Estonia,Karilatsi Open Air Museum,http://example.com/country/id/191,16411520m
Estonia,Kiek in de Kök,http://example.com/country/id/191,http://example.com/building/id/914562b
Estonia,Kihnu Museum,http://example.com/country/id/191,16410225m
Estonia,Koeru TV Mast,http://example.com/country/id/191,http://example.com/building/id/622646b
Estonia,Kohtla-Järve Museum of Oil Shale,http://example.com/country/id/191,4306464m
Estonia,Koidula Museum,http://example.com/country/id/191,12369157m
Estonia,Kondas Centre,http://example.com/country/id/191,16411105m
Estonia,Kose Parish Museum,http://example.com/country/id/191,12367483m
Estonia,Kreutzwald Memorial Museum,http://example.com/country/id/191,12367542m
Estonia,Kuradisild,http://example.com/country/id/191,http://example.com/building/id/12367783b
Estonia,Käsmu Maritime Museum,http://example.com/country/id/191,16408856m
Estonia,LVLup,http://example.com/country/id/191,65260693m
Estonia,Lihula Museum,http://example.com/country/id/191,16410026m
Estonia,Liiv's Museum,http://example.com/country/id/191,12368767m
Estonia,Linnahall,http://example.com/country/id/191,http://example.com/building/id/1810907b
Estonia,Luikjärve farm,http://example.com/country/id/191,16410631m
Estonia,Mahtra Peasantry Museum,http://example.com/country/id/191,12369485m
Estonia,Mihkli Farm Museum,http://example.com/country/id/191,12370327m
Estonia,Mihkli Farm Museum,http://example.com/country/id/191,16411719m
Estonia,Motor Sport Museum,http://example.com/country/id/191,112153177m
Estonia,Muhu Museum,http://example.com/country/id/191,12370506m
Estonia,Museum of Coastal Folk,http://example.com/country/id/191,65262456m
Estonia,Museum of Fight for Estonia's Freedom,http://example.com/country/id/191,3738944m
Estonia,Museum of New Art,http://example.com/country/id/191,16411217m
Estonia,Museum of Photography,http://example.com/country/id/191,5408158m
Estonia,Mõniste Rural Life Museum,http://example.com/country/id/191,16411888m
Estonia,Narva Museum,http://example.com/country/id/191,12370872m
Estonia,Niguliste museum,http://example.com/country/id/191,16412293m
Estonia,Obinitsa Museum,http://example.com/country/id/191,16408844m
Estonia,Palamuse Museum,http://example.com/country/id/191,12371868m
Estonia,Patarei prison,http://example.com/country/id/191,5401903m
Estonia,Porkuni limestone museum,http://example.com/country/id/191,16409485m
Estonia,Proto invention factory,http://example.com/country/id/191,73408616m
Estonia,Provincial Museum of Estonia,http://example.com/country/id/191,12361710m
Estonia,Pärnu Museum,http://example.com/country/id/191,12373034m
Estonia,Ruhnu Museum,http://example.com/country/id/191,16411587m
Estonia,"Russian Museum, Tallinn",http://example.com/country/id/191,18625972m
Estonia,Saaremaa Museum,http://example.com/country/id/191,12374495m
Estonia,Saatse Museum,http://example.com/country/id/191,16412139m
Estonia,Saku Suurhall Arena,http://example.com/country/id/191,http://example.com/building/id/33172b
Estonia,Simuna geodetic marker,http://example.com/country/id/191,64398293w
Estonia,Smuuli viaduct,http://example.com/country/id/191,http://example.com/building/id/12375164b
Estonia,Song Celebration Museum,http://example.com/country/id/191,12368331m
Estonia,St. Olaf's Church,http://example.com/country/id/191,http://example.com/building/id/834511b
Estonia,Struve Geodetic Arc,http://example.com/country/id/191,192243w
Estonia,Taagepera Castle,http://example.com/country/id/191,2971063h
Estonia,Tallink City Hotel,http://example.com/country/id/191,http://example.com/building/id/42319785b
Estonia,Tallinn Airport,http://example.com/country/id/191,http://example.com/building/id/630524b
Estonia,Tallinn Car Museum,http://example.com/country/id/191,31273174m
Estonia,Tallinn Legends,http://example.com/country/id/191,28134203m
Estonia,Tallinn Mine Museum,http://example.com/country/id/191,13726959m
Estonia,Tallinn Museum of Orders of Knighthood,http://example.com/country/id/191,107249331m
Estonia,Tallinn TV Tower,http://example.com/country/id/191,http://example.com/building/id/1365010b
Estonia,Tallinn old town,http://example.com/country/id/191,726803w
Estonia,Tapa Museum,http://example.com/country/id/191,18626071m
Estonia,Tartu County Museum,http://example.com/country/id/191,12376548m
Estonia,University of Tartu Art Museum,http://example.com/country/id/191,12376513m
Estonia,University of Tartu Botanical Gardens,http://example.com/country/id/191,946301m
Estonia,University of Tartu Museum,http://example.com/country/id/191,12376504m
Estonia,University of Tartu Natural History Museum,http://example.com/country/id/191,12376512m
Estonia,University of Tartu Old Observatory,http://example.com/country/id/191,2346055w
Estonia,Vabamu Museum of Occupations and Freedom,http://example.com/country/id/191,625590m
Estonia,Valga Museum,http://example.com/country/id/191,12378090m
Estonia,Valgjärve TV Mast,http://example.com/country/id/191,http://example.com/building/id/571961b
Estonia,Vana-Võromaa Museum and Art Gallery,http://example.com/country/id/191,12379157m
Estonia,Viinistu Art Museum,http://example.com/country/id/191,18396827m
Estonia,Viljandi Museum,http://example.com/country/id/191,12378662m
Estonia,Värska Farm Museum,http://example.com/country/id/191,18623354m
Estonia,Võivere geodetic marker,http://example.com/country/id/191,64398333w
Eswatini,King Sobhuza II Memorial Park,http://example.com/country/id/1050,107187048m
Eswatini,Somhlolo National Stadium,http://example.com/country/id/1050,http://example.com/building/id/3493512b
Ethiopia,"""Red Terror"" Martyrs' Memorial Museum",http://example.com/country/id/115,15856263m
Ethiopia,Beles Hydroelectric Power Plant,http://example.com/country/id/115,http://example.com/building/id/1142478b
Ethiopia,Ethiopia Museum of Art and Science,http://example.com/country/id/115,115101919m
Ethiopia,Fasil Ghebbi,http://example.com/country/id/115,464695w
Ethiopia,Gilgel Gibe III Dam,http://example.com/country/id/115,http://example.com/building/id/1136922b
Ethiopia,Hilton Addis Ababa,http://example.com/country/id/115,72812966h
Ethiopia,Lower Valley of the Awash,http://example.com/country/id/115,6153869w
Ethiopia,Lower Valley of the Omo,http://example.com/country/id/115,10942550w
Ethiopia,Monolithic churches in Lalibela,http://example.com/country/id/115,642979w
Ethiopia,"National Postal Museum, Addis Ababa",http://example.com/country/id/115,73802179m
Ethiopia,Omo River,http://example.com/country/id/115,273456w
Ethiopia,Rimbaud House (Harar Jugol),http://example.com/country/id/115,91619713m
Ethiopia,Ruins of Aksum,http://example.com/country/id/115,107183452w
Ethiopia,Simien Mountains National Park,http://example.com/country/id/115,504315w
Ethiopia,St. George's Cathedral,http://example.com/country/id/115,http://example.com/building/id/641447b
Ethiopia,Tiya archaeological site,http://example.com/country/id/115,6130080w
Fiji,Fiji Museum,http://example.com/country/id/712,2652153m
Fiji,Hilton Fiji Beach Resort and Spa,http://example.com/country/id/712,61888685h
Fiji,Levuka Historical Port Town,http://example.com/country/id/712,17304996w
Finland,Aalto2,http://example.com/country/id/33,110936384m
Finland,Aavasaksa,http://example.com/country/id/33,303806w
Finland,Aboa Vetus Ars Nova,http://example.com/country/id/33,3022430m
Finland,Accountor tower,http://example.com/country/id/33,http://example.com/building/id/3485890b
Finland,Agronomitalo,http://example.com/country/id/33,17619057h
Finland,Ahola,http://example.com/country/id/33,11849938m
Finland,Aine Art Museum,http://example.com/country/id/33,11850139m
Finland,Ainola,http://example.com/country/id/33,28548863m
Finland,Alatornio Church,http://example.com/country/id/33,1241285w
Finland,Albertinkatu 34,http://example.com/country/id/33,98407275h
Finland,Albertinkatu 34 - Lönnrotinkatu 26,http://example.com/country/id/33,98407274h
Finland,Aleksis Kivi Memorial Cottage,http://example.com/country/id/33,17380002m
Finland,Alikartano manor,http://example.com/country/id/33,5494617m
Finland,Alpo Jaakola Statuary Park,http://example.com/country/id/33,84305589m
Finland,Alvar Aalto Museum Jyväskylä,http://example.com/country/id/33,19407118m
Finland,Amuri Museum of Workers' Housing,http://example.com/country/id/33,41776569m
Finland,Annankatu 1,http://example.com/country/id/33,98407311h
Finland,Archipelago Museum,http://example.com/country/id/33,13218220m
Finland,Art and Museum Centre Sinkka,http://example.com/country/id/33,11870983m
Finland,Ateneum,http://example.com/country/id/33,754507m
Finland,Aunessilta,http://example.com/country/id/33,http://example.com/building/id/11853481b
Finland,Auransilta,http://example.com/country/id/33,http://example.com/building/id/11853512b
Finland,Bagge museum,http://example.com/country/id/33,107092485m
Finland,Biologinen museo,http://example.com/country/id/33,4086898m
Finland,Birthplace of Aleksis Kivi,http://example.com/country/id/33,22813666m
Finland,Björkboda Lockmuseum,http://example.com/country/id/33,58685121m
Finland,Bolt Arena,http://example.com/country/id/33,http://example.com/building/id/1139227b
Finland,Burgher’s House Museum,http://example.com/country/id/33,15280777m
Finland,Cikoria Museum,http://example.com/country/id/33,44435457m
Finland,Civil Guard and Lotta Svärd Museum,http://example.com/country/id/33,18760170m
Finland,Communications Centre Lokki,http://example.com/country/id/33,11901205m
Finland,Crime Museum of the Finland's National Bureau of Investigation,http://example.com/country/id/33,11871124m
Finland,Dalsbruk Ironworksmuseum,http://example.com/country/id/33,58685123m
Finland,De Gamlas Hem,http://example.com/country/id/33,26723836h
Finland,Degerby Igor -museum,http://example.com/country/id/33,84305439m
Finland,Design Museum,http://example.com/country/id/33,3330350m
Finland,Design Museum Arabia,http://example.com/country/id/33,58684976m
Finland,Design Museum Iittala,http://example.com/country/id/33,58684977m
Finland,Design Museum Nuutajärvi,http://example.com/country/id/33,58684979m
Finland,Didrichsen Art Museum,http://example.com/country/id/33,5274238m
Finland,EMMA – Espoo Museum of Modern Art,http://example.com/country/id/33,4349514m
Finland,Eckerö hembygdsförenings postrotemuseum,http://example.com/country/id/33,55340530m
Finland,Eduskuntatalo,http://example.com/country/id/33,http://example.com/building/id/2744984b
Finland,Ehrensvärd Museum,http://example.com/country/id/33,11856942m
Finland,Ekenäs Museum Centre EKTA,http://example.com/country/id/33,84305441m
Finland,Emil Aaltonen Museum,http://example.com/country/id/33,11857748m
Finland,Emil Cedercreutz Museum,http://example.com/country/id/33,11857752m
Finland,Erkkola,http://example.com/country/id/33,21605554m
Finland,Espoo Cathedral,http://example.com/country/id/33,http://example.com/building/id/1236587b
Finland,Espoo City Museum,http://example.com/country/id/33,11858803m
Finland,Etelänkylä Bridge,http://example.com/country/id/33,http://example.com/building/id/11858942b
Finland,Ett Hem,http://example.com/country/id/33,4165181m
Finland,FM- and TV-mast Helsinki-Espoo,http://example.com/country/id/33,http://example.com/building/id/4353417b
Finland,Fanjunkars Torp,http://example.com/country/id/33,11859367m
Finland,Fazer Visitor Centre,http://example.com/country/id/33,58786698m
Finland,Finlandia Hall,http://example.com/country/id/33,http://example.com/building/id/1142522b
Finland,Finnish Air Force Museum,http://example.com/country/id/33,681327m
Finland,Finnish Basketball Museum,http://example.com/country/id/33,11872488m
Finland,Finnish Boxing Museum,http://example.com/country/id/33,41776704m
Finland,Finnish Glass Museum,http://example.com/country/id/33,11895056m
Finland,Finnish Ice Hockey Museum,http://example.com/country/id/33,11167720m
Finland,Finnish Museum of Horology,http://example.com/country/id/33,20980944m
Finland,Finnish Museum of Photography,http://example.com/country/id/33,11895148m
Finland,Finnish Museum of Refrigeration,http://example.com/country/id/33,94105868m
Finland,Finnish Museum of the Deaf,http://example.com/country/id/33,58685161m
Finland,Finnish National Theatre,http://example.com/country/id/33,http://example.com/building/id/1200969b
Finland,Finnish Nature Center Haltia,http://example.com/country/id/33,5476978m
Finland,Finnish Railway Museum,http://example.com/country/id/33,1138355m
Finland,Finnish School Museum,http://example.com/country/id/33,61677824m
Finland,Finnish Scouting Museum,http://example.com/country/id/33,5474034m
Finland,Finnish Toy Museum Hevosenkenkä,http://example.com/country/id/33,22953361m
Finland,Finnish submarine Vesikko,http://example.com/country/id/33,1312530m
Finland,"Fire Museum, Helsinki",http://example.com/country/id/33,53016254m
Finland,Fiskars Museum,http://example.com/country/id/33,10495758m
Finland,Forestry Museum of Lapland,http://example.com/country/id/33,11874616m
Finland,Forngården Museum,http://example.com/country/id/33,23000793m
Finland,Forssa Museum,http://example.com/country/id/33,23040125m
Finland,Foundry Museum of Finland,http://example.com/country/id/33,58685022m
Finland,Gallen-Kallela Museum,http://example.com/country/id/33,1636905m
Finland,Gallery Ratamo,http://example.com/country/id/33,58685019m
Finland,Glims Farmstead Museum,http://example.com/country/id/33,11860518m
Finland,Gloria Cultural Arena,http://example.com/country/id/33,11873333m
Finland,Government Storehouse,http://example.com/country/id/33,58685102m
Finland,Hakaniemen silta,http://example.com/country/id/33,http://example.com/building/id/11861174b
Finland,Hakaniemi metro station,http://example.com/country/id/33,http://example.com/building/id/1801021b
Finland,Hakasalmi Villa,http://example.com/country/id/33,10715474m
Finland,Halosenniemi,http://example.com/country/id/33,6351302m
Finland,Harjukoski water mill,http://example.com/country/id/33,58685074m
Finland,Haukilahti water tower,http://example.com/country/id/33,http://example.com/building/id/4992954b
Finland,Headquarters Museum,http://example.com/country/id/33,11889459m
Finland,Heinola Art Museum,http://example.com/country/id/33,58684993m
Finland,Helsinge Parish Museum,http://example.com/country/id/33,41776728m
Finland,Helsinki Cathedral,http://example.com/country/id/33,http://example.com/building/id/738015b
Finland,Helsinki Central Railway Station,http://example.com/country/id/33,http://example.com/building/id/1044613b
Finland,Helsinki City Museum,http://example.com/country/id/33,2031357m
Finland,Helsinki Metro,http://example.com/country/id/33,http://example.com/building/id/207287b
Finland,Helsinki Olympic Stadium,http://example.com/country/id/33,http://example.com/building/id/332219b
Finland,Helsinki University Observatory,http://example.com/country/id/33,1154923m
Finland,Helsinki tram museum,http://example.com/country/id/33,11890140m
Finland,Hermas,http://example.com/country/id/33,10590582m
Finland,Herttoniemi metro station,http://example.com/country/id/33,http://example.com/building/id/578210b
Finland,High Coast/Kvarken Archipelago,http://example.com/country/id/33,10532185w
Finland,Hilton Helsinki Kalastajatorppa,http://example.com/country/id/33,26902701h
Finland,Holy Cross Church,http://example.com/country/id/33,http://example.com/building/id/11864433b
Finland,Hotel Kämp,http://example.com/country/id/33,1127749h
Finland,Hotel Torni,http://example.com/country/id/33,646339h
Finland,Hotel Villa,http://example.com/country/id/33,98582250h
Finland,Hotel and Restaurant Museum,http://example.com/country/id/33,11863662m
Finland,Hotelli Helsinki,http://example.com/country/id/33,98412731h
Finland,Hotelli Marskin talo,http://example.com/country/id/33,98412733h
Finland,House museum Villa Rulludd,http://example.com/country/id/33,22946082m
Finland,Hurtig's croft,http://example.com/country/id/33,18346748m
Finland,Hvitträsk,http://example.com/country/id/33,3609412m
Finland,Hyvinkää Church,http://example.com/country/id/33,http://example.com/building/id/2027900b
Finland,Hyvinkää City Museum,http://example.com/country/id/33,41776741m
Finland,Häme Castle,http://example.com/country/id/33,1012561m
Finland,Häme Museum,http://example.com/country/id/33,11864037m
Finland,Hämeenlinna City Museum,http://example.com/country/id/33,18346679m
Finland,Hämeensilta,http://example.com/country/id/33,http://example.com/building/id/17319120b
Finland,ITE Museum,http://example.com/country/id/33,20736964m
Finland,Ida Aalberg Museum,http://example.com/country/id/33,56402061m
Finland,Iisakin Jussi's Cabin,http://example.com/country/id/33,19844938m
Finland,Ikola Museum,http://example.com/country/id/33,58685083m
Finland,Imatra Town museum,http://example.com/country/id/33,58685003m
Finland,Industrial workers' housing museum,http://example.com/country/id/33,58685004m
Finland,Infantry Museum,http://example.com/country/id/33,29146560m
Finland,Ingå Homestead Museum,http://example.com/country/id/33,107294192m
Finland,Itä-Häme Museum,http://example.com/country/id/33,58685054m
Finland,J. V. Snellman home museum,http://example.com/country/id/33,56327470m
Finland,Joensuu Church,http://example.com/country/id/33,http://example.com/building/id/3585534b
Finland,Joensuu Town Hall,http://example.com/country/id/33,http://example.com/building/id/4390833b
Finland,Johannes Linnakoski Youth home,http://example.com/country/id/33,50275719m
Finland,Johannes Lohilampi Museum,http://example.com/country/id/33,17606423m
Finland,Joroinen National Defence Museum,http://example.com/country/id/33,5482077m
Finland,Joutsensilta,http://example.com/country/id/33,http://example.com/building/id/11867293b
Finland,Juhola,http://example.com/country/id/33,58685118m
Finland,Juva Karelians' Museum,http://example.com/country/id/33,73614143m
Finland,Järvilinna,http://example.com/country/id/33,18682688m
Finland,Jätkänkynttilä,http://example.com/country/id/33,http://example.com/building/id/4539592b
Finland,K. H. Renlund museum,http://example.com/country/id/33,18346678m
Finland,Kainuu Museum,http://example.com/country/id/33,18346677m
Finland,Kaitainen Bridge,http://example.com/country/id/33,http://example.com/building/id/11869036b
Finland,Kajaani Art Museum,http://example.com/country/id/33,11869085m
Finland,Kaleva Church,http://example.com/country/id/33,http://example.com/building/id/2577991b
Finland,Kallio Church,http://example.com/country/id/33,http://example.com/building/id/2981697b
Finland,Kallioniemi,http://example.com/country/id/33,11869486m
Finland,Kamppi metro station,http://example.com/country/id/33,http://example.com/building/id/1783591b
Finland,Kanavakatu 8,http://example.com/country/id/33,98413370h
Finland,Kankaanpää City Museum,http://example.com/country/id/33,11869602m
Finland,Karkkila Ironworks Museum Senkka,http://example.com/country/id/33,58636558m
Finland,Karkkila-Högfors Workers' Museum,http://example.com/country/id/33,58685021m
Finland,Karuna Old Church,http://example.com/country/id/33,10544129m
Finland,Kasarmi Art Centre,http://example.com/country/id/33,58685160m
Finland,Kastelholm Castle,http://example.com/country/id/33,1735335m
Finland,Katajanokan vankilan rakennus,http://example.com/country/id/33,98433742h
Finland,Kerava Local History Museum,http://example.com/country/id/33,58685024m
Finland,Keuruu Museum,http://example.com/country/id/33,20913680m
Finland,Keuruu Old Church,http://example.com/country/id/33,11871227m
Finland,Kiasma,http://example.com/country/id/33,1633361m
Finland,Kiasma,http://example.com/country/id/33,http://example.com/building/id/11871262b
Finland,Kiasma Teatteri,http://example.com/country/id/33,11871261m
Finland,Kierikki Stone Age Centre,http://example.com/country/id/33,11871304m
Finland,Kiikartorni Observation Tower,http://example.com/country/id/33,18346845m
Finland,Kindergarten Museum,http://example.com/country/id/33,58786691m
Finland,Kirjalansalmi Bridge,http://example.com/country/id/33,http://example.com/building/id/5401424b
Finland,Kirpilä Art Collection,http://example.com/country/id/33,22670950m
Finland,Kittilä Local History Museum,http://example.com/country/id/33,62619621m
Finland,Koitsanlahti Manor,http://example.com/country/id/33,5483494m
Finland,Kontula metro station,http://example.com/country/id/33,http://example.com/building/id/1029180b
Finland,Korteniemen perinnetila,http://example.com/country/id/33,18346750m
Finland,Koskipää,http://example.com/country/id/33,18682065m
Finland,Kotkaniemi,http://example.com/country/id/33,18346687m
Finland,Kuddnäs,http://example.com/country/id/33,10549787m
Finland,Kulosaari bridge,http://example.com/country/id/33,http://example.com/building/id/11873288b
Finland,Kulosaari metro station,http://example.com/country/id/33,http://example.com/building/id/1800990b
Finland,Kultala in Ivalojoki,http://example.com/country/id/33,11865375m
Finland,Kunsthalle Helsinki,http://example.com/country/id/33,1792414m
Finland,Kuopio Art Museum,http://example.com/country/id/33,11873586m
Finland,Kuopio Cathedral,http://example.com/country/id/33,http://example.com/building/id/2942693b
Finland,Kuopio Cultural History Museum,http://example.com/country/id/33,58636575m
Finland,Kuopio Natural History Museum,http://example.com/country/id/33,58636577m
Finland,Kuosikeskus,http://example.com/country/id/33,108941425m
Finland,Kylämäki Village,http://example.com/country/id/33,11873640m
Finland,Kyrönsalmi road bridges,http://example.com/country/id/33,http://example.com/building/id/29980403b
Finland,Kötsi Museum,http://example.com/country/id/33,58685091m
Finland,Lahti Museum of Visual arts Malva,http://example.com/country/id/33,111850681m
Finland,Lahti Ski Museum,http://example.com/country/id/33,18346670m
Finland,Lahti longwave transmitter,http://example.com/country/id/33,http://example.com/building/id/1141950b
Finland,Lakeuden Risti Church,http://example.com/country/id/33,http://example.com/building/id/11874486b
Finland,Langinkoski emperor's fishing lodge,http://example.com/country/id/33,30689533m
Finland,Lapinlahti Bridge,http://example.com/country/id/33,http://example.com/building/id/3397026b
Finland,Lappeenranta Art Museum,http://example.com/country/id/33,18346772m
Finland,Lappia Hall,http://example.com/country/id/33,http://example.com/building/id/17382129b
Finland,Lapua Cathedral,http://example.com/country/id/33,http://example.com/building/id/771584b
Finland,Lapua City Cultural History Museum,http://example.com/country/id/33,58685059m
Finland,Lauttasaari Bridge,http://example.com/country/id/33,http://example.com/building/id/11875177b
Finland,Lepikon torppa,http://example.com/country/id/33,11875597m
Finland,Lepopirtti,http://example.com/country/id/33,112111547h
Finland,Leppävirta Museum,http://example.com/country/id/33,66814689m
Finland,Lieksa Church,http://example.com/country/id/33,http://example.com/building/id/15041437b
Finland,Lohja Museum,http://example.com/country/id/33,18346693m
Finland,Lohrmann Building,http://example.com/country/id/33,58685000m
Finland,Lotta Museum,http://example.com/country/id/33,21559920m
Finland,Louhisaari Manor,http://example.com/country/id/33,1141721m
Finland,Luostarinmäki museum quarter,http://example.com/country/id/33,1979979m
Finland,Lusto – The Finnish Forest Museum,http://example.com/country/id/33,11879901m
Finland,Lyytikkälä farm,http://example.com/country/id/33,30560570m
Finland,Lövö Bridge,http://example.com/country/id/33,http://example.com/building/id/18682224b
Finland,MS Bore,http://example.com/country/id/33,4353608m
Finland,Maikkula water tower,http://example.com/country/id/33,http://example.com/building/id/18660730b
Finland,Mannerheim Museum,http://example.com/country/id/33,3741344m
Finland,Marela,http://example.com/country/id/33,18346692m
Finland,Maritime Centre Vellamo,http://example.com/country/id/33,2945864m
Finland,Maritime Museum of Finland,http://example.com/country/id/33,971755m
Finland,Martinsilta,http://example.com/country/id/33,http://example.com/building/id/5404019b
Finland,Mechanical Music Museum,http://example.com/country/id/33,11882000m
Finland,Mellunmäki metro station,http://example.com/country/id/33,http://example.com/building/id/2290795b
Finland,Miehikkälä museum,http://example.com/country/id/33,58685073m
Finland,Miekankoski,http://example.com/country/id/33,99456393m
Finland,Mikkeli Art Museum,http://example.com/country/id/33,18346778m
Finland,Mikkeli Cathedral,http://example.com/country/id/33,http://example.com/building/id/1236597b
Finland,Military Museum's Manege,http://example.com/country/id/33,14950393m
Finland,Mobilia,http://example.com/country/id/33,4975652m
Finland,Moomin Museum,http://example.com/country/id/33,2624126m
Finland,Mother Westman's Cottage,http://example.com/country/id/33,58685018m
Finland,Munkkiniemi education center,http://example.com/country/id/33,18760038h
Finland,Museum Centre Vapriikki,http://example.com/country/id/33,18346706m
Finland,Museum Masuuni Brunou,http://example.com/country/id/33,11881426m
Finland,Museum Milavida,http://example.com/country/id/33,58685159m
Finland,Museum Militaria,http://example.com/country/id/33,18346710m
Finland,Museum of Agriculture of the University of Helsinki,http://example.com/country/id/33,6033584m
Finland,Museum of Architecture and Design,http://example.com/country/id/33,78724098m
Finland,Museum of Central Finland,http://example.com/country/id/33,11871078m
Finland,Museum of Dolls and Costumes,http://example.com/country/id/33,64269411m
Finland,Museum of Finnish Architecture,http://example.com/country/id/33,1418116m
Finland,Museum of Halikko,http://example.com/country/id/33,58685124m
Finland,Museum of Impossible Forms,http://example.com/country/id/33,95613039m
Finland,Museum of Kuopio,http://example.com/country/id/33,16913742m
Finland,Museum of Technology,http://example.com/country/id/33,5549583m
Finland,Museum of Visual Impairment,http://example.com/country/id/33,58786694m
Finland,Museum vessels of Forum Marinum,http://example.com/country/id/33,58684984m
Finland,Music Museum Fame,http://example.com/country/id/33,43517564m
Finland,Mustaviiri,http://example.com/country/id/33,10684553w
Finland,Muuratsalo Experimental house,http://example.com/country/id/33,58684975m
Finland,Myllypuro metro station,http://example.com/country/id/33,http://example.com/building/id/2324228b
Finland,Mäntyharju Museum,http://example.com/country/id/33,56403006m
Finland,Naantali Museum,http://example.com/country/id/33,18346793m
Finland,Naantalin Taidehuone,http://example.com/country/id/33,58685081m
Finland,Nanoq,http://example.com/country/id/33,6964116m
Finland,National Library of Finland,http://example.com/country/id/33,http://example.com/building/id/59783979b
Finland,National Museum of Finland,http://example.com/country/id/33,1418136m
Finland,Natural History Museum of Tampere,http://example.com/country/id/33,6980527m
Finland,North Karelian Museum Hilma,http://example.com/country/id/33,11888467m
Finland,Northern Ostrobothnia museum,http://example.com/country/id/33,3661879m
Finland,Nurmijärvi Museum,http://example.com/country/id/33,58636606m
Finland,Näsinneula tower,http://example.com/country/id/33,http://example.com/building/id/1190334b
Finland,Ojala Village Museum,http://example.com/country/id/33,58685107m
Finland,Olavinlinna Castle,http://example.com/country/id/33,251272m
Finland,Olavinlinna Castle,http://example.com/country/id/33,http://example.com/building/id/251272b
Finland,Old Castle of Lieto,http://example.com/country/id/33,435492m
Finland,Old Kuopio Museum,http://example.com/country/id/33,56325959m
Finland,Old Rauma,http://example.com/country/id/33,828417w
Finland,"Old pharmacy, Raahe",http://example.com/country/id/33,84305623m
Finland,Oravivuori geodetic marker,http://example.com/country/id/33,31028244w
Finland,Orimattila Art Museum,http://example.com/country/id/33,67145102m
Finland,Ostrobothnian Museum,http://example.com/country/id/33,18346676m
Finland,Otaniemi water tower,http://example.com/country/id/33,http://example.com/building/id/15073511b
Finland,Oulu Cathedral,http://example.com/country/id/33,http://example.com/building/id/201935b
Finland,Oulu Museum of Art,http://example.com/country/id/33,3662289m
Finland,Oulunsalo Museum of Local History and Culture,http://example.com/country/id/33,58685098m
Finland,Ounaskoski bridge,http://example.com/country/id/33,http://example.com/building/id/11886143b
Finland,Outokumpu mine,http://example.com/country/id/33,11886162m
Finland,Paasitorni,http://example.com/country/id/33,5710559h
Finland,Paateri,http://example.com/country/id/33,58685096m
Finland,Packhouse Museum,http://example.com/country/id/33,58685115m
Finland,Paikkari torp,http://example.com/country/id/33,5401120m
Finland,Paimio Electrical Museum,http://example.com/country/id/33,50275715m
Finland,Palander House,http://example.com/country/id/33,11886484m
Finland,Palsa Museum,http://example.com/country/id/33,66195209m
Finland,Pargas Local History Museum,http://example.com/country/id/33,10620372m
Finland,Pargas industrimuseum,http://example.com/country/id/33,84305620m
Finland,Parola Tank Museum,http://example.com/country/id/33,1444245m
