cname,s,country_id,name
France,2297856m,http://example.com/country/id/142,Maison de la Bataille
France,22979485b,http://example.com/country/id/142,Théâtre de Saumur
France,22979993b,http://example.com/country/id/142,Temple protestant d'Arras
France,22980583b,http://example.com/country/id/142,Hôtel de Ville de Poissy
France,2298114b,http://example.com/country/id/142,Gare de Pont Cardinet
France,22986153b,http://example.com/country/id/142,Chapelle des Pénitents blancs
France,22986587b,http://example.com/country/id/142,Roman Theatre of Vasio Vocontiorum
France,22986601b,http://example.com/country/id/142,Église Notre-Dame de Venasque
France,22987479b,http://example.com/country/id/142,Pont de Bourdeilles
France,22987875b,http://example.com/country/id/142,Vieux Pont de Saint-Jean-de-Côle
France,22987994b,http://example.com/country/id/142,Église Sainte-Marie (Sarlat)
France,22988053b,http://example.com/country/id/142,"Maison, 5 rue des Armes, Sarlat-la-Canéda"
France,22988208b,http://example.com/country/id/142,Église Saint-Julien de Tursac
France,22988276b,http://example.com/country/id/142,église Saint-Pierre-ès-Liens de Vieux-Mareuil
France,22992245b,http://example.com/country/id/142,Église Notre-Dame de Marsac-en-Livradois
France,22992261b,http://example.com/country/id/142,Vieux-Pont sur la Sioule
France,2299298b,http://example.com/country/id/142,Stade des Alpes
France,22993419b,http://example.com/country/id/142,"Maison, 29, rue du Quatre-Septembre"
France,22994634b,http://example.com/country/id/142,Arche des Grands Prés sur le Loir
France,22995291b,http://example.com/country/id/142,Tunnel of Couzon
France,22996107b,http://example.com/country/id/142,Théâtre de Saint-Brieuc
France,22996312b,http://example.com/country/id/142,Théâtre du Pays de Morlaix
France,22996698b,http://example.com/country/id/142,Pont de Port-Lesney
France,22996752b,http://example.com/country/id/142,Église Saint-Michel de Morbier
France,22998449b,http://example.com/country/id/142,"Pont sur le Maurian, La Grave"
France,22998600b,http://example.com/country/id/142,Town hall of Thouars
France,23006259m,http://example.com/country/id/142,Musée Alice Taverne
France,23013069m,http://example.com/country/id/142,Musée de la faïence de Quimper
France,23013070m,http://example.com/country/id/142,Musée de la Fraise et du Patrimoine
France,23021635m,http://example.com/country/id/142,Musée d'Art et d'Histoire de Chaumont
France,23021637m,http://example.com/country/id/142,Musée Quesnel-Morinière
France,23021822b,http://example.com/country/id/142,Tunnel Saint-Herbland
France,2305273b,http://example.com/country/id/142,Gennevilliers
France,23057803m,http://example.com/country/id/142,National Gendarmerie Museum
France,2307584b,http://example.com/country/id/142,Pont Rouelle
France,2307670b,http://example.com/country/id/142,pont de Tolbiac
France,2307685b,http://example.com/country/id/142,pont National
France,2307722b,http://example.com/country/id/142,Pont d'Austerlitz
France,2309911b,http://example.com/country/id/142,Gare de Montbard
France,2310209b,http://example.com/country/id/142,Hendaye station
France,2310816b,http://example.com/country/id/142,Oloron Cathedral
France,2311435m,http://example.com/country/id/142,Agropolis
France,2314163b,http://example.com/country/id/142,Gare de Morez
France,2315421b,http://example.com/country/id/142,Église Saint-Clair-Saint-Léger de Souppes-sur-Loing
France,2315459b,http://example.com/country/id/142,Basilique Saint-Eutrope de Saintes
France,2315498b,http://example.com/country/id/142,Église Saint-Hilaire de Melle
France,2315502b,http://example.com/country/id/142,Collégiale Saint-Hippolyte
France,2315553b,http://example.com/country/id/142,Église Saint-Livier de Metz
France,2315596b,http://example.com/country/id/142,Saint-Martin de Chadenac
France,2315622b,http://example.com/country/id/142,Église Saint-Maximin de Metz
France,2315635b,http://example.com/country/id/142,Église Saint-Nicolas de Villennes-sur-Seine
France,2315733b,http://example.com/country/id/142,Uzès Cathedral
France,2315748b,http://example.com/country/id/142,Collégiale Saint-Victor et Sainte-Couronne d'Ennezat
France,2317145m,http://example.com/country/id/142,musée Renoir
France,2317284b,http://example.com/country/id/142,Ballancourt
France,2321331b,http://example.com/country/id/142,Strasbourg tram route C
France,2325002b,http://example.com/country/id/142,La Ferté-Alais Station
France,23265h,http://example.com/country/id/142,Hôtel des 3 Collèges
France,2331392b,http://example.com/country/id/142,Bordeaux Tramway Line C
France,2333396b,http://example.com/country/id/142,Église Saint-Martin-des-Champs
France,2334089b,http://example.com/country/id/142,Le Vésinet – Le Pecq
France,2335112b,http://example.com/country/id/142,"Saint Aurelia’s Church, Strasbourg"
France,2335164b,http://example.com/country/id/142,Basilique Sainte-Marie-Madeleine de Saint-Maximin-la-Sainte-Baume
France,2339300b,http://example.com/country/id/142,Sainte-Geneviève-des-Bois (Paris RER)
France,23410571m,http://example.com/country/id/142,Château des Rohan
France,23411448m,http://example.com/country/id/142,Gallo-Roman Museum in Biesheim
France,23411945m,http://example.com/country/id/142,Musée Vauban
France,2341704b,http://example.com/country/id/142,Gare d'Antony
France,2341779b,http://example.com/country/id/142,Cize-Bolozon viaduct
France,234364b,http://example.com/country/id/142,Tuileries Palace
France,2348110b,http://example.com/country/id/142,gare de Combs-la-Ville - Quincy
France,23498354m,http://example.com/country/id/142,Musée de Guéthary
France,23498363m,http://example.com/country/id/142,Souvigny (France). Musée municipal
France,23498368m,http://example.com/country/id/142,Musée d'art et d'histoire Alfred Douët
France,23498485m,http://example.com/country/id/142,Musée René Davoine
France,23498495m,http://example.com/country/id/142,Dreux museum of Art and History
France,23498496m,http://example.com/country/id/142,Musée municipal de la Charité-sur-Loire
France,23498497m,http://example.com/country/id/142,Musée George Sand et de la Vallée Noire
France,23498503m,http://example.com/country/id/142,Ecomusée de la Communauté urbaine Le Creusot-Montceau-les-Mines
France,23498505m,http://example.com/country/id/142,Musée de la Céramique de Lezoux
France,2349903b,http://example.com/country/id/142,Cœur Défense
France,2350639b,http://example.com/country/id/142,Maison Pfister
France,2351952b,http://example.com/country/id/142,Tancarville Bridge
France,2352779b,http://example.com/country/id/142,Théâtre de la Ville
France,2353069b,http://example.com/country/id/142,Gare du Plessis-Chenet
France,23572178m,http://example.com/country/id/142,Musée régional de l'Orléanais
France,2357520m,http://example.com/country/id/142,Polish Library in Paris
France,23576291m,http://example.com/country/id/142,Museum Lansyer
France,23576760m,http://example.com/country/id/142,Musée lapidaire de Mozac
France,2359079m,http://example.com/country/id/142,Jardin-musée Antoine Bourdelle d'Égreville
France,23594961m,http://example.com/country/id/142,Musée du Colombier
France,23595341m,http://example.com/country/id/142,Bastia museum
France,23595814m,http://example.com/country/id/142,maison du livre et de l'affiche
France,23596099m,http://example.com/country/id/142,Alta Rocca museum
France,23596160m,http://example.com/country/id/142,Musée municipal de Nogent-le-Rotrou
France,23596332m,http://example.com/country/id/142,Museé municipal de Nuits-Saint-Georges
France,23596459m,http://example.com/country/id/142,Musée municipal de Pithiviers
France,23596705m,http://example.com/country/id/142,Musée Saint-Remi
France,23599848m,http://example.com/country/id/142,Musée Alfred-Bonno
France,23599912m,http://example.com/country/id/142,Musée municipal d'art et d'histoire de Colombes
France,23599965m,http://example.com/country/id/142,municipal museum of Crecy-la-Chapelle
France,23600167m,http://example.com/country/id/142,archeology museum of Jura
France,23600219m,http://example.com/country/id/142,musée-promenade de Marly-le-Roi
France,23600382m,http://example.com/country/id/142,Musée de l'Hôtel-Dieu
France,23600488m,http://example.com/country/id/142,Musée de Melun
France,23600664m,http://example.com/country/id/142,Musée de Provins et du Provinois
France,2362220b,http://example.com/country/id/142,Gare de Montrichard
France,2362393b,http://example.com/country/id/142,Gare de Pomas
France,23636701m,http://example.com/country/id/142,Bonaparte Museum
France,23639813m,http://example.com/country/id/142,Musée du Lauragais
France,23639828m,http://example.com/country/id/142,Ecomusée de Fresnes
France,23639858m,http://example.com/country/id/142,Centre d'art Jacques-Henri-Lartigue - Musée d’art et d’histoire Louis-Senlecq
France,23639860m,http://example.com/country/id/142,Musée paléontologique et archéologique de Minerve
France,23639863m,http://example.com/country/id/142,Cabrières-Sabatier d'Espeyran hotel
France,23639864m,http://example.com/country/id/142,Musée municipal d'archéologie de Murviel-lès-Montpellier
France,23639868m,http://example.com/country/id/142,"Musée numismatique Joseph Puig (Perpignan, France)"
France,23639879m,http://example.com/country/id/142,Musée de la céramique et de l'ivoire
France,23640244m,http://example.com/country/id/142,Musée-forum de l'Aurignacien
France,23640246m,http://example.com/country/id/142,Musée du Château de Foix
France,23640256m,http://example.com/country/id/142,Longwy Enamels Museum
France,23640263m,http://example.com/country/id/142,Musée de Millau et des grands causses
France,23640267m,http://example.com/country/id/142,Musée Bastien-Lepage
France,23640285m,http://example.com/country/id/142,Musée de Montségur
France,23640292m,http://example.com/country/id/142,Musée Louis Français
France,23640303m,http://example.com/country/id/142,Museum of Sologne
France,23640542m,http://example.com/country/id/142,Musée Saint-Vic
France,23640553m,http://example.com/country/id/142,Musée du Palais des Évêques
France,23640558m,http://example.com/country/id/142,Musée archéologique d'Argentomagus
France,23640571m,http://example.com/country/id/142,Musée de préhistoire régionale de Saint-Pons-de-Thomières
France,23640589m,http://example.com/country/id/142,Musée de Sainville
France,23640596m,http://example.com/country/id/142,Amphoralis
France,23640606m,http://example.com/country/id/142,Musée départemental des Arts et Métiers Traditionnels
France,23640611m,http://example.com/country/id/142,Musée du Charroi rural et de l'Artisanat local traditionnel
France,23641100m,http://example.com/country/id/142,Musée municipal de Tonnerre
France,23641216m,http://example.com/country/id/142,Musée des vins de Touraine
France,23641219m,http://example.com/country/id/142,Musée du pays d'Ussel
France,23641266m,http://example.com/country/id/142,"Musée municipal Urbain Cabrol (Villefranche-de-Rouergue, France)"
France,23641285m,http://example.com/country/id/142,Musée Émile-Jean
France,23646097m,http://example.com/country/id/142,Musée d'art et d'histoire d'Avranches
France,23646105m,http://example.com/country/id/142,Musée Salies
France,23646107m,http://example.com/country/id/142,Musée du Pays de Luchon
France,2365702m,http://example.com/country/id/142,Maison du Marais poitevin
France,2371874m,http://example.com/country/id/142,Musée maritime de La Rochelle
France,23718908m,http://example.com/country/id/142,Musée de la libération de Cherbourg-Octeville
France,23719005m,http://example.com/country/id/142,Navy Museum
France,23719023m,http://example.com/country/id/142,L'Aigle archeological museum
France,23719035m,http://example.com/country/id/142,Vaurais Museum
France,23719045m,http://example.com/country/id/142,Musée Raymond Lafage
France,23719060m,http://example.com/country/id/142,"Tourist Information Center and Museum of Fine Arts, Mirande"
France,23726515m,http://example.com/country/id/142,Musée archéologique de l'Oise
France,23726519b,http://example.com/country/id/142,Maison des Templiers de Caudebec-en-Caux
France,23727088m,http://example.com/country/id/142,Musée de l'archerie et du Valois
France,23727098m,http://example.com/country/id/142,Musée de Fontenay-le-Comte
France,23727132m,http://example.com/country/id/142,Musée du Prieuré
France,23727499m,http://example.com/country/id/142,Musée Mathon Durand
France,2373182b,http://example.com/country/id/142,Neuilly-Plaisance
France,2374251b,http://example.com/country/id/142,Church of St. Margaret
France,2375250b,http://example.com/country/id/142,Old synagogue of Obernai
France,2375304b,http://example.com/country/id/142,Plaza Athénée
France,2375419b,http://example.com/country/id/142,Synagogue of Châlons-en-Champagne
France,2375542b,http://example.com/country/id/142,Vincennes Synagogue
France,2375559b,http://example.com/country/id/142,Synagogue Buffault
France,2376935b,http://example.com/country/id/142,Tour Sequana
France,23780756m,http://example.com/country/id/142,Musée de la Vallée
France,23780836m,http://example.com/country/id/142,Musée des tumulus de Bougon
France,23780864m,http://example.com/country/id/142,Museum of Bressuire
France,23780901m,http://example.com/country/id/142,Grimaldi-Castle Museum
France,23781118m,http://example.com/country/id/142,The Provence Art and History Museum
France,2379397m,http://example.com/country/id/142,Musée d'histoire de la médecine (Toulouse)
France,23794610m,http://example.com/country/id/142,musée-fondation Louis-Jou
France,2379572b,http://example.com/country/id/142,Notre-Dame-de-l'Assomption
France,2380502b,http://example.com/country/id/142,Drancy Station
France,2381076b,http://example.com/country/id/142,Phare de Chausey
France,23821617m,http://example.com/country/id/142,Musée des Transports et des Communications
France,23826238m,http://example.com/country/id/142,musée d'art et d'histoire d'Orange
France,23831203m,http://example.com/country/id/142,Draguignan Museum of Art and History
France,23831215m,http://example.com/country/id/142,Musée de la mode
France,23831235m,http://example.com/country/id/142,ecomuseum of Cuzals
France,2385003b,http://example.com/country/id/142,Saint-Malo Cathedral
France,2386980b,http://example.com/country/id/142,Musée départemental breton
France,2386980m,http://example.com/country/id/142,Musée départemental breton
France,2388281m,http://example.com/country/id/142,Musée du verre
France,238902b,http://example.com/country/id/142,Volontaires
France,2389498m,http://example.com/country/id/142,Museum of the French Revolution
France,2389536b,http://example.com/country/id/142,Le Musée de la mer
France,2389536m,http://example.com/country/id/142,Le Musée de la mer
France,23906087m,http://example.com/country/id/142,Musée de l'automate
France,23906124m,http://example.com/country/id/142,Musée Rignault
France,23906130b,http://example.com/country/id/142,Tour Fugue
France,23906179m,http://example.com/country/id/142,Musée du marbre et Muséum d'histoire naturelle de Bagnères-de-Bigorre
France,23908704m,http://example.com/country/id/142,Muséum d'histoire naturelle Philadelphe Thomas
France,2391572m,http://example.com/country/id/142,musée des Avelines
France,23926744m,http://example.com/country/id/142,Muséum Victor-Brun
France,23936708m,http://example.com/country/id/142,Musée judéo-comtadin de Cavaillon
France,23936743m,http://example.com/country/id/142,museum Marc Deydier
France,23936770m,http://example.com/country/id/142,Musée Pétrarque
France,2394458b,http://example.com/country/id/142,Poissy station
France,2395160b,http://example.com/country/id/142,Église Saint-Maurille de Vouziers
France,2395741b,http://example.com/country/id/142,Île de Ré bridge
France,2398539m,http://example.com/country/id/142,Natural History Museum of Nantes
France,2398897b,http://example.com/country/id/142,Gare du Plessis-Belleville
France,2400780m,http://example.com/country/id/142,Jardins de Salagon
France,2402982b,http://example.com/country/id/142,Temple Saint-Étienne
France,2403653b,http://example.com/country/id/142,Gare de Cormeilles-en-Parisis
France,2404023b,http://example.com/country/id/142,Phare des Barges
France,24040620b,http://example.com/country/id/142,église Jésus-Adolescent de Franceville
France,2406637m,http://example.com/country/id/142,Museum Leblanc-Duvernoy
France,2406894b,http://example.com/country/id/142,Departmental archives of Marne
France,2407603m,http://example.com/country/id/142,Musée des Lettres et Manuscrits
France,2407691b,http://example.com/country/id/142,American Cathedral in Paris
France,2408230b,http://example.com/country/id/142,"Pont Saint-Hilaire, Chartres"
France,24082986b,http://example.com/country/id/142,Montreuil town hall
France,2409863b,http://example.com/country/id/142,Saint-Alban Nuclear Power Plant
France,2411384b,http://example.com/country/id/142,Hôtel de la Monnaie
France,2411555b,http://example.com/country/id/142,La Varenne – Chennevières (Paris RER)
France,2411706b,http://example.com/country/id/142,Monplaisir - Lumière
France,2412928b,http://example.com/country/id/142,Tour Sequoia
France,2413575b,http://example.com/country/id/142,Breuillet - Bruyères-le-Châtel
France,2415140b,http://example.com/country/id/142,Pont de la Pierre
France,2415229m,http://example.com/country/id/142,Musée Henri Chapu
France,2416280b,http://example.com/country/id/142,Avenue du Président Kennedy
France,241723b,http://example.com/country/id/142,LGV Nord
France,2417255b,http://example.com/country/id/142,Château de Rastignac
France,2419151b,http://example.com/country/id/142,Quimper Cathedral
France,2419624b,http://example.com/country/id/142,Église de la Madeleine de Béziers
France,2419883b,http://example.com/country/id/142,Église Saint-Gervais et Saint-Protais de Querrieu
France,2420027b,http://example.com/country/id/142,Bordeaux Tramway Line B
France,2420695b,http://example.com/country/id/142,Île-de-France tramway Line 3a
France,2420877b,http://example.com/country/id/142,Collégiale Notre-Dame de Dole
France,2421499b,http://example.com/country/id/142,Lille Grand Palais (métro de Lille Métropole)
France,2422009b,http://example.com/country/id/142,Boulainvilliers
France,2422203b,http://example.com/country/id/142,Marseille City Hall
France,2423646b,http://example.com/country/id/142,Malpas Tunnel
France,2423937b,http://example.com/country/id/142,Seat of the European Parliament in Strasbourg
France,2424899b,http://example.com/country/id/142,Eglise Saint-Martin
France,2426843b,http://example.com/country/id/142,Pont du Garigliano
France,2432944b,http://example.com/country/id/142,Tignes Dam
France,2435703b,http://example.com/country/id/142,Montgeron - Crosne railway station
France,2437680b,http://example.com/country/id/142,Ajaccio Cathedral
France,2438332b,http://example.com/country/id/142,Choisy-le-Roi
France,243b,http://example.com/country/id/142,Eiffel Tower
France,2443243b,http://example.com/country/id/142,Troyes Cathedral
France,2443290b,http://example.com/country/id/142,Fontenay-aux-Roses
France,2445818m,http://example.com/country/id/142,Musée de La Poste
France,2446035b,http://example.com/country/id/142,Perret tower (Grenoble)
France,2446458b,http://example.com/country/id/142,Lorient (La Perrière) lighthouse
France,2449709m,http://example.com/country/id/142,Musée de la Contrefaçon
France,2450180b,http://example.com/country/id/142,castle of La Bastie d'Urfé
France,2450180m,http://example.com/country/id/142,castle of La Bastie d'Urfé
France,2452513b,http://example.com/country/id/142,Villa Ephrussi de Rothschild
France,2452513m,http://example.com/country/id/142,Villa Ephrussi de Rothschild
France,2455184b,http://example.com/country/id/142,Promenade de la Croisette
France,2456935b,http://example.com/country/id/142,Armentières
France,24575884b,http://example.com/country/id/142,pont Saint-Frédéric
France,2460080b,http://example.com/country/id/142,Marseille Tunnel
France,2460088b,http://example.com/country/id/142,Tunnel ferroviaire du Mont d'Or
France,2461991b,http://example.com/country/id/142,Gare de L'Isle-Adam – Parmain
France,246448b,http://example.com/country/id/142,parc de la Villette
France,24649468m,http://example.com/country/id/142,Musée national de la coopération franco-américaine
France,2467699b,http://example.com/country/id/142,Gare de Breuillet - Village
France,24680205b,http://example.com/country/id/142,"101, rue Réaumur"
France,24680771b,http://example.com/country/id/142,"116, rue Réaumur"
France,24682368b,http://example.com/country/id/142,Félix Potin Building
France,2469572b,http://example.com/country/id/142,CHU - Eurasanté
France,24698717b,http://example.com/country/id/142,Tour Paris Seine
France,247566b,http://example.com/country/id/142,Zénith de Paris
France,2481560b,http://example.com/country/id/142,Gare de La Roche-sur-Yon
France,24817491b,http://example.com/country/id/142,Le Bugue Bridge
France,24817527b,http://example.com/country/id/142,église Saint-Étienne d'Aubazine
France,2485783b,http://example.com/country/id/142,Gare de Granville
France,2486002b,http://example.com/country/id/142,Gare de Saint-Étienne-Châteaucreux
France,2486045b,http://example.com/country/id/142,Belfort Cathedral
France,2490344b,http://example.com/country/id/142,Musée national de la porcelaine Adrien Dubouché
France,24939975b,http://example.com/country/id/142,Maison du Mexique
France,24940461m,http://example.com/country/id/142,Espace des Mondes Polaires
France,2495803b,http://example.com/country/id/142,Gare de Quillan
France,2498308b,http://example.com/country/id/142,Montbéliard railway station
France,2499090b,http://example.com/country/id/142,Gare de Melun
France,2502476m,http://example.com/country/id/142,La Coupole
France,2506909b,http://example.com/country/id/142,Val de Fontenay
France,251672m,http://example.com/country/id/142,Château Borély
France,2519406b,http://example.com/country/id/142,Gare de Bois-Colombes
France,2520631b,http://example.com/country/id/142,Champigny
France,2523683h,http://example.com/country/id/142,Château d'Artigny
France,2525806b,http://example.com/country/id/142,Garibaldi
France,2530265b,http://example.com/country/id/142,gare de Saint-Chéron
France,2531523b,http://example.com/country/id/142,Debourg
France,2531979b,http://example.com/country/id/142,gare de Buno - Gironville
France,25391565m,http://example.com/country/id/142,Fosse Frandemiche
France,2540107b,http://example.com/country/id/142,Wasquehal - Hôtel de ville (métro de Lille Métropole)
France,254308b,http://example.com/country/id/142,Kléber
France,2544311b,http://example.com/country/id/142,Saint-Ouen
France,2560132b,http://example.com/country/id/142,Chemin d'Antony
France,2561076m,http://example.com/country/id/142,Musée du Vin
France,2561189b,http://example.com/country/id/142,Agde Cathedral
France,25675350b,http://example.com/country/id/142,Vecchio bridge
France,256780b,http://example.com/country/id/142,Barrage de Sainte-Croix
France,2569651b,http://example.com/country/id/142,Andelot-en-Montagne–La Cluse railway line
France,2572471b,http://example.com/country/id/142,Gare de Vesoul
France,2576523b,http://example.com/country/id/142,Boussy-Saint-Antoine
France,2578951b,http://example.com/country/id/142,Gare de Vichy
France,2587975b,http://example.com/country/id/142,Unité d'Habitation de Marseille
France,2588017b,http://example.com/country/id/142,Lieusaint - Moissy
France,2588025m,http://example.com/country/id/142,Maison d'Émile Zola à Médan
France,2591311b,http://example.com/country/id/142,Gare de Narbonne
France,2595165b,http://example.com/country/id/142,Mairie de Lille (métro de Lille Métropole)
France,2597719m,http://example.com/country/id/142,Musée de la Franc-Maçonnerie
France,259897m,http://example.com/country/id/142,Kélonia
France,2602800b,http://example.com/country/id/142,Gare de Chelles-Gournay
France,2603846b,http://example.com/country/id/142,Gare de Montgeroult - Courcelles
France,2607886b,http://example.com/country/id/142,Tour Generali
France,2609238b,http://example.com/country/id/142,Gare d'Évreux-Normandie
France,2612260b,http://example.com/country/id/142,gare d'Évry-Val-de-Seine
France,2612482b,http://example.com/country/id/142,Élysée Montmartre
France,261320b,http://example.com/country/id/142,Paris-Bercy-Bourgogne-Pays-d'Auvergne railway station
France,2615428b,http://example.com/country/id/142,Mairie de Mons (métro de Lille Métropole)
France,2615431b,http://example.com/country/id/142,Malesherbes
France,2616913b,http://example.com/country/id/142,Abbaye Saint-Joseph de Clairval
France,26236018b,http://example.com/country/id/142,town hall of Tonnerre
France,26244752m,http://example.com/country/id/142,Musée Henri Dupuis
France,26244905m,http://example.com/country/id/142,Musée d'art et d'histoire Bruno-Danvin
France,26257792m,http://example.com/country/id/142,Heritage House of Villard-de-Lans
France,26257801m,http://example.com/country/id/142,Musée du sapeur-pompier d'Alsace
France,26257872m,http://example.com/country/id/142,Musée maritime du Cap-Sizun
France,2626611b,http://example.com/country/id/142,Saint-Ambroise
France,2631759b,http://example.com/country/id/142,gare de Bruges
France,2632063b,http://example.com/country/id/142,Gare de Pierrelaye
France,2633041b,http://example.com/country/id/142,Gare du Coudray-Montceaux
France,2633546b,http://example.com/country/id/142,Vaulx-en-Velin - La Soie
France,2633625b,http://example.com/country/id/142,Château de Brest
France,2634315b,http://example.com/country/id/142,"Church of Saint-Jean-de-Malte, Aix-en-Provence"
France,26402785m,http://example.com/country/id/142,Musée mémorial des combats de la poche de Colmar
France,264301b,http://example.com/country/id/142,Pinet
France,2652954b,http://example.com/country/id/142,Yerres railway station
France,2654419m,http://example.com/country/id/142,Paris Sewer Museum
France,2655828m,http://example.com/country/id/142,Museum of French History
France,2656916b,http://example.com/country/id/142,Dole-Ville railway station
France,2657885b,http://example.com/country/id/142,Rosny-Bois-Perrier station
France,2658981b,http://example.com/country/id/142,Bordeaux Tramway Line A
France,2661168b,http://example.com/country/id/142,place de la Carrière
France,2667576b,http://example.com/country/id/142,Mermoz - Pinel
France,26678177m,http://example.com/country/id/142,Musée de Bourgoin-Jallieu
France,26678195m,http://example.com/country/id/142,Galleria del costume
France,26678218m,http://example.com/country/id/142,hat museum
France,26678276m,http://example.com/country/id/142,Musée Matheysin
France,26678297m,http://example.com/country/id/142,Musée d'Allard
France,2669080b,http://example.com/country/id/142,Gare de Lavilletertre
France,2669368b,http://example.com/country/id/142,Thermes de Cluny
France,2669572b,http://example.com/country/id/142,Orb Aqueduct
France,26700387m,http://example.com/country/id/142,Musée de la Résistance en Argoat - Étang Neuf
France,2672917b,http://example.com/country/id/142,Gare du Mée
France,2675810b,http://example.com/country/id/142,Gare de Carhaix
France,2677692b,http://example.com/country/id/142,Cherbourg railway station
France,26816828b,http://example.com/country/id/142,Viaduct of Anthéor
France,26821513b,http://example.com/country/id/142,Maison Heinrich Heine
France,26828603m,http://example.com/country/id/142,musée Edgar-Clerc
France,26832889m,http://example.com/country/id/142,Edmond Rostand Museum
France,26833820b,http://example.com/country/id/142,Pont du Veurdre
France,2683482b,http://example.com/country/id/142,Gare d'Asnières-sur-Seine
France,2688445b,http://example.com/country/id/142,Gare de Saint-Leu-la-Forêt
France,26936291b,http://example.com/country/id/142,Tours Érard
France,26944998m,http://example.com/country/id/142,La Maison de la Pêche
France,269641b,http://example.com/country/id/142,July Column
France,2698691b,http://example.com/country/id/142,Gare d'Orsay
France,26987197b,http://example.com/country/id/142,Ensemble Masséna
France,26995756b,http://example.com/country/id/142,"Ministry of Economy, Finance and Industry building"
France,2700620b,http://example.com/country/id/142,Gare de Couiza-Montazels
France,2703407b,http://example.com/country/id/142,gare de Vigneux-sur-Seine
France,2707546b,http://example.com/country/id/142,Hénon
France,2707646b,http://example.com/country/id/142,Sélestat
France,2709321b,http://example.com/country/id/142,Place Jean Jaurès
France,27094242b,http://example.com/country/id/142,Pont Maréchal Juin
France,27102934b,http://example.com/country/id/142,collégiale Saint-Étienne de Gorze
France,2716584b,http://example.com/country/id/142,Louvres
France,2717848m,http://example.com/country/id/142,Bibliothèque-musée de l'Opéra
France,2721241b,http://example.com/country/id/142,Solidor Tower
France,2723667m,http://example.com/country/id/142,Departmental Museum of archaeology Gilort (Jérôme) Carcopino
France,2724954b,http://example.com/country/id/142,Strasbourg tram route F
France,27313775b,http://example.com/country/id/142,Prieurale Saint-Pierre et Saint-Paul de Souvigny
France,27316038m,http://example.com/country/id/142,"Musée de la Mer, Sète"
France,2733637b,http://example.com/country/id/142,gare d'Égly
France,27342460b,http://example.com/country/id/142,Église Notre-Dame-des-Pins
France,27345487b,http://example.com/country/id/142,Église de la Transfiguration de Peillon
France,27346824b,http://example.com/country/id/142,Eglise Sainte-Anne-Saint-Martin
France,273476b,http://example.com/country/id/142,École Militaire
France,273480b,http://example.com/country/id/142,École Militaire
France,273487b,http://example.com/country/id/142,École Supérieure d'Audiovisuel
France,273560b,http://example.com/country/id/142,French National School for the Judiciary
France,273653m,http://example.com/country/id/142,Ecomusée d'Alsace
France,2737833b,http://example.com/country/id/142,Toulouse Cathedral
France,2738641b,http://example.com/country/id/142,Château des Tourelles
France,2740873m,http://example.com/country/id/142,Bibliothèque Inguimbertine
France,2744852b,http://example.com/country/id/142,Temple Protestant de l'Oratoire du Louvre
France,274534b,http://example.com/country/id/142,Église d'Auteuil
France,2747009b,http://example.com/country/id/142,Tunnel du Vieux-Port de Marseille
France,2747246b,http://example.com/country/id/142,Gare d'Espéraza
France,2748765b,http://example.com/country/id/142,Gare de Belfort
France,2749439b,http://example.com/country/id/142,Gare de Nevers
France,2749741b,http://example.com/country/id/142,Château de Nérac
France,2755382b,http://example.com/country/id/142,Gare de Campagne
France,2759280b,http://example.com/country/id/142,Gare d'Andrésy
France,2762145b,http://example.com/country/id/142,Gare de La Rochelle
France,2762952b,http://example.com/country/id/142,Lescar Cathedral
France,276433b,http://example.com/country/id/142,Tunnel de l'Étoile
France,27652836m,http://example.com/country/id/142,Château-musée Henri IV
France,2769798b,http://example.com/country/id/142,Roman Theatre of Augustodunum
France,2780619b,http://example.com/country/id/142,Gare des Carbonnets
France,2782616b,http://example.com/country/id/142,Gare de Vanves-Malakoff
France,27826699b,http://example.com/country/id/142,Maison de l'Inde
France,27826707b,http://example.com/country/id/142,Maison internationale AgroParisTech
France,27832750b,http://example.com/country/id/142,Maison de la RATP
France,27842291b,http://example.com/country/id/142,Pont Baldy
France,27843690b,http://example.com/country/id/142,Vernègues Viaduct
France,27843692b,http://example.com/country/id/142,CD 11 Bridge
France,27846376b,http://example.com/country/id/142,Peyraud Viaduct
France,27846384b,http://example.com/country/id/142,Palais de justice de Louviers
France,27847052b,http://example.com/country/id/142,bridge over the Tarn
France,278518b,http://example.com/country/id/142,Tour T1
France,2785196b,http://example.com/country/id/142,Croix-Rousse
France,27860706b,http://example.com/country/id/142,"Immeuble, 24 avenue Foch"
France,2787050b,http://example.com/country/id/142,Gare de Boissy-l'Aillerie
France,2787259b,http://example.com/country/id/142,Pont de Saint-Cloud
France,27913326b,http://example.com/country/id/142,collège Saint-Raymond
France,279151b,http://example.com/country/id/142,Notre-Dame de Bonne-Nouvelle
France,2792995b,http://example.com/country/id/142,Cirque Jules Verne
France,2793626b,http://example.com/country/id/142,Pont de Quézac
France,27940493b,http://example.com/country/id/142,Martinet Dam
France,27942326b,http://example.com/country/id/142,Langres bridge
France,27962062m,http://example.com/country/id/142,Franco-prussian war museum in Loigny-la-Bataille
France,2796693b,http://example.com/country/id/142,Brunoy railway station
France,27968033b,http://example.com/country/id/142,Église Saint-Honoré d'Amiens
France,2798552b,http://example.com/country/id/142,Bry-sur-Marne
