country_id,name,cname,s
http://example.com/country/id/1000,Grand Poubara Dam,Gabon,http://example.com/building/id/16247599b
http://example.com/country/id/1000,Ivindo National Park,Gabon,9055979w
http://example.com/country/id/1005,Arch 22,The Gambia,http://example.com/building/id/632012b
http://example.com/country/id/1005,CFAO Building,The Gambia,65894816w
http://example.com/country/id/1005,Denton Bridge,The Gambia,http://example.com/building/id/1189924b
http://example.com/country/id/1005,Fort Bullen,The Gambia,1438468w
http://example.com/country/id/1005,Kachikally Museum and Crocodile Pool,The Gambia,1720898m
http://example.com/country/id/1005,Kunta Kinteh Island,The Gambia,213188w
http://example.com/country/id/1005,Kunta Kinteh Island and Related Sites,The Gambia,4387456w
http://example.com/country/id/1005,Maurel Frères Building,The Gambia,1590899w
http://example.com/country/id/1005,Portuguese Chapel of Albreda,The Gambia,2105432w
http://example.com/country/id/1005,Six-Gun Battery,The Gambia,65894506w
http://example.com/country/id/1005,Stone Circles of Senegambia,The Gambia,98769058w
http://example.com/country/id/1006,Mount Nimba Strict Nature Reserve,Guinea,924276w
http://example.com/country/id/1006,Musée Préfectoral de Kissidougou,Guinea,16888443m
http://example.com/country/id/1006,Musée de Boké,Guinea,63614770m
http://example.com/country/id/1006,Musée du Camp Soundiata Keita,Guinea,87476937m
http://example.com/country/id/1006,Musée préfectoral de Koundara,Guinea,109733381m
http://example.com/country/id/1007,Birth house of Amílcar Cabral,Guinea-Bissau,63144313m
http://example.com/country/id/1007,Bissau Cathedral Light,Guinea-Bissau,http://example.com/building/id/23683307b
http://example.com/country/id/1007,Memorial da Escravatura e do Tráfico Negreiro,Guinea-Bissau,54962751m
http://example.com/country/id/1007,Museu Etnográfico Nacional da Guiné-Bissau,Guinea-Bissau,20065189m
http://example.com/country/id/1007,The Cathedral of Bissau,Guinea-Bissau,http://example.com/building/id/10280205b
http://example.com/country/id/1008,Basilica of Our Lady of Peace of Yamoussoukro,Ivory Coast,http://example.com/building/id/815584b
http://example.com/country/id/1008,Centre de céramique of Grand-Bassam,Ivory Coast,17623887m
http://example.com/country/id/1008,Comoé National Park,Ivory Coast,501344w
http://example.com/country/id/1008,Grand-Bassam,Ivory Coast,582922w
http://example.com/country/id/1008,Henri Konan Bédié Bridge,Ivory Coast,http://example.com/building/id/3396565b
http://example.com/country/id/1008,Historic town of Grand-Bassam,Ivory Coast,107482578w
http://example.com/country/id/1008,Houphouët-Boigny Bridge,Ivory Coast,http://example.com/building/id/3396536b
http://example.com/country/id/1008,Hôtel Ivoire,Ivory Coast,http://example.com/building/id/3145528b
http://example.com/country/id/1008,Kaouara mosque,Ivory Coast,25377043w
http://example.com/country/id/1008,Kong mosque,Ivory Coast,2311205w
http://example.com/country/id/1008,Kossou Dam,Ivory Coast,http://example.com/building/id/843524b
http://example.com/country/id/1008,Kouto mosque,Ivory Coast,65727045w
http://example.com/country/id/1008,La Pyramide,Ivory Coast,http://example.com/building/id/3212063b
http://example.com/country/id/1008,Maison du Patrimoine Culturel of Grand-Bassam,Ivory Coast,91461781m
http://example.com/country/id/1008,Mount Nimba Strict Nature Reserve,Ivory Coast,924276w
http://example.com/country/id/1008,Museum of Civilizations in Ivory Coast,Ivory Coast,16888110m
http://example.com/country/id/1008,Musée Adja Swa,Ivory Coast,16882242m
http://example.com/country/id/1008,Musée Binger de Zaranou,Ivory Coast,16885235m
http://example.com/country/id/1008,Musée Charles et Marguerithe Bieth,Ivory Coast,16911958m
http://example.com/country/id/1008,Musée Municipal d'Art Contemporain de Cocody,Ivory Coast,16888478m
http://example.com/country/id/1008,Musée National du Costume de Grand-Bassam,Ivory Coast,16885363m
http://example.com/country/id/1008,Musée Régional Peleforo Gbon Coulibaly,Ivory Coast,16887597m
http://example.com/country/id/1008,Musée des Armées,Ivory Coast,16884195m
http://example.com/country/id/1008,Musée du Parc M'Ploussoue de Bonoua,Ivory Coast,16887427m
http://example.com/country/id/1008,Nambira mosque,Ivory Coast,108076655w
http://example.com/country/id/1008,Samatiguila mosque,Ivory Coast,108076652w
http://example.com/country/id/1008,Second Abidjan Bridge,Ivory Coast,http://example.com/building/id/4274688b
http://example.com/country/id/1008,Sorobango mosque,Ivory Coast,108076648w
http://example.com/country/id/1008,Sudanese style mosques in northern Côte d'Ivoire,Ivory Coast,65725484w
http://example.com/country/id/1008,Taï National Park,Ivory Coast,328577w
http://example.com/country/id/1008,Tengréla mosque,Ivory Coast,15958566w
http://example.com/country/id/1008,Tour Postel 2001,Ivory Coast,http://example.com/building/id/3533159b
http://example.com/country/id/1008,little mosque of Kong,Ivory Coast,108076674w
http://example.com/country/id/1009,Babungo Museum,Cameroon,4838094m
http://example.com/country/id/1009,Baham Museum,Cameroon,4842310m
http://example.com/country/id/1009,Bandjoun Museum,Cameroon,4854645m
http://example.com/country/id/1009,Blackitude Museum,Cameroon,15961646m
http://example.com/country/id/1009,Dja Faunal Reserve,Cameroon,843147w
http://example.com/country/id/1009,Douala bridge,Cameroon,http://example.com/building/id/16670689b
http://example.com/country/id/1009,Mankon Museum,Cameroon,6750550m
http://example.com/country/id/1009,Maritime Museum Of Douala,Cameroon,16335662m
http://example.com/country/id/1009,National Museum of Cameroon,Cameroon,16335742m
http://example.com/country/id/1009,Sangha Trinational,Cameroon,2580451w
http://example.com/country/id/1011,Casa Museu de Eugénio Tavares,Cape Verde,106807076m
http://example.com/country/id/1011,Cidade Velha,Cape Verde,464913w
http://example.com/country/id/1011,Hilton Cabo Verde Sal Resort,Cape Verde,49573628h
http://example.com/country/id/1011,Museu Municipal de São Filipe,Cape Verde,3330658m
http://example.com/country/id/1013,Katse Dam,Lesotho,http://example.com/building/id/1433794b
http://example.com/country/id/1013,Maloti-Drakensberg Park,Lesotho,6744547w
http://example.com/country/id/1013,Mohale Dam,Lesotho,http://example.com/building/id/665301b
http://example.com/country/id/1013,Morija Museum & Archives,Lesotho,2498194m
http://example.com/country/id/1013,"Our Lady of Victories Cathedral, Maseru",Lesotho,http://example.com/building/id/24249528b
http://example.com/country/id/1013,Sehlabathebe National Park,Lesotho,284817w
http://example.com/country/id/1014,Gabriel Tucker Bridge,Liberia,http://example.com/building/id/5515889b
http://example.com/country/id/1016,Acacus Mountains,Libya,308807w
http://example.com/country/id/1016,Apollonia Museum,Libya,4780390m
http://example.com/country/id/1016,Arch of Marcus Aurelius,Libya,http://example.com/building/id/3621785b
http://example.com/country/id/1016,Archaeological Site of Sabratha,Libya,15052130w
http://example.com/country/id/1016,Atiq Mosque,Libya,http://example.com/building/id/6401414b
http://example.com/country/id/1016,Barce Museum,Libya,80795728m
http://example.com/country/id/1016,Benghazi Museum,Libya,80795500m
http://example.com/country/id/1016,Casa Parisi,Libya,80799612m
http://example.com/country/id/1016,Cyrene,Libya,44112w
http://example.com/country/id/1016,Cyrene Museum,Libya,12238619m
http://example.com/country/id/1016,Epigraphy Museum of Tripoli,Libya,5382937m
http://example.com/country/id/1016,Ethnographic Museum of Tripoli,Libya,5404363m
http://example.com/country/id/1016,Germa Museum,Libya,5550965m
http://example.com/country/id/1016,Ghadames,Libya,192237w
http://example.com/country/id/1016,Ghadames Museum,Libya,5555162m
http://example.com/country/id/1016,Islamic Museum of Tripoli,Libya,11137266m
http://example.com/country/id/1016,Janzour Museum,Libya,2498361m
http://example.com/country/id/1016,Leptis Magna,Libya,191504w
http://example.com/country/id/1016,Leptis Magna Museum,Libya,6527955m
http://example.com/country/id/1016,Leptis Magna: Roman theatre,Libya,http://example.com/building/id/55984349b
http://example.com/country/id/1016,"Magazine of the American excavations, Cyrene Museum",Libya,80796468m
http://example.com/country/id/1016,"Magazine of the French Mission, Apollonia",Libya,80796599m
http://example.com/country/id/1016,"Magazine of the Italian missions, Cyrene Museum",Libya,80796347m
http://example.com/country/id/1016,Misrata War Museum,Libya,48840745m
http://example.com/country/id/1016,Misratah Museum,Libya,80568441m
http://example.com/country/id/1016,Museum of the Society of the Hela,Libya,80796156m
http://example.com/country/id/1016,"Museum, Qasr Libya",Libya,104713157m
http://example.com/country/id/1016,Nalut Dinosaur Museum,Libya,6961034m
http://example.com/country/id/1016,Old Town of Ghadamès,Libya,105973249w
http://example.com/country/id/1016,"Punic Museum, Sabratha",Libya,105300355m
http://example.com/country/id/1016,"Roman Museum, Sabratha",Libya,77845236m
http://example.com/country/id/1016,Roman theatre of Sabratha,Libya,http://example.com/building/id/28974187b
http://example.com/country/id/1016,"Terrace of the Office of the Department of Antiquities, Cyrene",Libya,80796903m
http://example.com/country/id/1016,That El Emad Towers,Libya,http://example.com/building/id/7711172b
http://example.com/country/id/1016,Tolmeita Museum,Libya,104713155m
http://example.com/country/id/1016,Tripoli International Airport,Libya,http://example.com/building/id/44588b
http://example.com/country/id/1016,Zlitan Museum,Libya,104817303m
http://example.com/country/id/1019,Ambohimanga,Madagascar,458167w
http://example.com/country/id/1019,Andringitra National Park,Madagascar,1116933w
http://example.com/country/id/1019,Mahamasina Municipal Stadium,Madagascar,http://example.com/building/id/2129178b
http://example.com/country/id/1019,Marojejy National Park,Madagascar,2485097w
http://example.com/country/id/1019,Masoala National Park,Madagascar,964116w
http://example.com/country/id/1019,Museum of Ethnology and Paleontology,Madagascar,2498460m
http://example.com/country/id/1019,Rainforests of the Atsinanana,Madagascar,564321w
http://example.com/country/id/1019,Ranomafana National Park,Madagascar,1498242w
http://example.com/country/id/1019,Rova of Antananarivo,Madagascar,http://example.com/building/id/1290337b
http://example.com/country/id/1019,Tsingy de Bemaraha National Park,Madagascar,1969107w
http://example.com/country/id/1019,Tsingy de Bemaraha Strict Nature Reserve,Madagascar,1405154w
http://example.com/country/id/1019,University of Madagascar's Museum of Art and Archaeology,Madagascar,2370232m
http://example.com/country/id/1020,Chongoni Rock Art Area,Malawi,832262w
http://example.com/country/id/1020,Cultural & Museum Centre Karonga,Malawi,17560921m
http://example.com/country/id/1020,Lake Malawi National Park,Malawi,1077596w
http://example.com/country/id/1020,Lake Malawi National Park Museum,Malawi,18344858m
http://example.com/country/id/1020,Mandala House Library and Archive,Malawi,98880201m
http://example.com/country/id/1020,"St Michael and All Angels Church, Blantyre, Malawi",Malawi,http://example.com/building/id/7594852b
http://example.com/country/id/1020,Stone House Museum,Malawi,98811007m
http://example.com/country/id/1025,"Ancient Ksour of Ouadane, Chinguetti, Tichitt and Oualata",Mauritania,2845953w
http://example.com/country/id/1025,Banc d'Arguin National Park,Mauritania,539518w
http://example.com/country/id/1025,Ksar of Chinguetti,Mauritania,65921575w
http://example.com/country/id/1025,Ksar of Ouadane,Mauritania,65921574w
http://example.com/country/id/1025,Ksar of Oualata,Mauritania,65921577w
http://example.com/country/id/1025,Ksar of Tichit,Mauritania,65921576w
http://example.com/country/id/1027,Aapravasi Ghat,Mauritius,9276w
http://example.com/country/id/1027,Blue Penny Museum,Mauritius,495247m
http://example.com/country/id/1027,Le Morne Brabant,Mauritius,1129992w
http://example.com/country/id/1027,Mauritius Postal Museum,Mauritius,3329940m
http://example.com/country/id/1027,Mauritius Telecom Tower,Mauritius,http://example.com/building/id/24192476b
http://example.com/country/id/1027,Mikado Shell Museum,Mauritius,3330423m
http://example.com/country/id/1027,Port Louis Photography Museum,Mauritius,2370529m
http://example.com/country/id/1027,Theatre of Port-Louis,Mauritius,http://example.com/building/id/24935846b
http://example.com/country/id/1029,Cahora Bassa Dam,Mozambique,http://example.com/building/id/11962991b
http://example.com/country/id/1029,Casa Amarela,Mozambique,9698039m
http://example.com/country/id/1029,Fisheries Museum,Mozambique,27941734m
http://example.com/country/id/1029,Geology Museum,Mozambique,27941738m
http://example.com/country/id/1029,Island of Mozambique,Mozambique,331099w
http://example.com/country/id/1029,Maputo–Catembe Bridge,Mozambique,http://example.com/building/id/19275941b
http://example.com/country/id/1029,National Museum of Ethnography Nampula,Mozambique,2944162m
http://example.com/country/id/1029,Revolution Museum,Mozambique,27941743m
http://example.com/country/id/1029,Samora Machel Bridge,Mozambique,http://example.com/building/id/6573056b
http://example.com/country/id/1029,Unity Bridge,Mozambique,http://example.com/building/id/1128124b
http://example.com/country/id/1030,Duwisib Castle,Namibia,http://example.com/building/id/316851b
http://example.com/country/id/1030,Hardap Dam,Namibia,http://example.com/building/id/281035b
http://example.com/country/id/1030,Katima Mulilo Bridge,Namibia,http://example.com/building/id/488794b
http://example.com/country/id/1030,Namib,Namibia,131377w
http://example.com/country/id/1030,National Museum of Namibia,Namibia,1964321m
http://example.com/country/id/1030,Okahandja Military Museum,Namibia,105817012m
http://example.com/country/id/1030,Pelican Point Lighthouse,Namibia,http://example.com/building/id/13035757b
http://example.com/country/id/1030,Rehoboth Museum,Namibia,2139008m
http://example.com/country/id/1030,Restricted Diamond Area,Namibia,107084566m
http://example.com/country/id/1030,Schwerinsburg,Namibia,http://example.com/building/id/3884267b
http://example.com/country/id/1030,"St. Mary's Cathedral, Windhoek",Namibia,http://example.com/building/id/1897618b
http://example.com/country/id/1030,Swakopmund Jetty,Namibia,http://example.com/building/id/65616380b
http://example.com/country/id/1030,Swakopmund lighthouse,Namibia,http://example.com/building/id/13036145b
http://example.com/country/id/1030,Tintenpalast,Namibia,http://example.com/building/id/2139956b
http://example.com/country/id/1030,Trans-Namib Railroad Museum,Namibia,105826345m
http://example.com/country/id/1030,Twyfelfontein,Namibia,754791w
http://example.com/country/id/1030,Windhoek Hosea Kutako International Airport,Namibia,http://example.com/building/id/667326b
http://example.com/country/id/1030,Windhoek Railway Station,Namibia,http://example.com/building/id/801615b
http://example.com/country/id/1032,Agadez Mosque,Niger,http://example.com/building/id/3440333b
http://example.com/country/id/1032,Aïr and Ténéré National Nature Reserve,Niger,794643w
http://example.com/country/id/1032,Historic Center of Agadez,Niger,47800464w
http://example.com/country/id/1032,Kennedy Bridge,Niger,http://example.com/building/id/1101213b
http://example.com/country/id/1032,Musée National Boubou Hama,Niger,1989844m
http://example.com/country/id/1032,Musée Régional Djermakoye,Niger,103812976m
http://example.com/country/id/1032,Niamey Grand Mosque,Niger,http://example.com/building/id/279545b
http://example.com/country/id/1032,W National Park,Niger,726863w
http://example.com/country/id/1033,"Abubakar Tafawa Balewa Mausoleum, Bauchi",Nigeria,109476806m
http://example.com/country/id/1033,Abuja National Mosque,Nigeria,http://example.com/building/id/1430127b
http://example.com/country/id/1033,Abuja Stadium,Nigeria,http://example.com/building/id/335765b
http://example.com/country/id/1033,Akim Ekpe Hall,Nigeria,111972102m
http://example.com/country/id/1033,Alex-Ohiaeri Museum,Nigeria,112016613m
http://example.com/country/id/1033,Alok Ikom Monoliths,Nigeria,108921168m
http://example.com/country/id/1033,Arewa House,Nigeria,26794364m
http://example.com/country/id/1033,Badagry Heritage Museum,Nigeria,111008534m
http://example.com/country/id/1033,Benin City National Museum,Nigeria,4888021m
http://example.com/country/id/1033,Borno State Museum,Nigeria,109376439m
http://example.com/country/id/1033,Borno State Museum and Open Air Theater,Nigeria,111927969m
http://example.com/country/id/1033,Calabar Drill Monkey Ranch,Nigeria,111968572m
http://example.com/country/id/1033,Carter Bridge,Nigeria,http://example.com/building/id/5047131b
http://example.com/country/id/1033,Centre For Black And African Arts And Civilization,Nigeria,111851020m
http://example.com/country/id/1033,Centre For Memories,Nigeria,111850803m
http://example.com/country/id/1033,Centre for Earth Construction Technology,Nigeria,112064491m
http://example.com/country/id/1033,Chief Ekpo Bassey's House,Nigeria,109076822m
http://example.com/country/id/1033,Chief Nana's palace Koko,Nigeria,108908693m
http://example.com/country/id/1033,Dutse Museum,Nigeria,112033360m
http://example.com/country/id/1033,Edo Museum of West African Art,Nigeria,104157193m
http://example.com/country/id/1033,Eko Bridge,Nigeria,http://example.com/building/id/1323346b
http://example.com/country/id/1033,Esiẹ Museum,Nigeria,5397968m
http://example.com/country/id/1033,Flower Garden Museum,Nigeria,108908132m
http://example.com/country/id/1033,"Gidan Makama Museum, Kano",Nigeria,5559489m
http://example.com/country/id/1033,Ife National Museum,Nigeria,110818482m
http://example.com/country/id/1033,"Igbo Ukwu Museum, Anambra",Nigeria,111843829m
http://example.com/country/id/1033,Igwe Orizu Palace Nnewi,Nigeria,111925394m
http://example.com/country/id/1033,Institute of Archaeology & Museum Studies,Nigeria,112063525m
http://example.com/country/id/1033,Jos Museum,Nigeria,6279125m
http://example.com/country/id/1033,Kainji Dam,Nigeria,http://example.com/building/id/15043618b
http://example.com/country/id/1033,Kalakuta Museum Lagos,Nigeria,109252446m
http://example.com/country/id/1033,Kanta Museum,Nigeria,6365296m
http://example.com/country/id/1033,Lekki-Ikoyi Link Bridge,Nigeria,http://example.com/building/id/17109144b
http://example.com/country/id/1033,Life Science shopping complex,Nigeria,111973100m
http://example.com/country/id/1033,Mbonu Emerem museum of art,Nigeria,111906708m
http://example.com/country/id/1033,Mobee Royal Family Museum,Nigeria,110819447m
http://example.com/country/id/1033,Museum,Nigeria,108908800m
http://example.com/country/id/1033,Museum of Traditional Nigerian Architecture Jos,Nigeria,111865365m
http://example.com/country/id/1033,"Museum, Biological sciences, Usmanu Danfodiyo University",Nigeria,112107051m
http://example.com/country/id/1033,National Arts Theatre,Nigeria,http://example.com/building/id/6970499b
http://example.com/country/id/1033,National Gallery of Art,Nigeria,3873158m
http://example.com/country/id/1033,"National Gallery of art museum , Umuahia",Nigeria,111923056m
http://example.com/country/id/1033,National Museum Asaba,Nigeria,111864557m
http://example.com/country/id/1033,National Museum Ilorin,Nigeria,112064057m
http://example.com/country/id/1033,National Museum Kaduna,Nigeria,6345759m
http://example.com/country/id/1033,National Museum Owerri,Nigeria,111983775m
http://example.com/country/id/1033,"National Museum of Colonial History, Aba",Nigeria,111843000m
http://example.com/country/id/1033,"National Museum of Colonial History, Kogi state.",Nigeria,109180285m
http://example.com/country/id/1033,"National Museum of Unity, Ibadan",Nigeria,55113752m
http://example.com/country/id/1033,"National Museum, Abakaliki",Nigeria,111904974m
http://example.com/country/id/1033,"National Museum, Abeokuta",Nigeria,111843267m
http://example.com/country/id/1033,"National Museum, Calabar",Nigeria,111889271m
http://example.com/country/id/1033,"National Museum, Hong",Nigeria,112064524m
http://example.com/country/id/1033,"National Museum, Igbo-Ukwu",Nigeria,111902789m
http://example.com/country/id/1033,"National Museum, Ile-Ife",Nigeria,111843512m
http://example.com/country/id/1033,"National Museum, Katsina",Nigeria,111908505m
http://example.com/country/id/1033,"National Museum, Lafia",Nigeria,112064493m
http://example.com/country/id/1033,"National Museum, Maiduguri",Nigeria,112164436m
http://example.com/country/id/1033,"National Museum, Osogbo",Nigeria,111843542m
http://example.com/country/id/1033,"National Museum, Oyo",Nigeria,116466756m
http://example.com/country/id/1033,"National Museum, Uyo",Nigeria,110927162m
http://example.com/country/id/1033,"National War Museum, Umuahia",Nigeria,55624815m
http://example.com/country/id/1033,"Natural History Museum,Obafemi Awolowo University",Nigeria,111842727m
http://example.com/country/id/1033,Nawawi Foundation Centre Museum,Nigeria,112064060m
http://example.com/country/id/1033,Niger delta museum,Nigeria,111844608m
http://example.com/country/id/1033,"Nigerian National Museum, Lagos",Nigeria,1311732m
http://example.com/country/id/1033,Nike Art Center,Nigeria,111902537m
http://example.com/country/id/1033,Nnamdi Azikiwe International Airport,Nigeria,http://example.com/building/id/525030b
http://example.com/country/id/1033,Odiete compound,Nigeria,111972150m
http://example.com/country/id/1033,Ofobuike Palace Umuchu,Nigeria,111926241m
http://example.com/country/id/1033,Ojukwu's Bunker,Nigeria,111902088m
http://example.com/country/id/1033,Onyems Palace,Nigeria,111910510m
http://example.com/country/id/1033,Oron Museum,Nigeria,7103774m
http://example.com/country/id/1033,Osun-Osogbo,Nigeria,621498w
http://example.com/country/id/1033,Owo Museum,Nigeria,16734000m
http://example.com/country/id/1033,Owo Museum of Antiques,Nigeria,108917504m
http://example.com/country/id/1033,Professor A.B.M Ebgorge museum,Nigeria,111972951m
http://example.com/country/id/1033,Rock art interpretive center,Nigeria,112064118m
http://example.com/country/id/1033,Shaik Adam el Nafaty Museum,Nigeria,111979106m
http://example.com/country/id/1033,"Slave trade relics, Badagry",Nigeria,108908759m
http://example.com/country/id/1033,Sokoto Museum,Nigeria,110058184m
http://example.com/country/id/1033,Sukur,Nigeria,1123956w
http://example.com/country/id/1033,The Ancient Nok Settlement,Nigeria,109291099m
http://example.com/country/id/1033,The Emirates Museum,Nigeria,111925012m
http://example.com/country/id/1033,The Light House Museum,Nigeria,111978959m
http://example.com/country/id/1033,Third Mainland Bridge,Nigeria,http://example.com/building/id/567962b
http://example.com/country/id/1033,Transcorp Hilton Abuja,Nigeria,61090457h
http://example.com/country/id/1033,Uli Beier Museum,Nigeria,7878937m
http://example.com/country/id/1033,Virtual Museum of Modern Nigerian Art,Nigeria,7935002m
http://example.com/country/id/1033,Waziri Junaidu History & Culture Bureau Sokoto,Nigeria,112107280m
http://example.com/country/id/1033,Yemisi Shyllon Museum of Art,Nigeria,109255796m
http://example.com/country/id/1033,Zik Mausoleum,Nigeria,111926805m
http://example.com/country/id/1033,Zobe Dam,Nigeria,http://example.com/building/id/8073185b
http://example.com/country/id/1033,Zoological Garden Jos,Nigeria,112064170m
http://example.com/country/id/1036,Ankole cultural drama actor's museum,Uganda,106936079m
http://example.com/country/id/1036,Ankore Cultural Drama Actors' Mobile Museum,Uganda,111904417m
http://example.com/country/id/1036,Attitude change museum,Uganda,112042121m
http://example.com/country/id/1036,Bamasaaba Cultural Union,Uganda,106936177m
http://example.com/country/id/1036,Batwa Cultural Experience- Museum trail,Uganda,106936216m
http://example.com/country/id/1036,Buddu Cultural Museum,Uganda,111904369m
http://example.com/country/id/1036,Bugungu Heritage and Cultural Information Centre,Uganda,111904474m
http://example.com/country/id/1036,Bukangama Community Museum,Uganda,111904422m
http://example.com/country/id/1036,Bulemba Museum,Uganda,106936332m
http://example.com/country/id/1036,Bunyoro Community Historical Museum Associates,Uganda,106936364m
http://example.com/country/id/1036,Busoga Cultural Museum,Uganda,106936384m
http://example.com/country/id/1036,Butambala Heritage Center of Civilization,Uganda,106936417m
http://example.com/country/id/1036,Bwindi Impenetrable National Park,Uganda,500397w
http://example.com/country/id/1036,C.N. Kikonyogo Money Museum,Uganda,97452923m
http://example.com/country/id/1036,Cultural Museum of the Bakiga,Uganda,111894249m
http://example.com/country/id/1036,Cultural Research Centre Museum-Jinja,Uganda,106936822m
http://example.com/country/id/1036,Ebirungi Ebyeira Museum-Jinja,Uganda,106936843m
http://example.com/country/id/1036,Gakondo Cultural Museum,Uganda,106937120m
http://example.com/country/id/1036,"Great Lakes Museum, Rwahi",Uganda,111968157m
http://example.com/country/id/1036,Greatlakes Museum,Uganda,111967573m
http://example.com/country/id/1036,Ham Mukasa museum,Uganda,106936816m
http://example.com/country/id/1036,Hilton Garden Inn Kampala,Uganda,63790123h
http://example.com/country/id/1036,Igongo Cultural Centre And Museum,Uganda,106936797m
http://example.com/country/id/1036,Ik House of Memory,Uganda,111902585m
http://example.com/country/id/1036,Iteso Cultural Union Museum,Uganda,106937205m
http://example.com/country/id/1036,Kabale Regional Museum,Uganda,106936743m
http://example.com/country/id/1036,Karamoja Regional Museum,Uganda,106936739m
http://example.com/country/id/1036,Kasubi Tombs,Uganda,309426w
http://example.com/country/id/1036,Ker Kwonga Panyimur Museum,Uganda,111904512m
http://example.com/country/id/1036,Kigulu Cultural Museum-Iganga,Uganda,106937496m
http://example.com/country/id/1036,Koogere Foundation Museum,Uganda,111904441m
http://example.com/country/id/1036,Kooki Cultural Museum,Uganda,111904383m
http://example.com/country/id/1036,Lubaga Catholic Museum,Uganda,111904344m
http://example.com/country/id/1036,Madi Community Museum,Uganda,111904516m
http://example.com/country/id/1036,Makerere University Zoological Museum,Uganda,111905639m
http://example.com/country/id/1036,Mandela National Stadium,Uganda,http://example.com/building/id/4118193b
http://example.com/country/id/1036,Mt. Elgon Culture and History Museum,Uganda,111902048m
http://example.com/country/id/1036,Nkwanzi Museum,Uganda,111910612m
http://example.com/country/id/1036,Nyamyarro Museum,Uganda,111902181m
http://example.com/country/id/1036,Obudhingiya Bwa Baamba Cultural Museum,Uganda,111904430m
http://example.com/country/id/1036,Obudingiya Bwa Bamba (OBB),Uganda,111902224m
http://example.com/country/id/1036,Rwenzori Mountains,Uganda,106540w
http://example.com/country/id/1036,Rwenzori Mountains National Park,Uganda,838928w
http://example.com/country/id/1036,Social Innovation Museum,Uganda,111902246m
http://example.com/country/id/1036,Soroti Regional museum,Uganda,112042086m
http://example.com/country/id/1036,Ssemagulu Royal Museum,Uganda,97393690m
http://example.com/country/id/1036,St. Luke Community Museum,Uganda,106936881m
http://example.com/country/id/1036,Thur community museum,Uganda,111902576m
http://example.com/country/id/1036,Uganda Islamic museum and Research centre,Uganda,112041554m
http://example.com/country/id/1036,Uganda Martyrs museum,Uganda,106936769m
http://example.com/country/id/1036,Uganda Museum,Uganda,7877613m
http://example.com/country/id/1036,Uganda Railway Museum,Uganda,111924939m
http://example.com/country/id/1036,Uganda Revenue Authority Museum,Uganda,106936757m
http://example.com/country/id/1037,Bisesero Genocide Memorial Centre,Rwanda,24964531m
http://example.com/country/id/1037,Campaign Against Genocide Museum,Rwanda,107315475m
http://example.com/country/id/1037,Ethnographic Museum,Rwanda,2110810m
http://example.com/country/id/1037,Kandt House Museum of Natural History,Rwanda,11295489m
http://example.com/country/id/1037,Kigali Genocide Memorial Centre,Rwanda,6405906m
http://example.com/country/id/1037,Kings Palace Museum Rukari,Rwanda,16678454m
http://example.com/country/id/1037,Museum of Environment,Rwanda,111925578m
http://example.com/country/id/1037,Museum of Kabgayi,Rwanda,111944545m
http://example.com/country/id/1037,National Liberation Museum Park,Rwanda,111925538m
http://example.com/country/id/1037,Rwanda Art Museum,Rwanda,16678464m
http://example.com/country/id/1037,Rwesero Art Museum,Rwanda,2110327m
http://example.com/country/id/1039,São Sebastião Museum,São Tomé and Príncipe,2110836m
http://example.com/country/id/1039,São Sebastião Museum,São Tomé and Príncipe,http://example.com/building/id/2110836b
http://example.com/country/id/1039,São Tomé International Airport,São Tomé and Príncipe,http://example.com/building/id/1418267b
http://example.com/country/id/1041,Bassari Country,Senegal,2916296w
http://example.com/country/id/1041,Bassari Salémata,Senegal,65936192w
http://example.com/country/id/1041,Bédik Bandafassi,Senegal,65936193w
http://example.com/country/id/1041,Dakar Grand Mosque,Senegal,http://example.com/building/id/2477297b
http://example.com/country/id/1041,Djoudj National Bird Sanctuary,Senegal,733676w
http://example.com/country/id/1041,Dynamic Museum,Senegal,3867592m
http://example.com/country/id/1041,Faidherbe Bridge,Senegal,http://example.com/building/id/2920610b
http://example.com/country/id/1041,Gorée,Senegal,244347w
http://example.com/country/id/1041,Great Mosque of Touba,Senegal,http://example.com/building/id/3114987b
http://example.com/country/id/1041,Historical Museum of Senegal,Senegal,10283605m
http://example.com/country/id/1041,Island of Saint-Louis,Senegal,36150780w
http://example.com/country/id/1041,Les Mamelles Lighthouse,Senegal,http://example.com/building/id/1567959b
http://example.com/country/id/1041,Museum of Black Civilizations,Senegal,59521062m
http://example.com/country/id/1041,Musée de la Culture Diola,Senegal,16885306m
http://example.com/country/id/1041,Musée de la Mer,Senegal,16665634m
http://example.com/country/id/1041,Niokolo-Koba National Park,Senegal,679891w
http://example.com/country/id/1041,Peul Dindéfello,Senegal,65936194w
http://example.com/country/id/1041,Saint-Louis Photography Museum,Senegal,109973470m
http://example.com/country/id/1041,Saloum Delta,Senegal,559363w
http://example.com/country/id/1041,Selebe Yoon,Senegal,111943920m
http://example.com/country/id/1041,Stone Circles of Senegambia,Senegal,98769058w
http://example.com/country/id/1041,Stone circles Sine Ngayène,Senegal,2946551w
http://example.com/country/id/1042,Aldabra,Seychelles,272768w
http://example.com/country/id/1042,Hilton Seychelles Labriz Resort & Spa,Seychelles,64701276h
http://example.com/country/id/1042,Vallée de Mai,Seychelles,573558w
