http://www.wikidata.org/entity/Q1000352,2
http://www.wikidata.org/entity/Q1001035,3
http://www.wikidata.org/entity/Q1001210,4
http://www.wikidata.org/entity/Q100137530,5
http://www.wikidata.org/entity/Q100143277,6
http://www.wikidata.org/entity/Q100144713,7
http://www.wikidata.org/entity/Q100144727,8
http://www.wikidata.org/entity/Q100144740,9
http://www.wikidata.org/entity/Q100145770,10
http://www.wikidata.org/entity/Q100146194,11
http://www.wikidata.org/entity/Q100146661,13
http://www.wikidata.org/entity/Q100151586,14
http://www.wikidata.org/entity/Q100152101,16
http://www.wikidata.org/entity/Q7969892,17
http://www.wikidata.org/entity/Q100152127,18
http://www.wikidata.org/entity/Q100152790,19
http://www.wikidata.org/entity/Q100157338,20
http://www.wikidata.org/entity/Q100157340,21
http://www.wikidata.org/entity/Q100157354,22
http://www.wikidata.org/entity/Q100202821,24
http://www.wikidata.org/entity/Q100221747,25
http://www.wikidata.org/entity/Q4334779,26
http://www.wikidata.org/entity/Q100234612,27
http://www.wikidata.org/entity/Q62113879,28
http://www.wikidata.org/entity/Q100235497,29
http://www.wikidata.org/entity/Q100235610,30
http://www.wikidata.org/entity/Q100235784,31
http://www.wikidata.org/entity/Q1002362,32
http://www.wikidata.org/entity/Q100242173,33
http://www.wikidata.org/entity/Q100242461,34
http://www.wikidata.org/entity/Q100242887,35
http://www.wikidata.org/entity/Q100243006,36
http://www.wikidata.org/entity/Q100243104,37
http://www.wikidata.org/entity/Q22117264,38
http://www.wikidata.org/entity/Q100243715,39
http://www.wikidata.org/entity/Q100243860,40
http://www.wikidata.org/entity/Q100244193,41
http://www.wikidata.org/entity/Q100245005,42
http://www.wikidata.org/entity/Q7799147,43
http://www.wikidata.org/entity/Q100250170,44
http://www.wikidata.org/entity/Q100250264,45
http://www.wikidata.org/entity/Q100251860,47
http://www.wikidata.org/entity/Q100251861,48
http://www.wikidata.org/entity/Q100255604,49
http://www.wikidata.org/entity/Q100255615,50
http://www.wikidata.org/entity/Q100257724,51
http://www.wikidata.org/entity/Q100261482,52
http://www.wikidata.org/entity/Q100263902,53
http://www.wikidata.org/entity/Q100263968,54
http://www.wikidata.org/entity/Q100264023,55
http://www.wikidata.org/entity/Q100264126,56
http://www.wikidata.org/entity/Q100264184,57
http://www.wikidata.org/entity/Q100264255,58
http://www.wikidata.org/entity/Q100264684,59
http://www.wikidata.org/entity/Q1002647,60
http://www.wikidata.org/entity/Q100264768,61
http://www.wikidata.org/entity/Q100264912,62
http://www.wikidata.org/entity/Q100266059,63
http://www.wikidata.org/entity/Q100266060,64
http://www.wikidata.org/entity/Q100269370,65
http://www.wikidata.org/entity/Q100270444,66
