s,year,m,g,o
http://sws.ifi.uio.no/data/npd-v2/field/3420717/production/2012/2,2012,2,0.005400,0.064700
http://sws.ifi.uio.no/data/npd-v2/field/3420717/production/2012/3,2012,3,0.005140,0.062860
http://sws.ifi.uio.no/data/npd-v2/field/3420717/production/2012/4,2012,4,0.005090,0.062360
http://sws.ifi.uio.no/data/npd-v2/field/3420717/production/2012/5,2012,5,0.004170,0.058430
http://sws.ifi.uio.no/data/npd-v2/field/3420717/production/2012/6,2012,6,0.003650,0.054100
http://sws.ifi.uio.no/data/npd-v2/field/3420717/production/2013/1,2013,1,0.003800,0.049310
http://sws.ifi.uio.no/data/npd-v2/field/3420717/production/2013/2,2013,2,0.002700,0.042090
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2007/5,2007,5,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2007/6,2007,6,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2008/1,2008,1,0.000000,0.013340
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2008/2,2008,2,0.000000,0.012230
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2008/3,2008,3,0.000000,0.013980
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2008/4,2008,4,0.000000,0.007580
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2008/5,2008,5,0.000000,0.014090
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2008/6,2008,6,0.000000,0.011910
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2009/1,2009,1,0.000000,0.009920
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2009/2,2009,2,0.000000,0.009260
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2009/3,2009,3,0.000000,0.011750
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2009/4,2009,4,0.000000,0.010830
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2009/5,2009,5,0.000000,0.010640
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2009/6,2009,6,0.000000,0.009770
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2010/1,2010,1,0.000000,0.008930
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2010/2,2010,2,0.000000,0.007690
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2010/3,2010,3,0.000000,0.009060
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2010/4,2010,4,0.000000,0.008780
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2010/5,2010,5,0.000000,0.009170
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2010/6,2010,6,0.000000,0.001210
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2011/1,2011,1,0.000000,0.009300
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2011/2,2011,2,0.000000,0.008670
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2011/3,2011,3,0.000000,0.010470
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2011/4,2011,4,0.000000,0.009050
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2011/5,2011,5,0.000000,0.008540
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2011/6,2011,6,0.000000,0.008500
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2012/1,2012,1,0.000000,0.005130
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2012/2,2012,2,0.000000,0.007160
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2012/3,2012,3,0.000000,0.007080
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2012/4,2012,4,0.000000,0.005130
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2012/5,2012,5,0.000000,0.004680
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2012/6,2012,6,0.000000,0.004750
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2013/1,2013,1,0.000000,0.005780
http://sws.ifi.uio.no/data/npd-v2/field/3437650/production/2013/2,2013,2,0.000000,0.006420
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2007/5,2007,5,0.000000,0.000240
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2007/6,2007,6,0.000170,0.007900
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2008/1,2008,1,0.000000,0.006660
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2008/2,2008,2,0.000000,0.006380
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2008/3,2008,3,0.000000,0.006980
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2008/4,2008,4,0.000000,0.005770
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2008/5,2008,5,0.000000,0.003860
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2008/6,2008,6,0.000000,0.007160
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2009/1,2009,1,0.000000,0.006940
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2009/2,2009,2,0.000000,0.006350
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2009/3,2009,3,0.000000,0.006530
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2009/4,2009,4,0.000000,0.004950
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2009/5,2009,5,0.000000,0.005370
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2009/6,2009,6,0.000000,0.004450
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2010/1,2010,1,0.000000,0.006390
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2010/2,2010,2,0.000000,0.004390
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2010/3,2010,3,0.000000,0.005210
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2010/4,2010,4,0.000000,0.003890
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2010/5,2010,5,0.000000,0.004870
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2010/6,2010,6,0.000000,0.003590
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2011/1,2011,1,0.000000,0.002720
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2011/2,2011,2,0.000000,0.002290
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2011/3,2011,3,0.000000,0.002820
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2011/4,2011,4,0.000000,0.003010
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2011/5,2011,5,0.000000,0.002880
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2011/6,2011,6,0.000000,0.000900
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2012/1,2012,1,0.000000,0.001690
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2012/2,2012,2,0.000000,0.000320
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2012/3,2012,3,0.000000,0.000020
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2012/4,2012,4,0.000000,0.000010
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2012/5,2012,5,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2012/6,2012,6,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2013/1,2013,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/3437659/production/2013/2,2013,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2006/3,2006,3,0.000870,0.024420
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2006/4,2006,4,0.003050,0.075460
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2006/5,2006,5,0.003580,0.091250
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2006/6,2006,6,0.002630,0.094170
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2007/1,2007,1,0.004070,0.136560
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2007/2,2007,2,0.000270,0.114460
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2007/3,2007,3,0.000420,0.143170
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2007/4,2007,4,0.000710,0.115130
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2007/5,2007,5,0.003700,0.123400
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2007/6,2007,6,0.001230,0.136090
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2008/1,2008,1,0.003710,0.155530
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2008/2,2008,2,0.001120,0.146590
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2008/3,2008,3,0.005780,0.164430
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2008/4,2008,4,0.001820,0.167490
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2008/5,2008,5,0.000230,0.175460
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2008/6,2008,6,0.000000,0.116300
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2009/1,2009,1,0.004600,0.172450
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2009/2,2009,2,0.003910,0.153850
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2009/3,2009,3,0.004830,0.154980
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2009/4,2009,4,0.003880,0.138270
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2009/5,2009,5,0.003670,0.146170
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2009/6,2009,6,0.002700,0.130000
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2010/1,2010,1,0.002340,0.107050
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2010/2,2010,2,0.002730,0.097410
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2010/3,2010,3,0.002230,0.099130
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2010/4,2010,4,0.002750,0.097860
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2010/5,2010,5,0.002930,0.097420
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2010/6,2010,6,0.002200,0.091820
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2011/1,2011,1,0.002750,0.085520
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2011/2,2011,2,0.002480,0.076680
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2011/3,2011,3,0.002660,0.082400
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2011/4,2011,4,0.002720,0.080810
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2011/5,2011,5,0.001870,0.082330
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2011/6,2011,6,0.001030,0.076890
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2012/1,2012,1,0.002560,0.076470
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2012/2,2012,2,0.002580,0.072580
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2012/3,2012,3,0.002170,0.075630
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2012/4,2012,4,0.001630,0.071570
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2012/5,2012,5,0.001000,0.074150
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2012/6,2012,6,0.000910,0.070470
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2013/1,2013,1,0.002090,0.083280
http://sws.ifi.uio.no/data/npd-v2/field/3505505/production/2013/2,2013,2,0.001960,0.073460
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2010/1,2010,1,0.000000,0.261630
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2010/2,2010,2,0.001520,0.270860
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2010/3,2010,3,0.002390,0.227140
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2010/4,2010,4,0.008510,0.239690
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2010/5,2010,5,0.027030,0.355720
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2010/6,2010,6,0.020830,0.433890
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2011/1,2011,1,0.000000,0.511700
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2011/2,2011,2,0.000000,0.423110
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2011/3,2011,3,0.000000,0.423110
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2011/4,2011,4,0.000000,0.373970
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2011/5,2011,5,0.037620,0.448410
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2011/6,2011,6,0.042670,0.423650
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2012/1,2012,1,0.000000,0.466680
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2012/2,2012,2,0.000000,0.443520
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2012/3,2012,3,0.000000,0.486780
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2012/4,2012,4,0.000000,0.447990
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2012/5,2012,5,0.000000,0.426470
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2012/6,2012,6,0.000000,0.377710
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2013/1,2013,1,0.009490,0.346260
http://sws.ifi.uio.no/data/npd-v2/field/3960848/production/2013/2,2013,2,0.003330,0.278150
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2005/2,2005,2,0.000000,0.005770
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2005/3,2005,3,0.008020,0.031020
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2005/4,2005,4,0.008420,0.040520
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2005/5,2005,5,0.009510,0.045400
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2005/6,2005,6,0.010360,0.058900
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2006/1,2006,1,0.001150,0.004760
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2006/2,2006,2,0.004890,0.020090
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2006/3,2006,3,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2006/4,2006,4,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2006/5,2006,5,0.002370,0.012780
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2006/6,2006,6,0.003430,0.027780
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2007/1,2007,1,0.000000,0.042990
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2007/2,2007,2,0.000000,0.037710
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2007/3,2007,3,0.000000,0.054810
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2007/4,2007,4,0.000000,0.051150
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2007/5,2007,5,0.000000,0.049830
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2007/6,2007,6,0.000000,0.052300
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2008/1,2008,1,0.000000,0.050100
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2008/2,2008,2,0.000000,0.055360
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2008/3,2008,3,0.000000,0.049730
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2008/4,2008,4,0.000000,0.051250
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2008/5,2008,5,0.000000,0.048200
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2008/6,2008,6,0.000000,0.056340
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2009/1,2009,1,0.000000,0.026480
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2009/2,2009,2,0.000000,0.030360
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2009/3,2009,3,0.000000,0.040590
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2009/4,2009,4,0.000000,0.040350
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2009/5,2009,5,0.000000,0.011110
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2009/6,2009,6,0.000000,0.013270
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2010/1,2010,1,0.000000,0.023890
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2010/2,2010,2,0.000000,0.026030
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2010/3,2010,3,0.000000,0.027830
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2010/4,2010,4,0.000000,0.023560
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2010/5,2010,5,0.000000,0.018800
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2010/6,2010,6,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2011/1,2011,1,0.000000,0.018280
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2011/2,2011,2,0.000000,0.015310
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2011/3,2011,3,0.000000,0.014940
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2011/4,2011,4,0.000000,0.015590
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2011/5,2011,5,0.000000,0.012360
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2011/6,2011,6,0.000000,0.010330
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2012/1,2012,1,0.028650,0.015920
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2012/2,2012,2,0.026550,0.017940
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2012/3,2012,3,0.028420,0.014500
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2012/4,2012,4,0.031010,0.010740
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2012/5,2012,5,0.032200,0.015460
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2012/6,2012,6,0.030870,0.012520
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2013/1,2013,1,0.026570,0.012240
http://sws.ifi.uio.no/data/npd-v2/field/4005142/production/2013/2,2013,2,0.029270,0.010980
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2000/1,2000,1,0.000000,0.164220
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2000/2,2000,2,0.000000,0.106270
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2000/3,2000,3,0.000000,0.210980
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2000/4,2000,4,0.000000,0.147560
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2000/5,2000,5,0.000000,0.113330
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2000/6,2000,6,0.000000,0.108350
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2001/1,2001,1,0.000000,0.128210
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2001/2,2001,2,0.000000,0.113530
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2001/3,2001,3,0.000000,0.128330
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2001/4,2001,4,0.000000,0.117510
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2001/5,2001,5,0.000000,0.086510
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2001/6,2001,6,0.000000,0.107560
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2002/1,2002,1,0.000000,0.079820
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2002/2,2002,2,0.000000,0.061960
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2002/3,2002,3,0.000000,0.072780
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2002/4,2002,4,0.000000,0.072530
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2002/5,2002,5,0.000000,0.067630
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2002/6,2002,6,0.000000,0.067230
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2003/1,2003,1,0.000000,0.047920
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2003/2,2003,2,0.000000,0.069320
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2003/3,2003,3,0.000000,0.118750
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2003/4,2003,4,0.000000,0.089600
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2003/5,2003,5,0.000000,0.088390
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2003/6,2003,6,0.000000,0.083440
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2004/1,2004,1,0.000000,0.062660
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2004/2,2004,2,0.000000,0.102530
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2004/3,2004,3,0.000000,0.088660
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2004/4,2004,4,0.000000,0.107420
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2004/5,2004,5,0.000000,0.080210
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2004/6,2004,6,0.000000,0.135510
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2005/1,2005,1,0.000000,0.072600
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2005/2,2005,2,0.000000,0.060930
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2005/3,2005,3,0.000000,0.134090
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2005/4,2005,4,0.000000,0.133500
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2005/5,2005,5,0.000000,0.104830
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2005/6,2005,6,0.000000,0.084330
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2006/1,2006,1,0.000000,0.114670
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2006/2,2006,2,0.000000,0.089390
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2006/3,2006,3,0.000000,0.069720
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2006/4,2006,4,0.000000,0.056520
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2006/5,2006,5,0.000000,0.044230
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2006/6,2006,6,0.000000,0.049450
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2007/1,2007,1,0.000000,0.085920
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2007/2,2007,2,0.000000,0.071420
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2007/3,2007,3,0.000000,0.081260
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2007/4,2007,4,0.000000,0.071380
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2007/5,2007,5,0.000000,0.068380
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2007/6,2007,6,0.000000,0.068250
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2008/1,2008,1,0.000000,0.055140
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2008/2,2008,2,0.000000,0.055300
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2008/3,2008,3,0.000000,0.056260
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2008/4,2008,4,0.000000,0.049450
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2008/5,2008,5,0.000000,0.049830
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2008/6,2008,6,0.000000,0.042740
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2009/1,2009,1,0.000000,0.066490
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2009/2,2009,2,0.000000,0.062760
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2009/3,2009,3,0.000000,0.059080
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2009/4,2009,4,0.000000,0.062290
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2009/5,2009,5,0.000000,0.054590
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2009/6,2009,6,0.000000,0.060060
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2010/1,2010,1,0.000000,0.145750
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2010/2,2010,2,0.000000,0.136280
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2010/3,2010,3,0.000000,0.109060
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2010/4,2010,4,0.000000,0.107060
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2010/5,2010,5,0.000000,0.117500
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2010/6,2010,6,0.000000,0.115060
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2011/1,2011,1,0.000000,0.112910
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2011/2,2011,2,0.000000,0.102320
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2011/3,2011,3,0.000000,0.101550
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2011/4,2011,4,0.000000,0.079870
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2011/5,2011,5,0.000000,0.068860
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2011/6,2011,6,0.000000,0.046670
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2012/1,2012,1,0.000000,0.092710
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2012/2,2012,2,0.000000,0.073310
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2012/3,2012,3,0.000000,0.067400
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2012/4,2012,4,0.000000,0.051770
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2012/5,2012,5,0.000000,0.049230
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2012/6,2012,6,0.000000,0.058840
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2013/1,2013,1,0.000000,0.036240
http://sws.ifi.uio.no/data/npd-v2/field/43451/production/2013/2,2013,2,0.000000,0.041080
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2000/1,2000,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2000/2,2000,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2000/3,2000,3,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2000/4,2000,4,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2000/5,2000,5,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2000/6,2000,6,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2001/1,2001,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2001/2,2001,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2001/3,2001,3,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2001/4,2001,4,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2001/5,2001,5,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2001/6,2001,6,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2002/1,2002,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2002/2,2002,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43457/production/2002/3,2002,3,0.000000,0.000000
