s,year,m,g,o
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2008/4,2008,4,0.042780,0.255500
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2008/5,2008,5,0.044560,0.253020
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2008/6,2008,6,0.032260,0.194840
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2009/1,2009,1,0.040160,0.241110
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2009/2,2009,2,0.033770,0.207950
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2009/3,2009,3,0.034230,0.228060
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2009/4,2009,4,0.000590,0.006450
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2009/5,2009,5,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2009/6,2009,6,0.015490,0.127430
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2010/1,2010,1,0.034270,0.212040
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2010/2,2010,2,0.033520,0.197800
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2010/3,2010,3,0.028300,0.170280
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2010/4,2010,4,0.025600,0.148320
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2010/5,2010,5,0.030310,0.176230
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2010/6,2010,6,0.004150,0.027090
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2011/1,2011,1,0.031420,0.188040
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2011/2,2011,2,0.029100,0.177810
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2011/3,2011,3,0.023770,0.162220
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2011/4,2011,4,0.029520,0.190430
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2011/5,2011,5,0.029060,0.175460
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2011/6,2011,6,0.022290,0.142250
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2012/1,2012,1,0.018560,0.142380
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2012/2,2012,2,0.019600,0.142230
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2012/3,2012,3,0.016940,0.115900
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2012/4,2012,4,0.010410,0.073030
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2012/5,2012,5,0.022560,0.169630
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2012/6,2012,6,0.027070,0.195360
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2013/1,2013,1,0.000000,0.005420
http://sws.ifi.uio.no/data/npd-v2/field/43548/production/2013/2,2013,2,0.000000,0.050800
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2000/1,2000,1,0.051150,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2000/2,2000,2,0.045910,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2000/3,2000,3,0.057010,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2000/4,2000,4,0.047590,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2000/5,2000,5,0.062930,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2000/6,2000,6,0.028070,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2001/1,2001,1,0.070640,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2001/2,2001,2,0.064840,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2001/3,2001,3,0.068840,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2001/4,2001,4,0.069080,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2001/5,2001,5,0.068970,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2001/6,2001,6,0.064690,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2002/1,2002,1,0.068380,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2002/2,2002,2,0.066290,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2002/3,2002,3,0.072270,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2002/4,2002,4,0.052740,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2002/5,2002,5,0.055800,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2002/6,2002,6,0.052690,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2003/1,2003,1,0.070630,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2003/2,2003,2,0.062710,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2003/3,2003,3,0.052050,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2003/4,2003,4,0.049560,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2003/5,2003,5,0.053270,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2003/6,2003,6,0.050220,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2004/1,2004,1,0.044630,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2004/2,2004,2,0.049780,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2004/3,2004,3,0.056770,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2004/4,2004,4,0.070420,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2004/5,2004,5,0.101020,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43555/production/2004/6,2004,6,0.132420,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2000/1,2000,1,0.000000,0.368840
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2000/2,2000,2,0.000000,0.339870
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2000/3,2000,3,0.000000,0.374020
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2000/4,2000,4,0.000000,0.359990
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2000/5,2000,5,0.000000,0.359730
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2000/6,2000,6,0.000000,0.342050
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2001/1,2001,1,0.000000,0.300620
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2001/2,2001,2,0.000000,0.226960
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2001/3,2001,3,0.000000,0.246380
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2001/4,2001,4,0.000000,0.335010
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2001/5,2001,5,0.000000,0.347600
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2001/6,2001,6,0.000000,0.357730
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2002/1,2002,1,0.000000,0.346150
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2002/2,2002,2,0.000000,0.209860
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2002/3,2002,3,0.000000,0.352980
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2002/4,2002,4,0.000000,0.299010
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2002/5,2002,5,0.000000,0.232220
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2002/6,2002,6,0.000000,0.304750
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2003/1,2003,1,0.000000,0.245230
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2003/2,2003,2,0.000000,0.277310
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2003/3,2003,3,0.000000,0.332120
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2003/4,2003,4,0.000000,0.363270
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2003/5,2003,5,0.000000,0.346960
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2003/6,2003,6,0.000000,0.344210
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2004/1,2004,1,0.018210,0.400330
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2004/2,2004,2,0.016620,0.395360
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2004/3,2004,3,0.017220,0.403900
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2004/4,2004,4,0.025870,0.509610
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2004/5,2004,5,0.025360,0.552900
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2004/6,2004,6,0.024630,0.537210
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2005/1,2005,1,0.022370,0.571910
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2005/2,2005,2,0.022020,0.550000
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2005/3,2005,3,0.025680,0.616800
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2005/4,2005,4,0.023780,0.588150
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2005/5,2005,5,0.017700,0.595610
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2005/6,2005,6,0.016820,0.571660
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2006/1,2006,1,0.020870,0.629410
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2006/2,2006,2,0.012510,0.540350
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2006/3,2006,3,0.021340,0.586420
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2006/4,2006,4,0.022320,0.527790
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2006/5,2006,5,0.020980,0.545950
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2006/6,2006,6,0.011130,0.482270
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2007/1,2007,1,0.015000,0.472470
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2007/2,2007,2,0.016060,0.431900
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2007/3,2007,3,0.017580,0.480840
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2007/4,2007,4,0.014380,0.426130
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2007/5,2007,5,0.015340,0.486950
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2007/6,2007,6,0.013820,0.468500
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2008/1,2008,1,0.015140,0.456070
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2008/2,2008,2,0.013700,0.397190
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2008/3,2008,3,0.013410,0.424270
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2008/4,2008,4,0.013730,0.389340
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2008/5,2008,5,0.013720,0.393650
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2008/6,2008,6,0.008540,0.294690
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2009/1,2009,1,0.009740,0.313980
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2009/2,2009,2,0.008720,0.281140
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2009/3,2009,3,0.009280,0.300730
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2009/4,2009,4,0.010850,0.275620
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2009/5,2009,5,0.011660,0.304240
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2009/6,2009,6,0.007970,0.258190
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2010/1,2010,1,0.008940,0.256050
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2010/2,2010,2,0.009000,0.225220
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2010/3,2010,3,0.008610,0.237090
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2010/4,2010,4,0.007810,0.237420
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2010/5,2010,5,0.007850,0.239210
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2010/6,2010,6,0.006340,0.219270
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2011/1,2011,1,0.007020,0.222850
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2011/2,2011,2,0.005840,0.199180
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2011/3,2011,3,0.005470,0.210070
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2011/4,2011,4,0.005010,0.194170
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2011/5,2011,5,0.004260,0.167510
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2011/6,2011,6,0.003730,0.177220
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2012/1,2012,1,0.003640,0.164520
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2012/2,2012,2,0.003780,0.155170
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2012/3,2012,3,0.005010,0.167200
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2012/4,2012,4,0.002900,0.140490
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2012/5,2012,5,0.004120,0.175470
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2012/6,2012,6,0.003970,0.146490
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2013/1,2013,1,0.004040,0.155170
http://sws.ifi.uio.no/data/npd-v2/field/43562/production/2013/2,2013,2,0.003530,0.141480
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2000/1,2000,1,0.000000,0.000160
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2000/2,2000,2,0.000000,0.000150
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2000/3,2000,3,0.000000,0.000170
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2000/4,2000,4,0.000000,0.000070
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2000/5,2000,5,0.000000,0.000200
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2000/6,2000,6,0.000000,0.000090
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2001/1,2001,1,0.000000,0.000190
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2001/2,2001,2,0.000000,0.000170
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2001/3,2001,3,0.000000,0.000180
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2001/4,2001,4,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43583/production/2001/5,2001,5,0.000000,-0.000120
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2000/1,2000,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2000/2,2000,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2000/3,2000,3,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2000/4,2000,4,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2000/5,2000,5,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2000/6,2000,6,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2001/1,2001,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2001/2,2001,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2001/3,2001,3,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2001/4,2001,4,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2001/5,2001,5,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2001/6,2001,6,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2002/1,2002,1,0.035570,0.007020
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2002/2,2002,2,0.052860,0.008990
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2002/3,2002,3,0.073460,0.014470
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2002/4,2002,4,0.059240,0.012460
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2002/5,2002,5,0.054230,0.010610
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2002/6,2002,6,0.055260,0.008300
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2003/1,2003,1,0.042630,0.005590
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2003/2,2003,2,0.056830,0.007750
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2003/3,2003,3,0.025300,0.003920
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2003/4,2003,4,0.046710,0.006480
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2003/5,2003,5,0.048320,0.006680
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2003/6,2003,6,0.025420,0.004690
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2004/1,2004,1,0.054140,0.008160
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2004/2,2004,2,0.046140,0.007000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2004/3,2004,3,0.023840,0.004880
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2004/4,2004,4,0.011860,0.001910
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2004/5,2004,5,0.031800,0.003970
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2004/6,2004,6,0.031390,0.005400
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2005/1,2005,1,0.036650,0.005700
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2005/2,2005,2,0.044050,0.006510
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2005/3,2005,3,0.043260,0.007240
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2005/4,2005,4,0.033990,0.005640
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2005/5,2005,5,0.030320,0.004300
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2005/6,2005,6,0.005040,0.001290
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2006/1,2006,1,0.006020,0.000510
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2006/2,2006,2,0.005550,0.000720
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2006/3,2006,3,0.004510,0.000670
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2006/4,2006,4,0.008080,0.001500
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2006/5,2006,5,0.007710,0.000520
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2006/6,2006,6,0.009930,0.001360
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2007/1,2007,1,0.015270,0.002890
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2007/2,2007,2,0.019900,0.002970
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2007/3,2007,3,0.005030,0.002960
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2007/4,2007,4,0.007780,0.002440
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2007/5,2007,5,0.008900,0.001180
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2007/6,2007,6,0.008640,0.000980
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2008/1,2008,1,0.012100,0.001650
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2008/2,2008,2,0.015330,0.002130
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2008/3,2008,3,0.011110,0.001550
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2008/4,2008,4,0.013650,0.001680
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2008/5,2008,5,0.016040,0.002030
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2008/6,2008,6,0.016770,0.001880
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2009/1,2009,1,0.018040,0.002140
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2009/2,2009,2,0.014600,0.001760
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2009/3,2009,3,0.017860,0.002190
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2009/4,2009,4,0.017030,0.002470
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2009/5,2009,5,0.018310,0.002540
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2009/6,2009,6,0.009840,0.001490
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2010/1,2010,1,0.016850,0.002090
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2010/2,2010,2,0.013970,0.001950
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2010/3,2010,3,0.015290,0.001890
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2010/4,2010,4,0.013370,0.001780
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2010/5,2010,5,0.014800,0.001860
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2010/6,2010,6,0.016190,0.001620
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2011/1,2011,1,0.016790,0.002770
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2011/2,2011,2,0.004920,0.001110
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2011/3,2011,3,0.013170,0.001390
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2011/4,2011,4,0.014430,0.001540
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2011/5,2011,5,0.008500,0.001880
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2011/6,2011,6,0.007800,0.000330
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2012/1,2012,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2012/2,2012,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2012/3,2012,3,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2012/4,2012,4,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2012/5,2012,5,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2012/6,2012,6,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2013/1,2013,1,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43590/production/2013/2,2013,2,0.000000,0.000000
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2000/1,2000,1,0.027480,0.029200
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2000/2,2000,2,0.027320,0.027400
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2000/3,2000,3,0.031630,0.026350
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2000/4,2000,4,0.028020,0.025070
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2000/5,2000,5,0.030030,0.026280
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2000/6,2000,6,0.034350,0.024240
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2001/1,2001,1,0.027260,0.013490
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2001/2,2001,2,0.015900,0.009560
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2001/3,2001,3,-0.001180,0.012230
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2001/4,2001,4,-0.000340,-0.000040
http://sws.ifi.uio.no/data/npd-v2/field/43597/production/2001/5,2001,5,0.000000,0.000890
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2000/1,2000,1,0.013540,0.454600
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2000/2,2000,2,0.023540,0.452750
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2000/3,2000,3,0.020100,0.542120
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2000/4,2000,4,0.025230,0.564620
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2000/5,2000,5,0.023380,0.586420
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2000/6,2000,6,0.025910,0.613010
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2001/1,2001,1,0.034330,0.648760
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2001/2,2001,2,0.022500,0.556370
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2001/3,2001,3,0.022570,0.597710
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2001/4,2001,4,0.020570,0.550940
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2001/5,2001,5,0.018460,0.520960
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2001/6,2001,6,0.015330,0.424970
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2002/1,2002,1,0.008030,0.277260
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2002/2,2002,2,0.007000,0.241870
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2002/3,2002,3,0.007320,0.248780
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2002/4,2002,4,0.006540,0.232720
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2002/5,2002,5,0.006050,0.223960
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2002/6,2002,6,0.005260,0.192670
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2003/1,2003,1,0.004300,0.202030
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2003/2,2003,2,0.004530,0.200890
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2003/3,2003,3,0.005610,0.245920
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2003/4,2003,4,0.005680,0.244390
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2003/5,2003,5,0.004850,0.217840
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2003/6,2003,6,0.004880,0.212770
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2004/1,2004,1,0.002200,0.130590
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2004/2,2004,2,0.002670,0.118850
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2004/3,2004,3,0.003690,0.115580
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2004/4,2004,4,0.006020,0.102140
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2004/5,2004,5,0.006140,0.100320
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2004/6,2004,6,0.004270,0.088240
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2005/1,2005,1,0.003950,0.079060
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2005/2,2005,2,0.003310,0.067280
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2005/3,2005,3,0.003830,0.075540
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2005/4,2005,4,0.003710,0.065570
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2005/5,2005,5,0.004040,0.062350
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2005/6,2005,6,0.004100,0.062740
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2006/1,2006,1,0.005490,0.061590
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2006/2,2006,2,0.004490,0.058990
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2006/3,2006,3,0.005560,0.063080
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2006/4,2006,4,0.003590,0.057560
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2006/5,2006,5,0.004280,0.057370
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2006/6,2006,6,0.002460,0.041560
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2007/1,2007,1,0.004610,0.050170
http://sws.ifi.uio.no/data/npd-v2/field/43604/production/2007/2,2007,2,0.004720,0.046150
