Jacob Grimm,http://www.wikidata.org/entity/Q6701
Brothers Grimm,http://www.wikidata.org/entity/Q2793
Wilhelm Grimm,http://www.wikidata.org/entity/Q6714
David Diamond,http://www.wikidata.org/entity/Q919140
Linus Torvalds,http://www.wikidata.org/entity/Q34253
Peter Straub,http://www.wikidata.org/entity/Q364189
Stephen King,http://www.wikidata.org/entity/Q39829
Elisabeth Hauptmann,http://www.wikidata.org/entity/Q73781
Bertolt Brecht,http://www.wikidata.org/entity/Q38757
Hans Reimann,http://www.wikidata.org/entity/Q101876
Heinrich Spoerl,http://www.wikidata.org/entity/Q96919
Liu Xiang,http://www.wikidata.org/entity/Q465282
Su Qin,http://www.wikidata.org/entity/Q716543
George Robert Waterhouse,http://www.wikidata.org/entity/Q528545
Charles Darwin,http://www.wikidata.org/entity/Q1035
Richard Owen,http://www.wikidata.org/entity/Q151556
Leonard Jenyns,http://www.wikidata.org/entity/Q1819006
John Gould,http://www.wikidata.org/entity/Q313787
Thomas Bell,http://www.wikidata.org/entity/Q644875
Ilya Ilf,http://www.wikidata.org/entity/Q471443
Yevgeny Petrov,http://www.wikidata.org/entity/Q714739
Ilf and Petrov,http://www.wikidata.org/entity/Q262816
Heinrich Kramer,http://www.wikidata.org/entity/Q61019
Jacob Sprenger,http://www.wikidata.org/entity/Q60959
Ossian,http://www.wikidata.org/entity/Q15837802
James Macpherson,http://www.wikidata.org/entity/Q312562
Tracy Hickman,http://www.wikidata.org/entity/Q353137
Margaret Weis,http://www.wikidata.org/entity/Q233033
Folcard,http://www.wikidata.org/entity/Q5464242
Goscelin,http://www.wikidata.org/entity/Q2479364
Deborah J. Ross,http://www.wikidata.org/entity/Q1419759
Marion Zimmer Bradley,http://www.wikidata.org/entity/Q465179
International Federation of Associations of Anatomists,http://www.wikidata.org/entity/Q2896474
Federative International Committee on Anatomical Terminology,http://www.wikidata.org/entity/Q5440904
Patxo Telleria,http://www.wikidata.org/entity/Q12265620
Hans Jakob Christoffel von Grimmelshausen,http://www.wikidata.org/entity/Q31220
Lincoln Child,http://www.wikidata.org/entity/Q793895
Douglas Preston,http://www.wikidata.org/entity/Q742632
Lisa Tetzner,http://www.wikidata.org/entity/Q215660
Kurt Held,http://www.wikidata.org/entity/Q66276
Anthony D. Williams,http://www.wikidata.org/entity/Q4772355
Don Tapscott,http://www.wikidata.org/entity/Q984369
Hieda no Are,http://www.wikidata.org/entity/Q164522
Ō no Yasumaro,http://www.wikidata.org/entity/Q384705
various authors,http://www.wikidata.org/entity/Q2818964
Oscar Wilde,http://www.wikidata.org/entity/Q30875
Vladimir II Monomakh,http://www.wikidata.org/entity/Q60928
Yaroslav the Wise,http://www.wikidata.org/entity/Q188943
Paolo Lamanna,http://www.wikidata.org/entity/Q47121203
Giovanni Rigano,http://www.wikidata.org/entity/Q47121199
Eoin Colfer,http://www.wikidata.org/entity/Q211893
Ambrose,http://www.wikidata.org/entity/Q43689
Augustine of Hippo,http://www.wikidata.org/entity/Q8018
Guillaume de Lorris,http://www.wikidata.org/entity/Q544959
Jean de Meun,http://www.wikidata.org/entity/Q544925
Bert Hölldobler,http://www.wikidata.org/entity/Q63754
Edward O. Wilson,http://www.wikidata.org/entity/Q211029
Suad,http://www.wikidata.org/entity/Q15401951
Marie-Thérèse Cuny,http://www.wikidata.org/entity/Q3292259
Kami Garcia,http://www.wikidata.org/entity/Q13563001
Margaret Stohl,http://www.wikidata.org/entity/Q15114225
Karl Marx,http://www.wikidata.org/entity/Q9061
Friedrich Engels,http://www.wikidata.org/entity/Q34787
Kōten Kōkyūjo,http://www.wikidata.org/entity/Q11580997
"Ministry of Education, Science Sports and Culture",http://www.wikidata.org/entity/Q11080185
James D. Macdonald,http://www.wikidata.org/entity/Q6132167
Robin Hobb,http://www.wikidata.org/entity/Q234403
Pierce Askegren,http://www.wikidata.org/entity/Q7191775
Paul Melko,http://www.wikidata.org/entity/Q7152450
Peter Heck,http://www.wikidata.org/entity/Q7174605
Allen Steele,http://www.wikidata.org/entity/Q1193871
Malaclypse the Younger,http://www.wikidata.org/entity/Q2247142
Kerry Wendell Thornley,http://www.wikidata.org/entity/Q320281
Brenda Clough,http://www.wikidata.org/entity/Q4960653
Adam-Troy Castro,http://www.wikidata.org/entity/Q4678594
Samuel Taylor Coleridge,http://www.wikidata.org/entity/Q82409
William Wordsworth,http://www.wikidata.org/entity/Q45546
Sherwood Smith,http://www.wikidata.org/entity/Q3481983
K. H. Scheer,http://www.wikidata.org/entity/Q71804
Walter Ernsting,http://www.wikidata.org/entity/Q71309
Michel Verne,http://www.wikidata.org/entity/Q580137
Jules Verne,http://www.wikidata.org/entity/Q33977
Paul Alexis,http://www.wikidata.org/entity/Q2058686
Émile Zola,http://www.wikidata.org/entity/Q504
Henry Céard,http://www.wikidata.org/entity/Q3132710
Maupassant,http://www.wikidata.org/entity/Q9327
Léon Hennique,http://www.wikidata.org/entity/Q3271044
Joris-Karl Huysmans,http://www.wikidata.org/entity/Q210798
Charles Coleman Finlay,http://www.wikidata.org/entity/Q5076375
