Karel Matěj Čapek-Chod,http://www.wikidata.org/entity/Q1000005
Ferdinand Oyono,http://www.wikidata.org/entity/Q1000379
Chiharu Matsuyama,http://www.wikidata.org/entity/Q1000588
Mahatma Gandhi,http://www.wikidata.org/entity/Q1001
Sue Anderson,http://www.wikidata.org/entity/Q100145330
Malcom Ferdinand,http://www.wikidata.org/entity/Q100145747
Alex Nogués,http://www.wikidata.org/entity/Q100151709
Don Wilson Glenn,http://www.wikidata.org/entity/Q100230452
Benjamin J. Todd,http://www.wikidata.org/entity/Q100234551
Jean-Baptiste Fressoz,http://www.wikidata.org/entity/Q100234766
Jordy Rosenberg,http://www.wikidata.org/entity/Q100243974
Nathan Ripley,http://www.wikidata.org/entity/Q100244216
Johannes Gillhoff,http://www.wikidata.org/entity/Q100245
Katie Williams,http://www.wikidata.org/entity/Q100245440
Sarah Smarsh,http://www.wikidata.org/entity/Q100250485
Terri Wiltshire,http://www.wikidata.org/entity/Q100263695
Joanne Ramos,http://www.wikidata.org/entity/Q100265207
Matthew Eck,http://www.wikidata.org/entity/Q100272562
Lina Rather,http://www.wikidata.org/entity/Q100272688
Tomasz Jedrowski,http://www.wikidata.org/entity/Q100276374
Adrienne Brodeur,http://www.wikidata.org/entity/Q100281476
Paul Göhre,http://www.wikidata.org/entity/Q100284
Augustine Sedgewick,http://www.wikidata.org/entity/Q100316126
Manoj Shah,http://www.wikidata.org/entity/Q100319065
Ann Napolitano,http://www.wikidata.org/entity/Q100319998
F. Bruce Lamb,http://www.wikidata.org/entity/Q100324447
Hernán Díaz,http://www.wikidata.org/entity/Q100329021
John David Smith,http://www.wikidata.org/entity/Q100334242
Charles Fountain,http://www.wikidata.org/entity/Q100336145
Eirini Kotsovili,http://www.wikidata.org/entity/Q100337690
Nikolaos Papadogiannis,http://www.wikidata.org/entity/Q100338277
Kenji Kosugi,http://www.wikidata.org/entity/Q10034596
Adam Kożuchowski,http://www.wikidata.org/entity/Q100347454
Dane Keith Kennedy,http://www.wikidata.org/entity/Q100348099
Sue Wheatcroft,http://www.wikidata.org/entity/Q100348782
Howard LeRoy Malchow,http://www.wikidata.org/entity/Q100353809
Róger Rumrrill,http://www.wikidata.org/entity/Q100354669
Caroline Campbell,http://www.wikidata.org/entity/Q100357129
Jo Briggs,http://www.wikidata.org/entity/Q100358193
Ethan Katz,http://www.wikidata.org/entity/Q100360295
Lisa Pine,http://www.wikidata.org/entity/Q100361091
Alessio Patalano,http://www.wikidata.org/entity/Q100361820
Richard M. Ward,http://www.wikidata.org/entity/Q100372942
Abdelmajid Sebbata,http://www.wikidata.org/entity/Q100376355
Hicham Nostik,http://www.wikidata.org/entity/Q100376417
Mark B. Brown,http://www.wikidata.org/entity/Q100397048
Fernando A. Flores,http://www.wikidata.org/entity/Q100438951
Martin Bellemare,http://www.wikidata.org/entity/Q100450331
Jordan Shapiro,http://www.wikidata.org/entity/Q100483606
Linda Geddes,http://www.wikidata.org/entity/Q100510437
Siobhan Carroll,http://www.wikidata.org/entity/Q100518259
Mareike Krügel,http://www.wikidata.org/entity/Q100537
Alvaro Zinos-Amaro,http://www.wikidata.org/entity/Q100548896
Bonnie Rochman,http://www.wikidata.org/entity/Q100567073
Elle Nash,http://www.wikidata.org/entity/Q100572532
Avis Lang,http://www.wikidata.org/entity/Q100577318
Friedrich Eberhard Rambach,http://www.wikidata.org/entity/Q100583
Joe Pitkin,http://www.wikidata.org/entity/Q100588068
Kim Michele Richardson,http://www.wikidata.org/entity/Q100598285
Todd Grimson,http://www.wikidata.org/entity/Q100599911
Frederick Reuss,http://www.wikidata.org/entity/Q100599919
Michael Downing,http://www.wikidata.org/entity/Q100599922
Cathryn Alpert,http://www.wikidata.org/entity/Q100599930
Lynn Lauber,http://www.wikidata.org/entity/Q100599933
Martha Bergland,http://www.wikidata.org/entity/Q100599948
Nettie Jones,http://www.wikidata.org/entity/Q100599951
Jim Heynen,http://www.wikidata.org/entity/Q100599954
Gioia Timpanelli,http://www.wikidata.org/entity/Q100599955
Gladys Swan,http://www.wikidata.org/entity/Q100599971
Kelvin Christopher James,http://www.wikidata.org/entity/Q100599975
Patricia Volk,http://www.wikidata.org/entity/Q100599980
Jay Gummerman,http://www.wikidata.org/entity/Q100600015
Cynthia Shearer,http://www.wikidata.org/entity/Q100600018
Karin Cook,http://www.wikidata.org/entity/Q100600024
Susan Jedren,http://www.wikidata.org/entity/Q100600027
Lowry Pei,http://www.wikidata.org/entity/Q100600030
Stephen Pett,http://www.wikidata.org/entity/Q100600034
Chandrakant Shah,http://www.wikidata.org/entity/Q100600654
Mihir Bhuta,http://www.wikidata.org/entity/Q100600665
Rebecca Campbell,http://www.wikidata.org/entity/Q100606422
Jenny Bergenmar,http://www.wikidata.org/entity/Q100662990
Justine van der Leun,http://www.wikidata.org/entity/Q100678508
G. C. Edmondson,http://www.wikidata.org/entity/Q1006918
Eliot Borenstein,http://www.wikidata.org/entity/Q100699005
Peter Gorman,http://www.wikidata.org/entity/Q100708410
Andy Dudak,http://www.wikidata.org/entity/Q100712241
Ramalingam Shanmugam,http://www.wikidata.org/entity/Q100728995
Alexis Coe,http://www.wikidata.org/entity/Q100742564
Elena I. Campbell,http://www.wikidata.org/entity/Q100752795
Vitia Hessel,http://www.wikidata.org/entity/Q100780233
Gadam Gopala Swami,http://www.wikidata.org/entity/Q100791882
Dahui Zonggao,http://www.wikidata.org/entity/Q1008018
Kyra Scheurer,http://www.wikidata.org/entity/Q100805028
Theodor Steiner,http://www.wikidata.org/entity/Q100812
Gerald Brandt,http://www.wikidata.org/entity/Q100826368
Johano Strasser,http://www.wikidata.org/entity/Q100845
Josep Maria Benet i Jornet,http://www.wikidata.org/entity/Q1008502
Lynn Steger Strong,http://www.wikidata.org/entity/Q100874113
David Friedrich Weinland,http://www.wikidata.org/entity/Q100876
Siegfried Obermeier,http://www.wikidata.org/entity/Q100877
Caspar Merian,http://www.wikidata.org/entity/Q100910
Roberto Albarracín,http://www.wikidata.org/entity/Q100913506
Joe Germanotta,http://www.wikidata.org/entity/Q100925287
Genshin,http://www.wikidata.org/entity/Q1009263
Rachel Carson,http://www.wikidata.org/entity/Q100948
Bunjūrō Nakayama,http://www.wikidata.org/entity/Q1009504
Derek Künsken,http://www.wikidata.org/entity/Q100965734
José Alaniz,http://www.wikidata.org/entity/Q101011570
Gaby Hauptmann,http://www.wikidata.org/entity/Q101022
Baháʼu'lláh,http://www.wikidata.org/entity/Q101054
Satoko Tanaka,http://www.wikidata.org/entity/Q101071354
Damien Ober,http://www.wikidata.org/entity/Q101074464
Liudmila Novikova,http://www.wikidata.org/entity/Q101096643
Victoria Frede,http://www.wikidata.org/entity/Q101096745
George Z. Gasyna,http://www.wikidata.org/entity/Q101104191
Olga Kucherenko,http://www.wikidata.org/entity/Q101106581
Alyssa Dinega Gillespie,http://www.wikidata.org/entity/Q101114669
Brett Watson,http://www.wikidata.org/entity/Q101115634
Patricia Russo,http://www.wikidata.org/entity/Q101116175
Joseph Peschio,http://www.wikidata.org/entity/Q101126235
Maria Popova,http://www.wikidata.org/entity/Q101135233
Pseudo-Phalaris,http://www.wikidata.org/entity/Q101173400
Dominique de Saint-Pern,http://www.wikidata.org/entity/Q101182330
Meng Yuanlao,http://www.wikidata.org/entity/Q10118904
Mathias Persson,http://www.wikidata.org/entity/Q101191555
Anna Kuxhausen,http://www.wikidata.org/entity/Q101198454
James Steffen,http://www.wikidata.org/entity/Q101208783
Costas Despiniadis,http://www.wikidata.org/entity/Q101230909
Richard Akinnola,http://www.wikidata.org/entity/Q101231673
Boris Kossoy,http://www.wikidata.org/entity/Q101235486
Sun Guangxian,http://www.wikidata.org/entity/Q10124003
Mohsine Loukili,http://www.wikidata.org/entity/Q101241016
Ismail Xavier,http://www.wikidata.org/entity/Q101242567
Louise A. Chappell,http://www.wikidata.org/entity/Q101246584
authors of carmina Priapea,http://www.wikidata.org/entity/Q101247567
Sun Mian,http://www.wikidata.org/entity/Q10125444
Wanda Gág,http://www.wikidata.org/entity/Q1012900
Suetonius,http://www.wikidata.org/entity/Q10133
Lothar Machtan,http://www.wikidata.org/entity/Q101374
François Fillon,http://www.wikidata.org/entity/Q101410
Timons Esaias,http://www.wikidata.org/entity/Q101413775
Alexander S. Morrison,http://www.wikidata.org/entity/Q101435422
Pius II,http://www.wikidata.org/entity/Q101437
Kevin Toolis,http://www.wikidata.org/entity/Q101443338
Yongming Yanshou,http://www.wikidata.org/entity/Q1014899
Sara A. Hamlin,http://www.wikidata.org/entity/Q101490388
Elisabeth Easther,http://www.wikidata.org/entity/Q101497555
Willetta L. Heising,http://www.wikidata.org/entity/Q101535445
Moysheh Zeyfert,http://www.wikidata.org/entity/Q101568902
Leye Adenle,http://www.wikidata.org/entity/Q101584241
Aldo Rosales Velázquez,http://www.wikidata.org/entity/Q101596314
Mary Wollstonecraft,http://www.wikidata.org/entity/Q101638
Jesco von Puttkamer,http://www.wikidata.org/entity/Q101715
Buton Rinchen Drub,http://www.wikidata.org/entity/Q1018259
Dymphna Cusack,http://www.wikidata.org/entity/Q101871
Hans Reimann,http://www.wikidata.org/entity/Q101876
Wilhelm Heyd,http://www.wikidata.org/entity/Q101911
Txillardegi,http://www.wikidata.org/entity/Q1019186
Christian Reinhold Köstlin,http://www.wikidata.org/entity/Q101926
Böðvar Guðmundsson,http://www.wikidata.org/entity/Q1020197
