2,http://www.wikidata.org/entity/Q1000352
3,http://www.wikidata.org/entity/Q1001035
4,http://www.wikidata.org/entity/Q1001210
5,http://www.wikidata.org/entity/Q100137530
6,http://www.wikidata.org/entity/Q100143277
7,http://www.wikidata.org/entity/Q100144713
8,http://www.wikidata.org/entity/Q100144727
9,http://www.wikidata.org/entity/Q100144740
10,http://www.wikidata.org/entity/Q100145770
11,http://www.wikidata.org/entity/Q100146194
13,http://www.wikidata.org/entity/Q100146661
14,http://www.wikidata.org/entity/Q100151586
16,http://www.wikidata.org/entity/Q100152101
17,http://www.wikidata.org/entity/Q7969892
18,http://www.wikidata.org/entity/Q100152127
19,http://www.wikidata.org/entity/Q100152790
20,http://www.wikidata.org/entity/Q100157338
21,http://www.wikidata.org/entity/Q100157340
22,http://www.wikidata.org/entity/Q100157354
24,http://www.wikidata.org/entity/Q100202821
25,http://www.wikidata.org/entity/Q100221747
26,http://www.wikidata.org/entity/Q4334779
27,http://www.wikidata.org/entity/Q100234612
28,http://www.wikidata.org/entity/Q62113879
29,http://www.wikidata.org/entity/Q100235497
30,http://www.wikidata.org/entity/Q100235610
31,http://www.wikidata.org/entity/Q100235784
32,http://www.wikidata.org/entity/Q1002362
33,http://www.wikidata.org/entity/Q100242173
34,http://www.wikidata.org/entity/Q100242461
35,http://www.wikidata.org/entity/Q100242887
36,http://www.wikidata.org/entity/Q100243006
37,http://www.wikidata.org/entity/Q100243104
38,http://www.wikidata.org/entity/Q22117264
39,http://www.wikidata.org/entity/Q100243715
40,http://www.wikidata.org/entity/Q100243860
41,http://www.wikidata.org/entity/Q100244193
42,http://www.wikidata.org/entity/Q100245005
43,http://www.wikidata.org/entity/Q7799147
44,http://www.wikidata.org/entity/Q100250170
45,http://www.wikidata.org/entity/Q100250264
47,http://www.wikidata.org/entity/Q100251860
48,http://www.wikidata.org/entity/Q100251861
49,http://www.wikidata.org/entity/Q100255604
50,http://www.wikidata.org/entity/Q100255615
51,http://www.wikidata.org/entity/Q100257724
52,http://www.wikidata.org/entity/Q100261482
53,http://www.wikidata.org/entity/Q100263902
54,http://www.wikidata.org/entity/Q100263968
55,http://www.wikidata.org/entity/Q100264023
56,http://www.wikidata.org/entity/Q100264126
57,http://www.wikidata.org/entity/Q100264184
58,http://www.wikidata.org/entity/Q100264255
59,http://www.wikidata.org/entity/Q100264684
60,http://www.wikidata.org/entity/Q1002647
61,http://www.wikidata.org/entity/Q100264768
62,http://www.wikidata.org/entity/Q100264912
63,http://www.wikidata.org/entity/Q100266059
64,http://www.wikidata.org/entity/Q100266060
